name,Num_EV,SolarCapacity,BuyPowerEnergy,TripEnergy,ContractPower,Cost
B11004578,0,3.7735849,78516.30186032034,0.0,27.0,186.8858
B11004579,0,5.6338028,81733.57754042174,0.0,28.0,197.35612
B11004580,0,3.7735849,74207.09434341102,0.0,32.0,190.09506
B11004581,0,3.2608696,85241.67387998043,0.0,28.0,198.75712
B11004691,0,353.26087,1703118.097145112,0.0,558.0,4479.6334
B11004694,0,76.315789,400981.05245238077,0.0,159.23684,1098.816
B11004859,0,116.0,462295.60000000155,0.0,144.84,1238.2656
B11004863,0,75.0,288254.50000000023,0.0,92.5,781.2562
B11004864,0,67.46988,265929.67460405873,0.0,79.325301,705.54708
B11004874,0,47.297297,300791.7430799164,0.0,102.63514,772.62457
B11004875,0,12.5,172007.12500000012,0.0,103.125,505.7939
B11004876,0,6.5789474,187579.71063651307,0.0,99.0,511.86437
B11004877,0,7.0588235,108563.14120199416,0.0,65.788235,319.1753
B11004878,0,14.285714,171425.00004345048,0.0,91.0,483.52994
B11004879,0,33.333333,152511.33333920912,0.0,53.0,410.2872
B11004880,0,29.268293,147646.63407983424,0.0,57.0,403.37143
B11004881,0,18.75,138900.8125,0.0,59.0,374.74975
B11004882,0,18.421053,152711.52619785033,0.0,57.0,392.22141
B11004883,0,20.0,178073.99999999988,0.0,68.0,457.8328
B11004884,0,18.75,154678.37500000006,0.0,55.0,391.91065
B11004885,0,7.9545455,70343.18187307645,0.0,29.0,185.27161
B11004886,0,13.72549,148343.80384746022,0.0,51.0,364.77363
B11004887,0,18.75,175680.8125,0.0,60.0,435.61855
B11004888,0,23.45679,169880.8147208588,0.0,62.061728,438.85945
B11004889,0,25.0,169207.75,0.0,58.0,432.3138
B11004890,0,45.454545,91094.81834425409,0.0,47.363636,322.14596
B11004924,0,86.956522,325398.82597822044,0.0,118.13043,913.70393
B11004927,0,18.181818,99834.81818382206,0.0,44.0,280.92364
B11004951,0,72.727273,262312.6363021154,0.0,105.09091,761.15884
B11005038,0,41.025641,250152.02581251366,0.0,59.0,592.29095
B11005167,0,31.578947,134468.68431890642,0.0,58.0,388.40893
B11005172,0,21.978022,109289.45058680055,0.0,43.56044,301.90105
B11005213,0,31.428571,130913.05712712982,0.0,47.0,360.22421
B11005215,0,36.923077,157536.13842641254,0.0,59.0,436.82348
B11005218,0,35.384615,163460.18465163404,0.0,55.0,435.48799
B11005221,0,24.210526,111293.30525290199,0.0,42.0,305.91657
B11005223,0,39.583333,181382.83338903947,0.0,68.0,497.88735
B11005225,0,43.243243,148621.3784831489,0.0,53.135135,421.92644
B11005241,0,48.101266,200838.10111714105,0.0,63.0,534.03111
