,0
B11004720,9
B11004721,9
B11004722,3
B11004723,8
B11004724,9
B11004725,9
B11004726,3
B11004727,9
B11004728,8
B11004729,9
B11004730,9
B11004731,8
B11004732,9
B11004733,3
B11004734,8
B11004735,9
B11004736,9
B11004739,8
B11004740,8
B11004741,9
B11004742,9
B11004743,9
B11004744,3
B11004745,9
B11004746,9
B11004747,9
B11004748,9
B11004749,8
B11004750,7
B11004751,2
B11004752,8
B11004753,8
B11004754,5
B11004755,8
B11004756,8
B11004760,2
B11004761,8
B11004762,8
B11004763,5
B11004767,4
B11004768,5
B11004769,4
B11004771,8
B11004772,8
B11004774,9
B11004775,9
B11004776,9
B11004777,9
B11004778,3
B11004779,9
B11004780,9
B11004782,2
B11004783,8
B11004784,4
B11004786,6
B11004788,4
B11004789,4
B11004790,1
B11004791,9
B11004792,9
B11004793,8
B11004794,4
B11004797,5
B11004798,5
B11004799,8
B11004800,5
B11004801,1
B11004802,8
B11004803,4
B11004809,6
B11004810,8
B11004812,8
B11004813,9
B11004814,5
B11004817,4
B11004822,5
B11004823,5
B11004824,9
B11004825,8
B11004826,9
B11004827,8
B11004828,6
B11004829,2
B11004831,2
B11004832,8
B11004833,8
B11004834,1
B11004835,4
B11004836,4
B11004837,0
B11004838,8
B11004839,4
B11004840,8
B11004841,4
B11004842,8
B11004843,2
B11004845,2
B11004847,2
B11004848,2
B11004849,2
B11004850,9
B11004851,0
B11004859,3
B11004861,8
B11004862,4
B11004863,3
B11004864,9
B11004868,8
B11004874,6
B11004875,6
B11004876,6
B11004877,6
B11004878,6
B11004879,1
B11004880,3
B11004881,7
B11004882,3
B11004883,3
B11004884,3
B11004885,7
B11004886,3
B11004887,1
B11004888,3
B11004889,3
B11004890,8
B11004894,1
B11004895,1
B11004897,9
B11004901,9
B11004903,1
B11004904,1
B11004907,1
B11004909,1
B11004911,1
B11004914,1
B11004915,1
B11004919,8
B11004920,2
B11004921,9
B11004923,8
B11004924,3
B11004926,1
B11004927,6
B11004928,9
B11004929,4
B11004930,7
B11004932,9
B11004934,9
B11004942,9
B11004943,0
B11004945,0
B11004946,7
B11004947,0
B11004948,0
B11004949,0
B11004950,0
B11004951,3
B11004952,1
B11004953,1
B11004954,7
B11004955,9
B11004956,8
B11004957,6
B11004958,2
B11004959,2
B11004960,2
B11004961,6
B11004965,8
B11004967,8
B11004969,8
B11004970,8
B11004972,6
B11004974,8
B11004979,6
B11004980,8
B11004981,8
B11004982,8
B11004983,2
B11004985,9
B11004986,8
B11004988,4
B11004989,8
B11004992,1
B11004995,6
B11004996,2
B11004997,4
B11004998,3
B11004999,3
B11005000,2
B11005001,3
B11005002,8
B11005003,4
B11005004,3
B11005006,8
B11005007,4
B11005010,2
B11005011,4
B11005012,8
B11005014,4
B11005016,9
B11005017,1
B11005018,3
B11005019,1
B11005020,1
B11005021,1
B11005022,3
B11005024,3
B11005025,6
B11005026,8
B11005028,6
B11005029,6
B11005030,6
B11005031,3
B11005032,2
B11005033,4
B11005034,4
B11005035,8
B11005036,4
B11005037,4
B11005038,5
B11005039,1
B11005040,6
B11005041,6
B11005042,7
B11005043,7
B11005044,6
B11005045,8
B11005046,6
B11005047,6
B11005048,6
B11005049,6
B11005050,4
B11005051,6
B11005052,4
B11005053,6
B11005054,7
B11005055,7
B11005056,7
B11005057,7
B11005058,8
B11005059,7
B11005060,7
B11005062,7
B11005063,4
B11005064,8
B11005065,9
B11005068,6
B11005069,6
B11005071,6
B11005072,7
B11005073,8
B11005074,4
B11005076,7
B11005077,7
B11005078,4
B11005079,7
B11005081,4
B11005084,4
B11005085,4
B11005086,4
B11005087,8
B11005088,5
B11005089,9
B11005090,4
B11005091,2
B11005094,5
B11005095,2
B11005097,7
B11005104,8
B11005105,5
B11005106,0
B11005109,4
B11005110,4
B11005112,7
B11005114,7
B11005115,7
B11005116,7
B11005117,3
B11005118,7
B11005119,6
B11005120,7
B11005121,3
B11005122,7
B11005123,9
B11005124,7
B11005125,1
B11005126,1
B11005127,1
B11005128,1
B11005129,1
B11005130,7
B11005131,1
B11005132,1
B11005133,7
B11005134,4
B11005136,2
B11005137,4
B11005138,7
B11005139,1
B11005140,1
B11005141,4
B11005142,9
B11005143,8
B11005144,6
B11005145,9
B11005146,4
B11005147,1
B11005148,9
B11005149,9
B11005150,1
B11005151,9
B11005152,3
B11005153,6
B11005154,6
B11005155,5
B11005156,1
B11005157,1
B11005158,6
B11005159,9
B11005160,7
B11005161,5
B11005162,1
B11005163,1
B11005164,9
B11005165,1
B11005166,5
B11005167,3
B11005168,1
B11005169,1
B11005171,1
B11005172,3
B11005173,1
B11005174,5
B11005175,9
B11005176,1
B11005177,1
B11005178,7
B11005179,9
B11005180,7
B11005181,2
B11005182,9
B11005183,1
B11005184,3
B11005185,2
B11005186,7
B11005187,9
B11005188,9
B11005189,7
B11005190,9
B11005191,7
B11005192,9
B11005194,9
B11005195,1
B11005196,1
B11005197,9
B11005198,9
B11005199,1
B11005200,9
B11005201,9
B11005202,9
B11005203,1
B11005204,9
B11005205,7
B11005206,5
B11005207,9
B11005208,7
B11005209,3
B11005210,1
B11005212,1
B11005213,3
B11005214,9
B11005215,3
B11005216,6
B11005217,3
B11005218,3
B11005219,6
B11005220,8
B11005221,3
B11005222,6
B11005223,3
B11005224,6
B11005225,3
B11005226,6
B11005227,4
B11005228,6
B11005229,6
B11005230,3
B11005231,6
B11005232,3
B11005234,4
B11005235,3
B11005236,6
B11005237,6
B11005238,9
B11005239,6
B11005240,3
B11005241,3
B11005242,9
B11005243,6
B11005244,6
B11005245,1
B11005246,5
B11005247,9
B11005249,9
B11005250,3
B11005251,5
B11005253,5
B11005254,5
B11005255,6
B11005256,9
B11005257,3
B11005258,9
B11005259,9
B11005260,9
B11005261,4
B11005262,9
B11005263,3
B11005264,4
B11005265,9
B11005266,9
B11005267,6
B11005268,4
B11005269,6
B11005270,3
B11005271,3
B11005272,3
B11005273,3
B11005274,6
B11005275,6
B11005276,3
B11005277,6
B11005278,3
B11005279,3
B11005280,6
B11005281,3
B11005282,6
B11005283,3
B11005284,6
B11005285,3
B11005286,3
B11005287,6
B11005288,1
B11005289,6
B11005290,3
B11005291,3
B11005292,3
B11005293,3
B11005294,3
B11005295,3
B11005296,6
B11005297,9
B11005298,3
B11005299,3
B11005300,3
B11005301,6
B11005303,6
B11005304,3
B11005305,8
B11005307,3
B11005309,3
B11005310,3
B11005311,3
B11005312,8
B11005313,3
B11005314,6
B11005315,3
B11005316,6
B11005317,3
B11005318,3
B11005319,3
B11005320,6
B11005321,9
B11005322,8
B11005323,3
B11005324,3
B11005325,3
B11005326,4
B11005327,3
B11005328,3
B11005329,3
B11005330,3
B11005331,3
B11005332,3
B11005333,9
B11005334,3
B11005335,9
B11005336,3
B11005337,9
B11005338,7
B11005339,4
B11005340,3
B11005341,3
B11005342,3
B11005343,3
B11005344,3
B11005345,9
B11005346,3
B11005347,3
B11005348,9
B11005349,9
B11005351,3
B11005352,3
B11005353,3
B11005354,4
B11005355,9
B11005356,9
B11005357,9
B11005358,4
B11005359,9
B11005360,9
B11005361,3
B11005362,9
B11005364,9
B11005365,9
B11005366,3
B11005368,9
B11005369,3
B11005370,9
B11005371,9
B11005372,9
B11005373,9
B11005374,9
B11005375,9
B11005377,6
B11005379,9
B11005380,6
B11005381,4
B11005382,9
B11005383,6
B11005384,6
B11005385,6
B11005386,3
B11005387,8
B11005388,6
B11005389,6
B11005390,3
B11005391,3
B11005392,6
B11005394,4
B11005395,1
B11005396,6
B11005397,3
B11005398,9
B11005399,6
B11005400,9
B11005401,6
B11005402,6
B11005403,4
B11005404,6
B11005406,6
B11005407,3
B11005408,5
B11005409,6
B11005410,9
B11005411,6
B11005412,9
B11005413,4
B11005415,9
B11005416,3
B11005417,5
B11005418,3
B11005419,3
B11005420,9
B11005421,3
B11005422,3
B11005423,9
B11005424,3
B11005425,6
B11005426,3
B11005427,3
B11005428,3
B11005429,6
B11005431,6
B11005432,3
B11005433,9
B11005434,6
B11005435,3
B11005436,3
B11005437,6
B11005438,3
B11005439,3
B11005440,3
B11005441,3
B11005442,6
B11005443,3
B11005444,6
B11005445,4
B11005446,3
B11005447,6
B11005448,3
B11005449,6
B11005450,3
B11005451,6
B11005452,3
B11005453,6
B11005454,6
B11005455,3
B11005456,5
B11005457,6
B11005459,6
B11005460,6
B11005461,9
B11005462,3
B11005463,3
B11005464,9
B11005465,4
B11005466,6
B11005467,9
B11005468,9
B11005469,3
B11005470,6
B11005471,5
B11005472,6
B11005473,3
B11005474,9
B11005475,6
B11005476,9
B11005477,6
B11005478,3
B11005479,9
B11005480,6
B11005481,6
B11005482,6
B11005483,6
B11005484,6
B11005485,9
B11005486,6
B11005487,3
B11005488,6
B11005489,6
B11005490,6
B11005491,6
B11005492,6
B11005493,6
B11005494,6
B11005495,3
B11005496,3
B11005497,3
B11005498,6
B11005499,6
B11005500,6
B11005501,6
B11005502,4
B11005503,6
B11005504,6
B11005505,3
B11005506,6
B11005507,6
B11005508,6
B11005509,6
B11005510,3
B11005511,6
B11005512,3
B11005513,6
B11005514,6
B11005515,6
B11005516,6
B11005517,6
B11005518,3
B11005519,3
B11005520,6
B11005521,3
B11005522,6
B11005523,9
B11005524,4
B11005525,3
B11005526,3
B11005527,2
B11005528,3
B11005529,3
B11005531,6
B11005532,3
B11005533,6
B11005534,3
B11005535,3
B11005536,6
B11005537,6
B11005538,3
B11005539,1
B11005540,3
B11005541,6
B11005542,6
B11005543,3
B11005544,6
B11005545,6
B11005546,6
B11005547,6
B11005548,6
B11005549,3
B11005550,7
B11005551,6
B11005552,6
B11005553,3
B11005554,1
B11005555,3
B11005556,3
B11005558,3
B11005559,3
B11005560,3
B11005561,3
B11005562,3
B11005563,3
B11005564,3
B11005565,3
B11005566,3
B11005568,3
B11005569,1
B11005570,1
B11005571,3
B11005572,3
B11005573,3
B11005574,4
B11005575,3
B11005576,3
B11005577,3
B11005578,1
B11005579,3
B11005580,6
B11005581,4
B11005582,3
B11005583,3
B11005584,3
B11005585,3
B11005586,3
B11005587,8
B11005588,3
B11005589,3
B11005590,3
B11005591,3
B11005593,3
B11005594,3
B11005595,3
B11005596,3
B11005598,6
B11005599,3
B11005600,3
B11005601,1
B11005602,3
B11005603,3
B11005604,3
B11005605,6
B11005606,6
B11005607,3
B11005608,3
B11005609,3
B11005610,4
B11005611,3
B11005612,6
B11005613,3
B11005614,6
B11005615,3
B11005616,1
B11005617,3
B11005618,6
B11005619,3
B11005620,3
B11005621,3
B11005622,3
B11005623,3
B11005624,3
B11005625,3
B11005626,3
B11005627,3
B11005628,6
B11005629,3
B11005630,3
B11005631,3
B11005632,3
B11005633,3
B11005634,1
B11005635,3
B11005636,3
B11005637,3
B11005639,3
B11005640,3
B11005641,3
B11005642,3
B11005643,3
B11005644,3
B11005645,2
B11005646,9
B11005647,8
B11005648,9
B11005649,6
B11005650,3
B11005651,3
B11005652,3
B11005653,1
B11005654,3
B11005655,3
B11005656,3
B11005657,3
B11005658,3
B11005659,6
B11005660,3
B11005661,3
B11005662,3
B11005663,3
B11005664,3
B11005665,3
B11005666,3
B11005667,4
B11005668,3
B11005669,3
B11005670,3
B11005671,3
B11005672,6
B11005674,3
B11005675,6
B11005676,3
B11005677,8
B11005678,6
B11005679,9
B11005680,3
B11005681,4
B11005682,3
B11005683,3
B11005684,3
B11005685,3
B11005686,3
B11005687,9
B11005688,3
B11005689,3
B11005690,1
B11005691,3
B11005692,3
B11005693,3
B11005694,3
B11005695,3
B11005696,3
B11005697,3
B11005698,3
B11005699,3
B11005700,3
B11005701,3
B11005702,3
B11005703,6
B11005704,3
B11005705,6
B11005706,3
B11005707,3
B11005708,3
B11005709,3
B11005710,3
B11005711,3
B11005712,3
B11005713,3
B11005714,3
B11005715,3
B11005716,9
B11005717,6
B11005718,3
B11005719,3
B11005720,3
B11005721,9
B11005722,3
B11005723,3
B11005724,9
B11005725,3
B11005726,3
B11005727,6
B11005728,3
B11005729,3
B11005730,3
B11005731,3
B11005732,8
B11005733,3
B11005734,3
B11005735,3
B11005736,1
B11005737,9
B11005738,3
B11005739,3
B11005740,1
B11005741,3
B11005742,6
B11005743,3
B11005744,3
B11005745,6
B11005746,6
B11005747,6
B11005749,3
B11005750,6
B11005751,1
B11005755,8
B11005758,7
B11005759,5
B11005760,4
B11005761,9
B11005762,5
B11005763,5
B11005764,6
B11005765,3
B11005766,3
B11005768,3
B11005769,9
B11005770,3
B11005772,6
B11005773,8
B11005774,4
B11005775,6
B11005776,1
B11005777,6
B11005778,6
B11005779,6
B11005780,6
B11005782,6
B11005784,4
B11005785,6
B11005786,6
B11005787,5
B11005789,8
B11005790,3
B11005791,3
B11005792,1
B11005793,3
B11005794,6
B11005795,6
B11005796,3
B11005797,8
B11005798,3
B11005799,4
B11005800,4
B11005801,3
B11005802,9
B11005803,9
B11005804,5
B11005805,9
B11005806,9
B11005807,6
B11005809,3
B11005810,9
B11005811,5
B11005812,6
B11005813,5
B11005814,3
B11005815,3
B11005816,6
B11005817,5
B11005818,3
B11005819,6
B11005820,3
B11005821,3
B11005822,3
B11005823,6
B11005824,2
B11005825,3
B11005826,3
B11005827,3
B11005828,8
B11005829,6
B11005830,3
B11005831,2
B11005832,3
B11005833,3
B11005834,8
B11005835,3
B11005836,3
B11005837,2
B11005838,3
B11005839,6
B11005840,3
B11005841,1
B11005842,6
B11005845,6
B11005846,6
B11005847,6
B11005850,1
B11005851,3
B11005852,3
B11005853,3
B11005854,3
B11005855,3
B11005856,3
B11005857,3
B11005858,6
B11005859,3
B11005860,3
B11005861,3
B11005862,6
B11005863,6
B11005864,3
B11005865,1
B11005866,3
B11005867,3
B11005868,3
B11005869,3
B11005870,6
B11005871,3
B11005872,6
B11005873,7
B11005874,9
B11005875,9
B11005876,6
B11005877,3
B11005878,6
B11005879,6
B11005880,3
B11005881,6
B11005882,6
B11005883,3
B11005884,6
B11005885,6
B11005886,3
B11005887,3
B11005888,3
B11005890,3
B11005891,3
B11005892,3
B11005893,3
B11005894,3
B11005895,3
B11005896,1
B11005897,3
B11005898,3
B11005899,3
B11005900,6
B11005901,3
B11005902,3
B11005903,6
B11005904,6
B11005905,6
B11005906,3
B11005907,6
B11005908,3
B11005909,3
B11005910,6
B11005911,6
B11005912,3
B11005913,6
B11005914,3
B11005915,3
B11005916,1
B11005917,3
B11005918,3
B11005919,3
B11005920,6
B11005921,3
B11005922,3
B11005923,3
B11005924,1
B11005925,3
B11005926,3
B11005927,8
B11005928,4
B11005931,2
B11005932,2
B11005933,8
B11005934,3
B11005935,4
B11005936,1
B11005937,2
B11005938,4
B11005939,4
B11005940,4
B11005941,6
B11005942,8
B11005943,3
B11005944,8
B11005945,3
B11005946,6
B11005947,6
B11005948,6
B11005949,3
B11005950,6
B11005951,6
B11005952,3
B11005953,6
B11005954,3
B11005955,9
B11005956,7
B11005959,5
B11005960,5
B11005967,5
B11005968,1
B11005969,1
B11005970,1
B11005971,7
B11005972,7
B11005973,1
B11005974,1
B11005975,1
B11005984,2
B11005985,4
B11005986,2
B11005987,2
B11005988,6
B11005989,6
B11005990,2
B11005991,4
B11005992,2
B11005993,9
B11005994,9
B11005995,9
B11005996,9
B11005997,9
B11005998,9
B11005999,9
B11006001,9
B11006002,5
B11006003,9
B11006004,9
B11006005,9
B11006006,9
B11006007,9
B11006008,9
B11006009,9
B11006010,5
B11006011,9
B11006012,9
B11006013,9
B11006014,9
B11006015,9
B11006016,9
B11006017,9
B11006018,9
B11006019,9
B11006020,9
B11006021,5
B11006022,3
B11006023,9
B11006024,9
B11006025,9
B11006026,9
B11006027,2
B11006028,2
B11006029,2
B11006030,2
B11006031,2
B11006032,2
B11006033,2
B11006034,7
B11006035,2
B11006036,4
B11006037,3
B11006038,7
B11006039,0
B11006040,7
B11006041,6
B11006042,3
B11006043,7
B11006044,7
B11006045,0
B11006046,7
B11006047,2
B11006048,4
B11006049,4
B11006050,2
B11006051,2
B11006052,2
B11006053,2
B11006054,2
B11006055,8
B11006056,8
B11006057,4
B11006058,6
B11006059,6
B11006060,6
B11006061,6
B11006062,6
B11006063,4
B11006064,6
B11006065,6
B11006066,6
B11006068,8
B11006069,2
B11006070,9
B11006071,8
B11006072,9
B11006073,8
B11006074,8
B11006075,8
B11006076,2
B11006077,2
B11006078,7
B11006079,7
B11006080,4
B11006081,4
B11006082,7
B11006083,2
B11006084,4
B11006085,7
B11006086,4
B11006087,0
B11006088,8
B11006089,0
B11006090,0
B11006092,1
B11006093,0
B11006094,0
B11006095,0
B11006096,0
B11006097,0
B11006098,0
B11006099,0
B11006100,0
B11006101,2
B11006102,2
B11006103,2
B11006104,2
B11006105,2
B11006106,2
B11006107,4
B11006108,2
B11006110,0
B11006111,0
B11006112,0
B11006113,0
B11006114,0
B11006115,6
B11006116,6
B11006117,6
B11006118,6
B11006119,6
B11006120,6
B11006121,6
B11006122,6
B11006123,6
B11006124,6
B11006125,6
B11006126,3
B11006127,6
B11006128,6
B11006129,6
B11006130,6
B11006131,6
B11006132,6
B11006133,6
B11006134,6
B11006135,6
B11006136,3
B11006137,3
B11006138,6
B11006139,6
B11006140,3
B11006141,6
B11006142,3
B11006143,3
B11006144,3
B11006145,6
B11006146,6
B11006147,6
B11006148,3
B11006149,6
B11006150,9
B11006151,6
B11006152,6
B11006153,6
B11006154,6
B11006155,6
B11006156,5
B11006157,4
B11006158,4
B11006159,1
B11006160,7
B11006161,1
B11006162,7
B11006163,1
B11006164,1
B11006165,7
B11006166,1
B11006167,3
B11006168,9
B11006169,5
B11006170,1
B11006171,1
B11006172,6
B11006173,5
B11006174,0
B11006175,5
B11006176,6
B11006177,2
B11006178,2
B11006179,2
B11006180,4
B11006181,2
B11006182,2
B11006183,2
B11006184,2
B11006185,2
B11006186,4
B11006187,8
B11006188,8
B11006189,4
B11006191,9
B11006192,4
B11006193,6
B11006194,4
B11006195,8
B11006196,9
B11006197,9
B11006198,4
B11006199,9
B11006200,8
B11006202,8
B11006203,4
B11006204,4
B11006205,4
B11006206,4
B11006207,4
B11006208,4
B11006209,7
B11006210,6
B11006211,5
B11006212,2
B11006213,8
B11006214,2
B11006215,9
B11006217,4
B11006219,5
B11006220,2
B11006222,8
B11006223,2
B11006224,1
B11006225,1
B11006226,1
B11006227,1
B11006228,8
B11006229,8
B11006231,3
B11006232,3
B11006233,4
B11006234,9
B11006235,4
B11006236,9
B11006237,9
B11006238,3
B11006239,9
B11006240,9
B11006241,9
B11006242,9
B11006243,9
B11006244,9
B11006245,9
B11006246,3
B11006247,9
B11006248,9
B11006249,3
B11006250,9
B11006251,9
B11006252,9
B11006253,3
B11006254,9
B11006255,9
B11006256,8
B11006257,9
B11006258,3
B11006259,9
B11006260,5
B11006261,9
B11006262,5
B11006263,9
B11006264,9
B11006265,5
B11006266,9
B11006268,9
B11006269,9
B11006270,9
B11006271,2
B11006272,4
B11006273,4
B11006274,2
B11006275,8
B11006276,9
B11006277,9
B11006278,9
B11006279,9
B11006280,9
B11006281,3
B11006282,5
B11006283,5
B11006284,9
B11006285,9
B11006286,9
B11006287,9
B11006288,9
B11006289,9
B11006290,9
B11006291,9
B11006292,9
B11006293,9
B11006294,9
B11006295,9
B11006296,9
B11006297,9
B11006298,9
B11006299,9
B11006300,5
B11006301,0
B11006302,1
B11006303,1
B11006304,0
B11006305,8
B11006306,9
B11006307,7
B11006308,9
B11006309,2
B11006310,9
B11006311,9
B11006312,9
B11006313,9
B11006314,9
B11006315,4
B11006316,3
B11006317,9
B11006318,3
B11006319,4
B11006320,2
B11006321,7
B11006322,9
B11006323,9
B11006324,9
B11006325,9
B11006326,7
B11006327,7
B11006328,7
B11006329,1
B11006330,1
B11006331,7
B11006332,1
B11006333,7
B11006334,3
B11006335,1
B11006336,1
B11006337,7
B11006338,4
B11006340,3
B11006341,9
B11006342,3
B11006343,3
B11006344,9
B11006345,3
B11006346,9
B11006347,1
B11006348,1
B11006350,1
B11006351,1
B11006352,1
B11006353,8
B11006354,8
B11006355,9
B11006356,4
B11006358,2
B11006359,9
B11006360,4
B11006361,8
B11006362,8
B11006363,9
B11006364,9
B11006365,9
B11006366,9
B11006367,9
B11006368,5
B11006369,9
B11006370,9
B11006371,7
B11006372,9
B11006373,9
B11006374,9
B11006375,0
B11006376,5
B11006377,8
B11006378,0
B11006379,0
B11006380,7
B11006381,0
B11006382,4
B11006383,0
B11006384,4
B11006385,9
B11006386,0
B11006387,8
B11006388,8
B11006389,2
B11006390,8
B11006391,5
B11006392,3
B11006393,0
B11006394,0
B11006395,7
B11006396,9
B11006397,0
B11006398,0
B11006399,0
B11006400,0
B11006401,0
B11006402,7
B11006404,0
B11006405,7
B11006406,7
B11006407,0
B11006408,0
B11006409,1
B11006410,0
B11006411,7
B11006412,3
B11006413,7
B11006414,0
B11006415,0
B11006416,8
B11006417,0
B11006418,9
B11006419,3
B11006421,3
B11006422,6
B11006423,9
B11006424,3
B11006425,3
B11006426,3
B11006427,3
B11006428,3
B11006429,3
B11006430,3
B11006431,9
B11006432,3
B11006433,1
B11006434,6
B11006435,3
B11006436,6
B11006437,3
B11006438,1
B11006439,2
B11006440,3
B11006441,1
B11006442,3
B11006443,6
B11006444,3
B11006445,3
B11006447,3
B11006448,9
B11006449,6
B11006451,1
B11006452,1
B11006453,3
B11006454,9
B11006455,3
B11006456,3
B11006457,1
B11006458,3
B11006459,3
B11006460,3
B11006462,0
B11006463,2
B11006464,3
B11006465,3
B11006466,3
B11006467,3
B11006468,3
B11006470,3
B11006471,3
B11006473,3
B11006474,1
B11006475,3
B11006476,6
B11006477,1
B11006478,3
B11006479,3
B11006480,3
B11006481,3
B11006482,7
B11006483,3
B11006484,6
B11006485,9
B11006486,3
B11006487,9
B11006488,9
B11006489,3
B11006490,9
B11006491,3
B11006492,6
B11006493,6
B11006494,3
B11006495,3
B11006496,3
B11006497,3
B11006498,3
B11006499,3
B11006500,3
B11006501,3
B11006502,3
B11006503,3
B11006504,3
B11006505,3
B11006506,3
B11006507,3
B11006508,3
B11006509,9
B11006511,3
B11006512,9
B11006513,1
B11006514,3
B11006515,3
B11006516,3
B11006517,6
B11006519,3
B11006520,3
B11006521,6
B11006522,3
B11006523,6
B11006524,5
B11006525,9
B11006526,5
B11006527,9
B11006528,9
B11006529,5
B11006530,9
B11006531,9
B11006533,2
B11006535,8
