計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/09/05,06,78,,,33,3,,,
2013/09/05,07,78,,,31,3,,,
2013/09/05,08,105,,,37,4,,,
2013/09/05,09,147,,,52,4,,,
2013/09/05,10,212,,,59,16,,,
2013/09/05,11,242,,,62,21,,,
2013/09/05,12,236,,,70,18,,,
2013/09/05,13,230,,,71,18,,,
2013/09/05,14,228,,,70,18,,,
2013/09/05,15,232,,,67,18,,,
2013/09/05,16,231,,,66,20,,,
2013/09/05,17,231,,,69,20,,,
2013/09/05,18,228,,,59,31,,,
2013/09/05,19,227,,,56,34,,,
2013/09/05,20,159,,,44,17,,,
2013/09/05,21,92,,,46,3,,,
2013/09/05,22,86,,,39,4,,,
2013/09/05,23,80,,,35,4,,,
2013/09/05,24,78,,,35,3,,,
2013/09/06,01,78,,,36,3,,,
2013/09/06,02,79,,,36,3,,,
2013/09/06,03,76,,,35,3,,,
2013/09/06,04,72,,,31,4,,,
2013/09/06,05,76,,,34,3,,,
2013/09/06,06,77,,,32,3,,,
2013/09/06,07,79,,,30,3,,,
2013/09/06,08,103,,,35,4,,,
2013/09/06,09,145,,,55,5,,,
2013/09/06,10,208,,,76,12,,,
2013/09/06,11,243,,,75,19,,,
2013/09/06,12,253,,,78,20,,,
2013/09/06,13,258,,,82,23,,,
2013/09/06,14,253,,,80,20,,,
2013/09/06,15,254,,,78,20,,,
2013/09/06,16,244,,,73,19,,,
2013/09/06,17,239,,,74,21,,,
2013/09/06,18,239,,,66,33,,,
2013/09/06,19,238,,,66,33,,,
2013/09/06,20,162,,,53,16,,,
2013/09/06,21,94,,,49,4,,,
2013/09/06,22,92,,,46,4,,,
2013/09/06,23,85,,,42,3,,,
2013/09/06,24,81,,,40,3,,,
2013/09/07,01,81,,,42,3,,,
2013/09/07,02,79,,,41,3,,,
2013/09/07,03,78,,,39,3,,,
2013/09/07,04,75,,,36,3,,,
2013/09/07,05,77,,,40,3,,,
2013/09/07,06,78,,,39,3,,,
2013/09/07,07,80,,,37,3,,,
2013/09/07,08,108,,,44,5,,,
2013/09/07,09,149,,,68,4,,,
2013/09/07,10,212,,,72,14,,,
2013/09/07,11,243,,,75,19,,,
2013/09/07,12,235,,,75,18,,,
2013/09/07,13,237,,,80,18,,,
2013/09/07,14,236,,,82,18,,,
2013/09/07,15,230,,,80,18,,,
2013/09/07,16,218,,,71,17,,,
2013/09/07,17,222,,,71,19,,,
2013/09/07,18,224,,,67,29,,,
2013/09/07,19,218,,,65,30,,,
2013/09/07,20,153,,,52,16,,,
2013/09/07,21,90,,,48,2,,,
2013/09/07,22,82,,,43,3,,,
2013/09/07,23,78,,,40,3,,,
2013/09/07,24,74,,,37,2,,,
2013/09/08,01,76,,,41,3,,,
2013/09/08,02,74,,,39,2,,,
2013/09/08,03,74,,,39,2,,,
2013/09/08,04,70,,,35,2,,,
2013/09/08,05,74,,,39,2,,,
2013/09/08,06,74,,,37,2,,,
2013/09/08,07,74,,,34,2,,,
2013/09/08,08,103,,,41,3,,,
2013/09/08,09,153,,,64,6,,,
2013/09/08,10,222,,,71,17,,,
2013/09/08,11,233,,,74,18,,,
2013/09/08,12,235,,,72,18,,,
2013/09/08,13,245,,,78,19,,,
2013/09/08,14,254,,,83,20,,,
2013/09/08,15,252,,,83,20,,,
2013/09/08,16,253,,,75,20,,,
2013/09/08,17,248,,,81,22,,,
2013/09/08,18,240,,,72,33,,,
2013/09/08,19,225,,,67,31,,,
2013/09/08,20,157,,,58,17,,,
2013/09/08,21,89,,,49,3,,,
2013/09/08,22,83,,,43,4,,,
2013/09/08,23,78,,,42,3,,,
2013/09/08,24,76,,,39,3,,,
2013/09/09,01,78,,,42,3,,,
2013/09/09,02,75,,,39,3,,,
2013/09/09,03,72,,,38,2,,,
2013/09/09,04,68,,,34,3,,,
2013/09/09,05,73,,,37,2,,,
2013/09/09,06,71,,,35,2,,,
2013/09/09,07,73,,,35,2,,,
2013/09/09,08,98,,,40,2,,,
2013/09/09,09,144,,,61,4,,,
2013/09/09,10,214,,,74,14,,,
2013/09/09,11,246,,,78,19,,,
2013/09/09,12,260,,,83,20,,,
2013/09/09,13,257,,,89,17,,,
2013/09/09,14,259,,,90,18,,,
2013/09/09,15,254,,,93,20,,,
2013/09/09,16,255,,,91,20,,,
2013/09/09,17,246,,,88,19,,,
2013/09/09,18,243,,,77,31,,,
2013/09/09,19,232,,,71,30,,,
2013/09/09,20,162,,,59,17,,,
2013/09/09,21,91,,,50,3,,,
2013/09/09,22,85,,,45,4,,,
2013/09/09,23,80,,,42,3,,,
2013/09/09,24,77,,,40,3,,,
2013/09/10,01,78,,,42,3,,,
2013/09/10,02,77,,,42,3,,,
2013/09/10,03,76,,,41,3,,,
2013/09/10,04,72,,,38,2,,,
2013/09/10,05,74,,,40,2,,,
2013/09/10,06,74,,,38,2,,,
2013/09/10,07,75,,,33,7,,,
2013/09/10,08,102,,,39,8,,,
2013/09/10,09,149,,,62,11,,,
2013/09/10,10,221,,,75,17,,,
2013/09/10,11,257,,,82,20,,,
2013/09/10,12,263,,,86,21,,,
2013/09/10,13,268,,,96,21,,,
2013/09/10,14,277,,,96,22,,,
2013/09/10,15,242,,,84,19,,,
2013/09/10,16,251,,,82,22,,,
2013/09/10,17,241,,,79,21,,,
2013/09/10,18,249,,,74,34,,,
2013/09/10,19,243,,,70,34,,,
2013/09/10,20,166,,,58,19,,,
2013/09/10,21,92,,,49,3,,,
2013/09/10,22,84,,,45,3,,,
2013/09/10,23,80,,,42,3,,,
2013/09/10,24,77,,,37,3,,,
2013/09/11,01,77,,,39,3,,,
2013/09/11,02,75,,,39,3,,,
2013/09/11,03,75,,,39,3,,,
2013/09/11,04,70,,,34,3,,,
2013/09/11,05,73,,,37,2,,,
2013/09/11,06,75,,,36,3,,,
2013/09/11,07,75,,,33,3,,,
2013/09/11,08,80,,,33,4,,,
2013/09/11,09,96,,,45,3,,,
2013/09/11,10,104,,,37,7,,,
2013/09/11,11,107,,,35,8,,,
2013/09/11,12,110,,,37,8,,,
2013/09/11,13,116,,,40,10,,,
2013/09/11,14,110,,,37,8,,,
2013/09/11,15,116,,,40,10,,,
2013/09/11,16,112,,,35,10,,,
2013/09/11,17,113,,,36,10,,,
2013/09/11,18,115,,,33,16,,,
2013/09/11,19,105,,,31,14,,,
2013/09/11,20,83,,,32,9,,,
2013/09/11,21,88,,,49,3,,,
2013/09/11,22,84,,,44,2,,,
2013/09/11,23,82,,,44,4,,,
2013/09/11,24,80,,,43,4,,,
2013/09/12,01,80,,,45,2,,,
2013/09/12,02,79,,,43,3,,,
2013/09/12,03,78,,,43,3,,,
2013/09/12,04,74,,,39,2,,,
2013/09/12,05,77,,,42,3,,,
2013/09/12,06,80,,,42,3,,,
2013/09/12,07,76,,,38,3,,,
2013/09/12,08,107,,,49,4,,,
2013/09/12,09,147,,,66,4,,,
2013/09/12,10,215,,,86,12,,,
2013/09/12,11,246,,,95,17,,,
2013/09/12,12,244,,,97,17,,,
2013/09/12,13,244,,,100,17,,,
2013/09/12,14,245,,,102,17,,,
2013/09/12,15,243,,,104,14,,,
2013/09/12,16,235,,,96,16,,,
2013/09/12,17,242,,,96,16,,,
2013/09/12,18,242,,,91,19,,,
2013/09/12,19,242,,,84,29,,,
2013/09/12,20,165,,,69,16,,,
2013/09/12,21,99,,,57,3,,,
2013/09/12,22,91,,,54,2,,,
2013/09/12,23,87,,,51,3,,,
2013/09/12,24,84,,,48,2,,,
2013/09/13,01,84,,,50,2,,,
2013/09/13,02,83,,,48,2,,,
2013/09/13,03,82,,,49,2,,,
2013/09/13,04,78,,,46,2,,,
2013/09/13,05,79,,,44,2,,,
2013/09/13,06,85,,,51,3,,,
2013/09/13,07,82,,,49,2,,,
2013/09/13,08,112,,,60,3,,,
2013/09/13,09,160,,,78,4,,,
2013/09/13,10,218,,,85,15,,,
2013/09/13,11,237,,,90,16,,,
2013/09/13,12,243,,,92,17,,,
2013/09/13,13,251,,,92,17,,,
2013/09/13,14,253,,,98,17,,,
2013/09/13,15,248,,,91,17,,,
2013/09/13,16,241,,,84,16,,,
2013/09/13,17,238,,,90,16,,,
2013/09/13,18,231,,,83,27,,,
2013/09/13,19,233,,,83,25,,,
2013/09/13,20,165,,,69,14,,,
2013/09/13,21,93,,,56,3,,,
2013/09/13,22,92,,,55,2,,,
2013/09/13,23,88,,,53,2,,,
2013/09/13,24,88,,,52,2,,,
2013/09/14,01,85,,,51,2,,,
2013/09/14,02,82,,,51,2,,,
2013/09/14,03,81,,,49,2,,,
2013/09/14,04,77,,,43,2,,,
2013/09/14,05,80,,,48,2,,,
2013/09/14,06,82,,,49,2,,,
2013/09/14,07,85,,,48,2,,,
2013/09/14,08,120,,,57,3,,,
2013/09/14,09,163,,,74,4,,,
2013/09/14,10,218,,,78,15,,,
2013/09/14,11,246,,,83,19,,,
2013/09/14,12,243,,,80,19,,,
2013/09/14,13,245,,,85,19,,,
2013/09/14,14,261,,,93,20,,,
2013/09/14,15,254,,,91,20,,,
2013/09/14,16,251,,,82,20,,,
2013/09/14,17,242,,,77,21,,,
2013/09/14,18,237,,,71,30,,,
2013/09/14,19,239,,,64,35,,,
2013/09/14,20,173,,,58,19,,,
2013/09/14,21,121,,,62,6,,,
2013/09/14,22,118,,,62,5,,,
2013/09/14,23,109,,,54,3,,,
2013/09/14,24,106,,,53,4,,,
2013/09/15,01,99,,,49,2,,,
2013/09/15,02,93,,,47,3,,,
2013/09/15,03,92,,,46,3,,,
2013/09/15,04,86,,,40,4,,,
2013/09/15,05,89,,,44,3,,,
2013/09/15,06,93,,,45,4,,,
2013/09/15,07,96,,,41,3,,,
2013/09/15,08,116,,,42,3,,,
2013/09/15,09,159,,,62,6,,,
2013/09/15,10,207,,,62,16,,,
2013/09/15,11,211,,,67,16,,,
2013/09/15,12,209,,,73,14,,,
2013/09/15,13,216,,,79,15,,,
2013/09/15,14,217,,,82,17,,,
2013/09/15,15,216,,,77,17,,,
2013/09/15,16,209,,,73,14,,,
2013/09/15,17,207,,,68,16,,,
2013/09/15,18,203,,,62,28,,,
2013/09/15,19,202,,,56,30,,,
2013/09/15,20,142,,,46,15,,,
2013/09/15,21,88,,,47,2,,,
2013/09/15,22,91,,,45,3,,,
2013/09/15,23,82,,,40,3,,,
2013/09/15,24,80,,,40,4,,,
2013/09/16,01,78,,,39,3,,,
2013/09/16,02,79,,,39,3,,,
2013/09/16,03,77,,,38,3,,,
2013/09/16,04,74,,,34,3,,,
2013/09/16,05,76,,,38,3,,,
2013/09/16,06,78,,,34,3,,,
2013/09/16,07,79,,,33,3,,,
2013/09/16,08,98,,,37,3,,,
2013/09/16,09,131,,,52,5,,,
2013/09/16,10,179,,,57,12,,,
2013/09/16,11,195,,,62,15,,,
2013/09/16,12,188,,,60,15,,,
2013/09/16,13,186,,,66,13,,,
2013/09/16,14,192,,,72,13,,,
2013/09/16,15,199,,,75,13,,,
2013/09/16,16,200,,,72,16,,,
2013/09/16,17,194,,,69,15,,,
2013/09/16,18,189,,,62,26,,,
2013/09/16,19,184,,,57,25,,,
2013/09/16,20,132,,,47,14,,,
2013/09/16,21,85,,,45,2,,,
2013/09/16,22,77,,,42,3,,,
2013/09/16,23,71,,,38,2,,,
2013/09/16,24,71,,,36,2,,,
2013/09/17,01,70,,,37,2,,,
2013/09/17,02,66,,,33,2,,,
2013/09/17,03,68,,,34,2,,,
2013/09/17,04,62,,,30,3,,,
2013/09/17,05,65,,,34,2,,,
2013/09/17,06,62,,,30,2,,,
2013/09/17,07,63,,,30,3,,,
2013/09/17,08,90,,,38,2,,,
2013/09/17,09,135,,,59,5,,,
2013/09/17,10,172,,,58,12,,,
2013/09/17,11,195,,,64,15,,,
2013/09/17,12,207,,,68,16,,,
2013/09/17,13,216,,,77,15,,,
2013/09/17,14,214,,,74,17,,,
2013/09/17,15,215,,,73,17,,,
2013/09/17,16,205,,,63,16,,,
2013/09/17,17,206,,,65,18,,,
2013/09/17,18,195,,,58,25,,,
2013/09/17,19,186,,,53,26,,,
2013/09/17,20,134,,,49,14,,,
2013/09/17,21,86,,,47,2,,,
2013/09/17,22,76,,,41,2,,,
2013/09/17,23,71,,,39,2,,,
2013/09/17,24,70,,,38,2,,,
2013/09/18,01,69,,,38,2,,,
2013/09/18,02,68,,,38,2,,,
2013/09/18,03,67,,,36,2,,,
2013/09/18,04,62,,,33,2,,,
2013/09/18,05,66,,,36,2,,,
2013/09/18,06,65,,,34,2,,,
2013/09/18,07,67,,,33,2,,,
2013/09/18,08,84,,,36,2,,,
2013/09/18,09,133,,,54,5,,,
2013/09/18,10,181,,,57,12,,,
2013/09/18,11,205,,,59,16,,,
2013/09/18,12,208,,,60,18,,,
2013/09/18,13,214,,,64,19,,,
2013/09/18,14,223,,,64,17,,,
2013/09/18,15,218,,,61,17,,,
2013/09/18,16,198,,,53,15,,,
2013/09/18,17,195,,,56,15,,,
2013/09/18,18,193,,,52,27,,,
2013/09/18,19,186,,,46,27,,,
2013/09/18,20,131,,,41,15,,,
2013/09/18,21,89,,,47,4,,,
2013/09/18,22,78,,,39,3,,,
2013/09/18,23,72,,,34,2,,,
2013/09/18,24,70,,,32,3,,,
2013/09/19,01,72,,,36,2,,,
2013/09/19,02,69,,,33,3,,,
2013/09/19,03,69,,,34,3,,,
2013/09/19,04,64,,,28,3,,,
2013/09/19,05,67,,,32,3,,,
2013/09/19,06,66,,,28,3,,,
2013/09/19,07,66,,,27,3,,,
2013/09/19,08,87,,,31,3,,,
2013/09/19,09,127,,,45,3,,,
2013/09/19,10,178,,,49,14,,,
2013/09/19,11,203,,,52,18,,,
2013/09/19,12,203,,,60,16,,,
2013/09/19,13,208,,,64,16,,,
2013/09/19,14,209,,,64,16,,,
2013/09/19,15,207,,,60,16,,,
2013/09/19,16,201,,,58,18,,,
2013/09/19,17,197,,,59,17,,,
2013/09/19,18,201,,,52,28,,,
2013/09/19,19,187,,,46,28,,,
2013/09/19,20,132,,,36,14,,,
2013/09/19,21,86,,,43,3,,,
2013/09/19,22,78,,,35,3,,,
2013/09/19,23,75,,,33,3,,,
2013/09/19,24,71,,,31,3,,,
2013/09/20,01,71,,,33,3,,,
2013/09/20,02,68,,,31,3,,,
2013/09/20,03,71,,,33,3,,,
2013/09/20,04,63,,,27,3,,,
2013/09/20,05,68,,,31,3,,,
2013/09/20,06,68,,,28,3,,,
2013/09/20,07,70,,,26,3,,,
2013/09/20,08,90,,,30,3,,,
2013/09/20,09,130,,,49,5,,,
2013/09/20,10,173,,,64,10,,,
2013/09/20,11,196,,,60,15,,,
2013/09/20,12,201,,,62,16,,,
2013/09/20,13,206,,,65,18,,,
2013/09/20,14,206,,,65,16,,,
2013/09/20,15,209,,,64,16,,,
2013/09/20,16,205,,,61,16,,,
2013/09/20,17,207,,,64,18,,,
2013/09/20,18,211,,,59,29,,,
2013/09/20,19,197,,,55,27,,,
2013/09/20,20,148,,,48,14,,,
2013/09/20,21,107,,,56,5,,,
2013/09/20,22,98,,,49,4,,,
2013/09/20,23,79,,,39,3,,,
2013/09/20,24,76,,,38,3,,,
2013/09/21,01,77,,,40,3,,,
2013/09/21,02,74,,,39,2,,,
2013/09/21,03,73,,,36,2,,,
2013/09/21,04,68,,,33,3,,,
2013/09/21,05,71,,,36,2,,,
2013/09/21,06,71,,,35,2,,,
2013/09/21,07,71,,,33,2,,,
2013/09/21,08,91,,,37,4,,,
2013/09/21,09,130,,,59,3,,,
2013/09/21,10,176,,,59,12,,,
2013/09/21,11,194,,,60,15,,,
2013/09/21,12,197,,,63,15,,,
2013/09/21,13,202,,,68,16,,,
2013/09/21,14,212,,,74,16,,,
2013/09/21,15,213,,,74,17,,,
2013/09/21,16,212,,,69,16,,,
2013/09/21,17,216,,,69,19,,,
2013/09/21,18,212,,,63,27,,,
2013/09/21,19,206,,,61,28,,,
2013/09/21,20,142,,,48,15,,,
2013/09/21,21,90,,,48,2,,,
2013/09/21,22,88,,,46,3,,,
2013/09/21,23,84,,,43,3,,,
2013/09/21,24,79,,,39,3,,,
2013/09/22,01,80,,,44,3,,,
2013/09/22,02,77,,,40,3,,,
2013/09/22,03,76,,,40,3,,,
2013/09/22,04,71,,,35,2,,,
2013/09/22,05,74,,,39,2,,,
2013/09/22,06,74,,,37,2,,,
2013/09/22,07,77,,,36,3,,,
2013/09/22,08,102,,,40,3,,,
2013/09/22,09,143,,,60,5,,,
2013/09/22,10,193,,,61,15,,,
2013/09/22,11,209,,,66,16,,,
2013/09/22,12,219,,,67,17,,,
2013/09/22,13,213,,,68,17,,,
2013/09/22,14,213,,,70,17,,,
2013/09/22,15,212,,,69,16,,,
2013/09/22,16,209,,,62,16,,,
2013/09/22,17,201,,,66,18,,,
2013/09/22,18,194,,,58,27,,,
2013/09/22,19,187,,,56,26,,,
2013/09/22,20,137,,,50,15,,,
2013/09/22,21,90,,,50,3,,,
2013/09/22,22,84,,,44,4,,,
2013/09/22,23,79,,,42,3,,,
2013/09/22,24,76,,,39,3,,,
2013/09/23,01,77,,,41,3,,,
2013/09/23,02,74,,,39,2,,,
2013/09/23,03,75,,,39,3,,,
2013/09/23,04,70,,,35,3,,,
2013/09/23,05,73,,,37,2,,,
2013/09/23,06,72,,,36,2,,,
2013/09/23,07,74,,,36,2,,,
2013/09/23,08,98,,,40,2,,,
2013/09/23,09,142,,,61,4,,,
2013/09/23,10,188,,,65,13,,,
2013/09/23,11,202,,,64,16,,,
2013/09/23,12,206,,,65,16,,,
2013/09/23,13,212,,,74,14,,,
2013/09/23,14,218,,,76,15,,,
2013/09/23,15,234,,,86,18,,,
2013/09/23,16,222,,,79,17,,,
2013/09/23,17,216,,,77,17,,,
2013/09/23,18,208,,,66,27,,,
2013/09/23,19,205,,,63,26,,,
2013/09/23,20,145,,,53,15,,,
2013/09/23,21,93,,,51,3,,,
2013/09/23,22,93,,,50,4,,,
2013/09/23,23,85,,,45,3,,,
2013/09/23,24,79,,,41,3,,,
2013/09/24,01,78,,,42,3,,,
2013/09/24,02,77,,,42,3,,,
2013/09/24,03,76,,,41,3,,,
2013/09/24,04,70,,,37,2,,,
2013/09/24,05,72,,,39,2,,,
2013/09/24,06,73,,,37,2,,,
2013/09/24,07,77,,,34,7,,,
2013/09/24,08,102,,,39,8,,,
2013/09/24,09,137,,,57,10,,,
2013/09/24,10,195,,,66,15,,,
2013/09/24,11,221,,,70,17,,,
2013/09/24,12,225,,,74,18,,,
2013/09/24,13,234,,,84,18,,,
2013/09/24,14,239,,,83,19,,,
2013/09/24,15,246,,,86,19,,,
2013/09/24,16,239,,,78,21,,,
2013/09/24,17,227,,,74,20,,,
2013/09/24,18,220,,,66,30,,,
2013/09/24,19,209,,,60,29,,,
2013/09/24,20,142,,,49,17,,,
2013/09/24,21,91,,,49,3,,,
2013/09/24,22,88,,,47,3,,,
2013/09/24,23,85,,,45,3,,,
2013/09/24,24,82,,,40,3,,,
2013/09/25,01,80,,,40,3,,,
2013/09/25,02,79,,,41,3,,,
2013/09/25,03,79,,,41,3,,,
2013/09/25,04,73,,,35,3,,,
2013/09/25,05,74,,,37,2,,,
2013/09/25,06,76,,,36,3,,,
2013/09/25,07,76,,,34,3,,,
2013/09/25,08,99,,,41,4,,,
2013/09/25,09,128,,,60,5,,,
2013/09/25,10,180,,,64,12,,,
2013/09/25,11,210,,,69,16,,,
2013/09/25,12,216,,,73,17,,,
2013/09/25,13,217,,,75,19,,,
2013/09/25,14,219,,,74,17,,,
2013/09/25,15,212,,,74,19,,,
2013/09/25,16,204,,,65,18,,,
2013/09/25,17,206,,,65,18,,,
2013/09/25,18,204,,,59,28,,,
2013/09/25,19,200,,,60,28,,,
2013/09/25,20,142,,,55,17,,,
2013/09/25,21,94,,,52,3,,,
2013/09/25,22,87,,,46,2,,,
2013/09/25,23,86,,,46,4,,,
2013/09/25,24,80,,,43,4,,,
2013/09/26,01,79,,,44,3,,,
2013/09/26,02,77,,,42,3,,,
2013/09/26,03,76,,,41,3,,,
2013/09/26,04,71,,,37,2,,,
2013/09/26,05,73,,,40,2,,,
2013/09/26,06,73,,,37,3,,,
2013/09/26,07,78,,,35,3,,,
2013/09/26,08,96,,,39,3,,,
2013/09/26,09,127,,,55,3,,,
2013/09/26,10,168,,,57,11,,,
2013/09/26,11,187,,,59,14,,,
2013/09/26,12,177,,,56,14,,,
2013/09/26,13,182,,,58,12,,,
2013/09/26,14,185,,,59,14,,,
2013/09/26,15,186,,,59,14,,,
2013/09/26,16,180,,,55,14,,,
2013/09/26,17,183,,,60,16,,,
2013/09/26,18,175,,,54,24,,,
2013/09/26,19,175,,,52,24,,,
2013/09/26,20,120,,,44,13,,,
2013/09/26,21,79,,,44,3,,,
2013/09/26,22,70,,,37,2,,,
2013/09/26,23,65,,,35,3,,,
2013/09/26,24,63,,,32,2,,,
2013/09/27,01,66,,,36,2,,,
2013/09/27,02,61,,,32,2,,,
2013/09/27,03,64,,,33,2,,,
2013/09/27,04,58,,,30,2,,,
2013/09/27,05,64,,,35,2,,,
2013/09/27,06,61,,,31,3,,,
2013/09/27,07,61,,,30,2,,,
2013/09/27,08,81,,,35,2,,,
2013/09/27,09,126,,,57,5,,,
2013/09/27,10,161,,,56,11,,,
2013/09/27,11,180,,,57,14,,,
2013/09/27,12,189,,,58,15,,,
2013/09/27,13,191,,,63,13,,,
2013/09/27,14,191,,,61,15,,,
2013/09/27,15,189,,,62,15,,,
2013/09/27,16,179,,,57,14,,,
2013/09/27,17,179,,,57,16,,,
2013/09/27,18,176,,,51,24,,,
2013/09/27,19,172,,,53,22,,,
2013/09/27,20,121,,,42,14,,,
2013/09/27,21,79,,,43,3,,,
2013/09/27,22,73,,,37,2,,,
2013/09/27,23,69,,,36,3,,,
2013/09/27,24,66,,,33,3,,,
2013/09/28,01,66,,,34,2,,,
2013/09/28,02,63,,,32,2,,,
2013/09/28,03,63,,,32,2,,,
2013/09/28,04,58,,,27,2,,,
2013/09/28,05,63,,,31,2,,,
2013/09/28,06,60,,,29,2,,,
2013/09/28,07,60,,,27,3,,,
2013/09/28,08,84,,,31,2,,,
2013/09/28,09,123,,,56,3,,,
2013/09/28,10,166,,,61,11,,,
2013/09/28,11,190,,,64,13,,,
2013/09/28,12,199,,,61,15,,,
2013/09/28,13,199,,,67,15,,,
2013/09/28,14,198,,,61,15,,,
2013/09/28,15,201,,,62,16,,,
2013/09/28,16,200,,,60,16,,,
2013/09/28,17,199,,,61,17,,,
2013/09/28,18,184,,,55,23,,,
2013/09/28,19,181,,,52,25,,,
2013/09/28,20,131,,,43,17,,,
2013/09/28,21,84,,,43,2,,,
2013/09/28,22,77,,,38,3,,,
2013/09/28,23,73,,,36,4,,,
2013/09/28,24,70,,,35,2,,,
2013/09/29,01,71,,,36,2,,,
2013/09/29,02,68,,,34,3,,,
2013/09/29,03,69,,,34,3,,,
2013/09/29,04,65,,,29,3,,,
2013/09/29,05,69,,,35,3,,,
2013/09/29,06,70,,,33,2,,,
2013/09/29,07,70,,,29,2,,,
2013/09/29,08,93,,,33,2,,,
2013/09/29,09,145,,,63,5,,,
2013/09/29,10,196,,,60,15,,,
2013/09/29,11,210,,,65,14,,,
2013/09/29,12,215,,,66,17,,,
2013/09/29,13,219,,,67,17,,,
2013/09/29,14,221,,,66,17,,,
2013/09/29,15,220,,,68,17,,,
2013/09/29,16,209,,,58,16,,,
2013/09/29,17,205,,,59,16,,,
2013/09/29,18,198,,,55,27,,,
2013/09/29,19,190,,,55,26,,,
2013/09/29,20,136,,,43,14,,,
2013/09/29,21,88,,,44,4,,,
2013/09/29,22,80,,,36,3,,,
2013/09/29,23,76,,,34,3,,,
2013/09/29,24,72,,,31,3,,,
