計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2014/03/16,05,71,33,,,,,,,,,
2014/03/16,06,84,32,,,,,,,,,
2014/03/16,07,156,94,,,,,,,,,
2014/03/16,08,224,144,,,,,,,,,
2014/03/16,09,235,148,,,,,,,,,
2014/03/16,10,236,155,,,,,,,,,
2014/03/16,11,236,151,,,,,,,,,
2014/03/16,12,246,149,,,,,,,,,
2014/03/16,13,253,166,,,,,,,,,
2014/03/16,14,263,150,,,,,,,,,
2014/03/16,15,247,166,,,,,,,,,
2014/03/16,16,253,168,,,,,,,,,
2014/03/16,17,257,164,,,,,,,,,
2014/03/16,18,232,156,,,,,,,,,
2014/03/16,19,237,161,,,,,,,,,
2014/03/16,20,239,160,,,,,,,,,
2014/03/16,21,208,145,,,,,,,,,
2014/03/16,22,148,93,,,,,,,,,
2014/03/16,23,79,57,,,,,,,,,
2014/03/16,24,72,48,,,,,,,,,
2014/03/17,01,68,47,,,,,,,,,
2014/03/17,02,68,43,,,,,,,,,
2014/03/17,03,67,41,,,,,,,,,
2014/03/17,04,70,41,,,,,,,,,
2014/03/17,05,64,39,,,,,,,,,
2014/03/17,06,90,34,,,,,,,,,
2014/03/17,07,115,61,,,,,,,,,
2014/03/17,08,224,155,,,,,,,,,
2014/03/17,09,243,155,,,,,,,,,
2014/03/17,10,224,143,,,,,,,,,
2014/03/17,11,220,133,,,,,,,,,
2014/03/17,12,217,127,,,,,,,,,
2014/03/17,13,203,129,,,,,,,,,
2014/03/17,14,199,109,,,,,,,,,
2014/03/17,15,189,106,,,,,,,,,
2014/03/17,16,192,104,,,,,,,,,
2014/03/17,17,180,95,,,,,,,,,
2014/03/17,18,197,128,,,,,,,,,
2014/03/17,19,221,159,,,,,,,,,
2014/03/17,20,224,159,,,,,,,,,
2014/03/17,21,202,144,,,,,,,,,
2014/03/17,22,103,56,,,,,,,,,
2014/03/17,23,73,54,,,,,,,,,
2014/03/17,24,67,45,,,,,,,,,
2014/03/18,01,63,45,,,,,,,,,
2014/03/18,02,63,43,,,,,,,,,
2014/03/18,03,60,37,,,,,,,,,
2014/03/18,04,67,38,,,,,,,,,
2014/03/18,05,65,39,,,,,,,,,
2014/03/18,06,70,28,,,,,,,,,
2014/03/18,07,137,94,,,,,,,,,
2014/03/18,08,228,155,,,,,,,,,
2014/03/18,09,236,157,,,,,,,,,
2014/03/18,10,236,165,,,,,,,,,
2014/03/18,11,236,166,,,,,,,,,
2014/03/18,12,236,160,,,,,,,,,
2014/03/18,13,227,156,,,,,,,,,
2014/03/18,14,236,150,,,,,,,,,
2014/03/18,15,234,167,,,,,,,,,
2014/03/18,16,250,172,,,,,,,,,
2014/03/18,17,247,179,,,,,,,,,
2014/03/18,18,233,170,,,,,,,,,
2014/03/18,19,242,175,,,,,,,,,
2014/03/18,20,239,168,,,,,,,,,
2014/03/18,21,219,159,,,,,,,,,
2014/03/18,22,111,51,,,,,,,,,
2014/03/18,23,83,63,,,,,,,,,
2014/03/18,24,73,50,,,,,,,,,
2014/03/19,01,68,48,,,,,,,,,
2014/03/19,02,69,45,,,,,,,,,
2014/03/19,03,67,41,,,,,,,,,
2014/03/19,04,71,43,,,,,,,,,
2014/03/19,05,69,43,,,,,,,,,
2014/03/19,06,87,36,,,,,,,,,
2014/03/19,07,134,94,,,,,,,,,
2014/03/19,08,232,148,,,,,,,,,
2014/03/19,09,240,147,,,,,,,,,
2014/03/19,10,236,150,,,,,,,,,
2014/03/19,11,238,146,,,,,,,,,
2014/03/19,12,233,141,,,,,,,,,
2014/03/19,13,222,134,,,,,,,,,
2014/03/19,14,214,112,,,,,,,,,
2014/03/19,15,207,132,,,,,,,,,
2014/03/19,16,233,151,,,,,,,,,
2014/03/19,17,243,159,,,,,,,,,
2014/03/19,18,231,159,,,,,,,,,
2014/03/19,19,224,153,,,,,,,,,
2014/03/19,20,226,151,,,,,,,,,
2014/03/19,21,204,139,,,,,,,,,
2014/03/19,22,142,88,,,,,,,,,
2014/03/19,23,79,59,,,,,,,,,
2014/03/19,24,73,51,,,,,,,,,
2014/03/20,01,68,50,,,,,,,,,
2014/03/20,02,68,46,,,,,,,,,
2014/03/20,03,67,42,,,,,,,,,
2014/03/20,04,73,43,,,,,,,,,
2014/03/20,05,64,39,,,,,,,,,
2014/03/20,06,80,35,,,,,,,,,
2014/03/20,07,117,71,,,,,,,,,
2014/03/20,08,218,156,,,,,,,,,
2014/03/20,09,242,155,,,,,,,,,
2014/03/20,10,234,164,,,,,,,,,
2014/03/20,11,241,167,,,,,,,,,
2014/03/20,12,242,165,,,,,,,,,
2014/03/20,13,237,168,,,,,,,,,
2014/03/20,14,242,152,,,,,,,,,
2014/03/20,15,224,157,,,,,,,,,
2014/03/20,16,214,150,,,,,,,,,
2014/03/20,17,214,146,,,,,,,,,
2014/03/20,18,206,144,,,,,,,,,
2014/03/20,19,210,144,,,,,,,,,
2014/03/20,20,206,140,,,,,,,,,
2014/03/20,21,186,130,,,,,,,,,
2014/03/20,22,89,44,,,,,,,,,
2014/03/20,23,65,45,,,,,,,,,
2014/03/20,24,63,42,,,,,,,,,
2014/03/21,01,61,36,,,,,,,,,
2014/03/21,02,67,41,,,,,,,,,
2014/03/21,03,61,39,,,,,,,,,
2014/03/21,04,66,39,,,,,,,,,
2014/03/21,05,58,36,,,,,,,,,
2014/03/21,06,62,31,,,,,,,,,
2014/03/21,07,110,81,,,,,,,,,
2014/03/21,08,217,132,,,,,,,,,
2014/03/21,09,225,127,,,,,,,,,
2014/03/21,10,214,135,,,,,,,,,
2014/03/21,11,209,135,,,,,,,,,
2014/03/21,12,229,137,,,,,,,,,
2014/03/21,13,210,139,,,,,,,,,
2014/03/21,14,232,141,,,,,,,,,
2014/03/21,15,226,150,,,,,,,,,
2014/03/21,16,234,153,,,,,,,,,
2014/03/21,17,233,144,,,,,,,,,
2014/03/21,18,223,146,,,,,,,,,
2014/03/21,19,227,149,,,,,,,,,
2014/03/21,20,222,146,,,,,,,,,
2014/03/21,21,200,133,,,,,,,,,
2014/03/21,22,126,70,,,,,,,,,
2014/03/21,23,71,46,,,,,,,,,
2014/03/21,24,68,42,,,,,,,,,
2014/03/22,01,67,36,,,,,,,,,
2014/03/22,02,73,43,,,,,,,,,
2014/03/22,03,67,37,,,,,,,,,
2014/03/22,04,74,41,,,,,,,,,
2014/03/22,05,62,35,,,,,,,,,
2014/03/22,06,71,32,,,,,,,,,
2014/03/22,07,128,80,,,,,,,,,
2014/03/22,08,216,136,,,,,,,,,
2014/03/22,09,239,144,,,,,,,,,
2014/03/22,10,239,155,,,,,,,,,
2014/03/22,11,240,156,,,,,,,,,
2014/03/22,12,246,161,,,,,,,,,
2014/03/22,13,252,167,,,,,,,,,
2014/03/22,14,237,160,,,,,,,,,
2014/03/22,15,239,163,,,,,,,,,
2014/03/22,16,246,166,,,,,,,,,
2014/03/22,17,243,162,,,,,,,,,
2014/03/22,18,238,162,,,,,,,,,
2014/03/22,19,231,157,,,,,,,,,
2014/03/22,20,227,153,,,,,,,,,
2014/03/22,21,206,142,,,,,,,,,
2014/03/22,22,101,52,,,,,,,,,
2014/03/22,23,67,43,,,,,,,,,
2014/03/22,24,66,43,,,,,,,,,
2014/03/23,01,65,37,,,,,,,,,
2014/03/23,02,70,42,,,,,,,,,
2014/03/23,03,61,35,,,,,,,,,
2014/03/23,04,77,39,,,,,,,,,
2014/03/23,05,75,33,,,,,,,,,
2014/03/23,06,73,34,,,,,,,,,
2014/03/23,07,138,89,,,,,,,,,
2014/03/23,08,247,152,,,,,,,,,
2014/03/23,09,241,151,,,,,,,,,
2014/03/23,10,239,159,,,,,,,,,
2014/03/23,11,254,168,,,,,,,,,
2014/03/23,12,253,162,,,,,,,,,
2014/03/23,13,232,155,,,,,,,,,
2014/03/23,14,252,160,,,,,,,,,
2014/03/23,15,259,166,,,,,,,,,
2014/03/23,16,253,170,,,,,,,,,
2014/03/23,17,255,164,,,,,,,,,
2014/03/23,18,247,163,,,,,,,,,
2014/03/23,19,230,163,,,,,,,,,
2014/03/23,20,233,161,,,,,,,,,
2014/03/23,21,214,150,,,,,,,,,
2014/03/23,22,122,81,,,,,,,,,
2014/03/23,23,71,52,,,,,,,,,
2014/03/23,24,66,47,,,,,,,,,
2014/03/24,01,64,39,,,,,,,,,
2014/03/24,02,69,43,,,,,,,,,
2014/03/24,03,65,41,,,,,,,,,
2014/03/24,04,68,43,,,,,,,,,
2014/03/24,05,59,37,,,,,,,,,
2014/03/24,06,72,39,,,,,,,,,
2014/03/24,07,99,57,,,,,,,,,
2014/03/24,08,165,72,,,,,,,,,
2014/03/24,09,174,79,,,,,,,,,
2014/03/24,10,177,90,,,,,,,,,
2014/03/24,11,179,95,,,,,,,,,
2014/03/24,12,185,98,,,,,,,,,
2014/03/24,13,183,106,,,,,,,,,
2014/03/24,14,185,106,,,,,,,,,
2014/03/24,15,188,107,,,,,,,,,
2014/03/24,16,186,105,,,,,,,,,
2014/03/24,17,173,95,,,,,,,,,
2014/03/24,18,163,90,,,,,,,,,
2014/03/24,19,160,83,,,,,,,,,
2014/03/24,20,156,78,,,,,,,,,
2014/03/24,21,139,66,,,,,,,,,
2014/03/24,22,93,48,,,,,,,,,
2014/03/24,23,69,51,,,,,,,,,
2014/03/24,24,67,46,,,,,,,,,
2014/03/25,01,68,43,,,,,,,,,
2014/03/25,02,71,47,,,,,,,,,
2014/03/25,03,64,43,,,,,,,,,
2014/03/25,04,70,45,,,,,,,,,
2014/03/25,05,61,41,,,,,,,,,
2014/03/25,06,68,37,,,,,,,,,
2014/03/25,07,130,92,,,,,,,,,
2014/03/25,08,225,156,,,,,,,,,
2014/03/25,09,219,132,,,,,,,,,
2014/03/25,10,210,130,,,,,,,,,
2014/03/25,11,211,132,,,,,,,,,
2014/03/25,12,208,127,,,,,,,,,
2014/03/25,13,208,124,,,,,,,,,
2014/03/25,14,200,117,,,,,,,,,
2014/03/25,15,191,121,,,,,,,,,
2014/03/25,16,216,136,,,,,,,,,
2014/03/25,17,228,152,,,,,,,,,
2014/03/25,18,232,162,,,,,,,,,
2014/03/25,19,236,168,,,,,,,,,
2014/03/25,20,241,170,,,,,,,,,
2014/03/25,21,221,159,,,,,,,,,
2014/03/25,22,173,129,,,,,,,,,
2014/03/25,23,103,73,,,,,,,,,
2014/03/25,24,97,65,,,,,,,,,
2014/03/26,01,95,57,,,,,,,,,
2014/03/26,02,101,65,,,,,,,,,
2014/03/26,03,91,55,,,,,,,,,
2014/03/26,04,93,59,,,,,,,,,
2014/03/26,05,89,52,,,,,,,,,
2014/03/26,06,85,47,,,,,,,,,
2014/03/26,07,123,98,,,,,,,,,
2014/03/26,08,243,165,,,,,,,,,
2014/03/26,09,233,146,,,,,,,,,
2014/03/26,10,233,146,,,,,,,,,
2014/03/26,11,218,137,,,,,,,,,
2014/03/26,12,207,124,,,,,,,,,
2014/03/26,13,213,123,,,,,,,,,
2014/03/26,14,206,120,,,,,,,,,
2014/03/26,15,204,122,,,,,,,,,
2014/03/26,16,230,147,,,,,,,,,
2014/03/26,17,225,149,,,,,,,,,
2014/03/26,18,221,155,,,,,,,,,
2014/03/26,19,219,157,,,,,,,,,
2014/03/26,20,221,155,,,,,,,,,
2014/03/26,21,203,144,,,,,,,,,
2014/03/26,22,102,68,,,,,,,,,
2014/03/26,23,81,67,,,,,,,,,
2014/03/26,24,76,59,,,,,,,,,
2014/03/27,01,75,53,,,,,,,,,
2014/03/27,02,80,59,,,,,,,,,
2014/03/27,03,72,53,,,,,,,,,
2014/03/27,04,77,55,,,,,,,,,
2014/03/27,05,69,51,,,,,,,,,
2014/03/27,06,80,47,,,,,,,,,
2014/03/27,07,112,63,,,,,,,,,
2014/03/27,08,165,77,,,,,,,,,
2014/03/27,09,166,70,,,,,,,,,
2014/03/27,10,169,88,,,,,,,,,
2014/03/27,11,177,88,,,,,,,,,
2014/03/27,12,240,151,,,,,,,,,
2014/03/27,13,209,130,,,,,,,,,
2014/03/27,14,202,118,,,,,,,,,
2014/03/27,15,195,119,,,,,,,,,
2014/03/27,16,195,118,,,,,,,,,
2014/03/27,17,180,106,,,,,,,,,
2014/03/27,18,176,101,,,,,,,,,
2014/03/27,19,168,96,,,,,,,,,
2014/03/27,20,162,83,,,,,,,,,
2014/03/27,21,138,68,,,,,,,,,
2014/03/27,22,96,52,,,,,,,,,
2014/03/27,23,72,55,,,,,,,,,
2014/03/27,24,67,48,,,,,,,,,
2014/03/28,01,71,45,,,,,,,,,
2014/03/28,02,72,50,,,,,,,,,
2014/03/28,03,63,42,,,,,,,,,
2014/03/28,04,69,46,,,,,,,,,
2014/03/28,05,60,41,,,,,,,,,
2014/03/28,06,75,39,,,,,,,,,
2014/03/28,07,123,92,,,,,,,,,
2014/03/28,08,220,156,,,,,,,,,
2014/03/28,09,209,126,,,,,,,,,
2014/03/28,10,205,124,,,,,,,,,
2014/03/28,11,193,117,,,,,,,,,
2014/03/28,12,192,110,,,,,,,,,
2014/03/28,13,196,121,,,,,,,,,
2014/03/28,14,196,115,,,,,,,,,
2014/03/28,15,185,115,,,,,,,,,
2014/03/28,16,194,120,,,,,,,,,
2014/03/28,17,183,107,,,,,,,,,
2014/03/28,18,165,97,,,,,,,,,
2014/03/28,19,169,94,,,,,,,,,
2014/03/28,20,166,90,,,,,,,,,
2014/03/28,21,138,73,,,,,,,,,
2014/03/28,22,101,57,,,,,,,,,
2014/03/28,23,74,59,,,,,,,,,
2014/03/28,24,72,55,,,,,,,,,
2014/03/29,01,71,48,,,,,,,,,
2014/03/29,02,74,53,,,,,,,,,
2014/03/29,03,67,47,,,,,,,,,
2014/03/29,04,75,50,,,,,,,,,
2014/03/29,05,68,46,,,,,,,,,
2014/03/29,06,86,45,,,,,,,,,
2014/03/29,07,105,63,,,,,,,,,
2014/03/29,08,156,74,,,,,,,,,
2014/03/29,09,173,74,,,,,,,,,
2014/03/29,10,196,106,,,,,,,,,
2014/03/29,11,193,115,,,,,,,,,
2014/03/29,12,199,117,,,,,,,,,
2014/03/29,13,197,121,,,,,,,,,
2014/03/29,14,200,115,,,,,,,,,
2014/03/29,15,190,117,,,,,,,,,
2014/03/29,16,208,125,,,,,,,,,
2014/03/29,17,199,119,,,,,,,,,
2014/03/29,18,178,106,,,,,,,,,
2014/03/29,19,177,106,,,,,,,,,
2014/03/29,20,176,99,,,,,,,,,
2014/03/29,21,151,83,,,,,,,,,
2014/03/29,22,117,66,,,,,,,,,
2014/03/29,23,84,68,,,,,,,,,
2014/03/29,24,78,63,,,,,,,,,
2014/03/30,01,79,58,,,,,,,,,
2014/03/30,02,82,61,,,,,,,,,
2014/03/30,03,75,57,,,,,,,,,
2014/03/30,04,88,61,,,,,,,,,
2014/03/30,05,83,54,,,,,,,,,
2014/03/30,06,90,50,,,,,,,,,
2014/03/30,07,126,73,,,,,,,,,
2014/03/30,08,236,160,,,,,,,,,
2014/03/30,09,257,159,,,,,,,,,
2014/03/30,10,251,171,,,,,,,,,
2014/03/30,11,253,172,,,,,,,,,
2014/03/30,12,253,165,,,,,,,,,
2014/03/30,13,261,170,,,,,,,,,
2014/03/30,14,265,164,,,,,,,,,
2014/03/30,15,261,171,,,,,,,,,
2014/03/30,16,260,171,,,,,,,,,
2014/03/30,17,246,164,,,,,,,,,
2014/03/30,18,240,165,,,,,,,,,
2014/03/30,19,238,170,,,,,,,,,
2014/03/30,20,243,166,,,,,,,,,
2014/03/30,21,223,161,,,,,,,,,
2014/03/30,22,124,76,,,,,,,,,
2014/03/30,23,79,61,,,,,,,,,
2014/03/30,24,74,55,,,,,,,,,
2014/03/31,01,72,48,,,,,,,,,
2014/03/31,02,78,57,,,,,,,,,
2014/03/31,03,67,46,,,,,,,,,
2014/03/31,04,70,47,,,,,,,,,
2014/03/31,05,62,41,,,,,,,,,
2014/03/31,06,71,35,,,,,,,,,
2014/03/31,07,98,55,,,,,,,,,
2014/03/31,08,163,71,,,,,,,,,
2014/03/31,09,231,147,,,,,,,,,
2014/03/31,10,220,150,,,,,,,,,
2014/03/31,11,215,141,,,,,,,,,
2014/03/31,12,217,134,,,,,,,,,
2014/03/31,13,214,138,,,,,,,,,
2014/03/31,14,215,127,,,,,,,,,
2014/03/31,15,211,130,,,,,,,,,
2014/03/31,16,220,148,,,,,,,,,
2014/03/31,17,234,162,,,,,,,,,
2014/03/31,18,242,167,,,,,,,,,
2014/03/31,19,237,171,,,,,,,,,
2014/03/31,20,237,169,,,,,,,,,
2014/03/31,21,220,156,,,,,,,,,
2014/03/31,22,163,117,,,,,,,,,
2014/03/31,23,99,63,,,,,,,,,
2014/03/31,24,74,53,,,,,,,,,
2014/04/01,01,68,46,,,,,,,,,
2014/04/01,02,72,49,,,,,,,,,
2014/04/01,03,64,43,,,,,,,,,
2014/04/01,04,72,45,,,,,,,,,
2014/04/01,05,64,39,,,,,,,,,
2014/04/01,06,69,37,,,,,,,,,
2014/04/01,07,92,55,,,,,,,,,
2014/04/01,08,178,126,,,,,,,,,
2014/04/01,09,208,140,,,,,,,,,
2014/04/01,10,204,137,,,,,,,,,
2014/04/01,11,200,125,,,,,,,,,
2014/04/01,12,198,121,,,,,,,,,
2014/04/01,13,196,120,,,,,,,,,
2014/04/01,14,200,117,,,,,,,,,
2014/04/01,15,198,116,,,,,,,,,
2014/04/01,16,184,107,,,,,,,,,
2014/04/01,17,179,97,,,,,,,,,
2014/04/01,18,169,94,,,,,,,,,
2014/04/01,19,164,88,,,,,,,,,
2014/04/01,20,158,81,,,,,,,,,
2014/04/01,21,142,68,,,,,,,,,
2014/04/01,22,99,53,,,,,,,,,
2014/04/01,23,76,55,,,,,,,,,
2014/04/01,24,71,50,,,,,,,,,
2014/04/02,01,66,43,,,,,,,,,
2014/04/02,02,70,45,,,,,,,,,
2014/04/02,03,64,41,,,,,,,,,
2014/04/02,04,68,44,,,,,,,,,
2014/04/02,05,62,37,,,,,,,,,
2014/04/02,06,75,35,,,,,,,,,
2014/04/02,07,96,55,,,,,,,,,
2014/04/02,08,190,119,,,,,,,,,
2014/04/02,09,207,114,,,,,,,,,
2014/04/02,10,201,106,,,,,,,,,
2014/04/02,11,187,101,,,,,,,,,
2014/04/02,12,188,104,,,,,,,,,
2014/04/02,13,179,109,,,,,,,,,
2014/04/02,14,182,106,,,,,,,,,
2014/04/02,15,180,102,,,,,,,,,
2014/04/02,16,183,108,,,,,,,,,
2014/04/02,17,179,95,,,,,,,,,
2014/04/02,18,164,93,,,,,,,,,
2014/04/02,19,157,89,,,,,,,,,
2014/04/02,20,157,82,,,,,,,,,
2014/04/02,21,139,72,,,,,,,,,
2014/04/02,22,102,57,,,,,,,,,
2014/04/02,23,79,60,,,,,,,,,
2014/04/02,24,73,55,,,,,,,,,
2014/04/03,01,68,47,,,,,,,,,
2014/04/03,02,73,50,,,,,,,,,
2014/04/03,03,67,45,,,,,,,,,
2014/04/03,04,72,48,,,,,,,,,
2014/04/03,05,64,41,,,,,,,,,
2014/04/03,06,76,40,,,,,,,,,
2014/04/03,07,103,59,,,,,,,,,
2014/04/03,08,138,72,,,,,,,,,
2014/04/03,09,167,78,,,,,,,,,
2014/04/03,10,176,97,,,,,,,,,
2014/04/03,11,183,104,,,,,,,,,
2014/04/03,12,185,110,,,,,,,,,
2014/04/03,13,187,120,,,,,,,,,
2014/04/03,14,181,109,,,,,,,,,
2014/04/03,15,176,108,,,,,,,,,
2014/04/03,16,172,102,,,,,,,,,
2014/04/03,17,174,95,,,,,,,,,
2014/04/03,18,170,92,,,,,,,,,
2014/04/03,19,160,89,,,,,,,,,
2014/04/03,20,159,86,,,,,,,,,
2014/04/03,21,142,75,,,,,,,,,
2014/04/03,22,107,65,,,,,,,,,
2014/04/03,23,81,63,,,,,,,,,
2014/04/03,24,77,60,,,,,,,,,
2014/04/04,01,76,56,,,,,,,,,
2014/04/04,02,82,62,,,,,,,,,
2014/04/04,03,72,55,,,,,,,,,
2014/04/04,04,79,59,,,,,,,,,
2014/04/04,05,73,55,,,,,,,,,
2014/04/04,06,74,49,,,,,,,,,
2014/04/04,07,127,112,,,,,,,,,
2014/04/04,08,236,163,,,,,,,,,
2014/04/04,09,203,126,,,,,,,,,
2014/04/04,10,196,123,,,,,,,,,
2014/04/04,11,195,124,,,,,,,,,
2014/04/04,12,200,118,,,,,,,,,
2014/04/04,13,194,122,,,,,,,,,
2014/04/04,14,193,117,,,,,,,,,
2014/04/04,15,198,130,,,,,,,,,
2014/04/04,16,218,141,,,,,,,,,
2014/04/04,17,216,140,,,,,,,,,
2014/04/04,18,208,139,,,,,,,,,
2014/04/04,19,200,139,,,,,,,,,
2014/04/04,20,202,137,,,,,,,,,
2014/04/04,21,187,127,,,,,,,,,
2014/04/04,22,108,65,,,,,,,,,
2014/04/04,23,78,59,,,,,,,,,
2014/04/04,24,75,55,,,,,,,,,
2014/04/05,01,70,47,,,,,,,,,
2014/04/05,02,74,49,,,,,,,,,
2014/04/05,03,66,43,,,,,,,,,
2014/04/05,04,72,45,,,,,,,,,
2014/04/05,05,64,41,,,,,,,,,
2014/04/05,06,77,38,,,,,,,,,
2014/04/05,07,100,53,,,,,,,,,
2014/04/05,08,207,139,,,,,,,,,
2014/04/05,09,208,109,,,,,,,,,
2014/04/05,10,212,125,,,,,,,,,
2014/04/05,11,214,125,,,,,,,,,
2014/04/05,12,206,119,,,,,,,,,
2014/04/05,13,212,129,,,,,,,,,
2014/04/05,14,189,101,,,,,,,,,
2014/04/05,15,182,97,,,,,,,,,
2014/04/05,16,209,132,,,,,,,,,
2014/04/05,17,211,130,,,,,,,,,
2014/04/05,18,204,128,,,,,,,,,
2014/04/05,19,201,135,,,,,,,,,
2014/04/05,20,210,142,,,,,,,,,
2014/04/05,21,187,128,,,,,,,,,
2014/04/05,22,99,50,,,,,,,,,
2014/04/05,23,70,51,,,,,,,,,
2014/04/05,24,65,48,,,,,,,,,
2014/04/06,01,63,41,,,,,,,,,
2014/04/06,02,69,48,,,,,,,,,
2014/04/06,03,62,42,,,,,,,,,
2014/04/06,04,74,43,,,,,,,,,
2014/04/06,05,71,40,,,,,,,,,
2014/04/06,06,81,39,,,,,,,,,
2014/04/06,07,113,76,,,,,,,,,
2014/04/06,08,226,139,,,,,,,,,
2014/04/06,09,196,88,,,,,,,,,
2014/04/06,10,181,88,,,,,,,,,
2014/04/06,11,181,90,,,,,,,,,
2014/04/06,12,190,90,,,,,,,,,
2014/04/06,13,183,91,,,,,,,,,
2014/04/06,14,184,85,,,,,,,,,
2014/04/06,15,194,85,,,,,,,,,
2014/04/06,16,178,87,,,,,,,,,
2014/04/06,17,169,76,,,,,,,,,
2014/04/06,18,155,72,,,,,,,,,
2014/04/06,19,218,148,,,,,,,,,
2014/04/06,20,223,154,,,,,,,,,
2014/04/06,21,194,132,,,,,,,,,
2014/04/06,22,98,50,,,,,,,,,
2014/04/06,23,71,48,,,,,,,,,
2014/04/06,24,64,43,,,,,,,,,
2014/04/07,01,62,38,,,,,,,,,
2014/04/07,02,68,42,,,,,,,,,
2014/04/07,03,63,39,,,,,,,,,
2014/04/07,04,68,43,,,,,,,,,
2014/04/07,05,61,38,,,,,,,,,
2014/04/07,06,68,33,,,,,,,,,
2014/04/07,07,94,50,,,,,,,,,
2014/04/07,08,197,119,,,,,,,,,
2014/04/07,09,233,144,,,,,,,,,
2014/04/07,10,223,148,,,,,,,,,
2014/04/07,11,210,132,,,,,,,,,
2014/04/07,12,210,131,,,,,,,,,
2014/04/07,13,208,133,,,,,,,,,
2014/04/07,14,191,110,,,,,,,,,
2014/04/07,15,176,97,,,,,,,,,
2014/04/07,16,178,97,,,,,,,,,
2014/04/07,17,184,89,,,,,,,,,
2014/04/07,18,170,87,,,,,,,,,
2014/04/07,19,185,110,,,,,,,,,
2014/04/07,20,228,159,,,,,,,,,
2014/04/07,21,212,152,,,,,,,,,
2014/04/07,22,122,72,,,,,,,,,
2014/04/07,23,98,58,,,,,,,,,
2014/04/07,24,73,52,,,,,,,,,
2014/04/08,01,65,41,,,,,,,,,
2014/04/08,02,70,46,,,,,,,,,
2014/04/08,03,65,41,,,,,,,,,
2014/04/08,04,70,45,,,,,,,,,
2014/04/08,05,63,40,,,,,,,,,
2014/04/08,06,78,41,,,,,,,,,
2014/04/08,07,125,93,,,,,,,,,
2014/04/08,08,237,155,,,,,,,,,
2014/04/08,09,224,136,,,,,,,,,
2014/04/08,10,207,128,,,,,,,,,
2014/04/08,11,194,119,,,,,,,,,
2014/04/08,12,184,104,,,,,,,,,
2014/04/08,13,183,110,,,,,,,,,
2014/04/08,14,183,103,,,,,,,,,
2014/04/08,15,171,103,,,,,,,,,
2014/04/08,16,181,105,,,,,,,,,
2014/04/08,17,179,93,,,,,,,,,
2014/04/08,18,169,90,,,,,,,,,
2014/04/08,19,156,81,,,,,,,,,
2014/04/08,20,158,78,,,,,,,,,
2014/04/08,21,136,63,,,,,,,,,
2014/04/08,22,102,52,,,,,,,,,
2014/04/08,23,74,55,,,,,,,,,
2014/04/08,24,69,50,,,,,,,,,
2014/04/09,01,63,43,,,,,,,,,
2014/04/09,02,68,45,,,,,,,,,
2014/04/09,03,62,41,,,,,,,,,
2014/04/09,04,68,43,,,,,,,,,
2014/04/09,05,60,37,,,,,,,,,
2014/04/09,06,68,35,,,,,,,,,
2014/04/09,07,108,90,,,,,,,,,
2014/04/09,08,205,135,,,,,,,,,
2014/04/09,09,208,119,,,,,,,,,
2014/04/09,10,203,118,,,,,,,,,
2014/04/09,11,201,117,,,,,,,,,
2014/04/09,12,195,112,,,,,,,,,
2014/04/09,13,190,115,,,,,,,,,
2014/04/09,14,189,106,,,,,,,,,
2014/04/09,15,200,107,,,,,,,,,
2014/04/09,16,185,108,,,,,,,,,
2014/04/09,17,183,99,,,,,,,,,
2014/04/09,18,165,92,,,,,,,,,
2014/04/09,19,158,87,,,,,,,,,
2014/04/09,20,156,79,,,,,,,,,
2014/04/09,21,138,67,,,,,,,,,
2014/04/09,22,96,53,,,,,,,,,
2014/04/09,23,72,53,,,,,,,,,
2014/04/09,24,67,49,,,,,,,,,
2014/04/10,01,61,39,,,,,,,,,
2014/04/10,02,67,44,,,,,,,,,
2014/04/10,03,61,39,,,,,,,,,
2014/04/10,04,66,42,,,,,,,,,
2014/04/10,05,64,43,,,,,,,,,
2014/04/10,06,68,37,,,,,,,,,
2014/04/10,07,99,57,,,,,,,,,
2014/04/10,08,187,121,,,,,,,,,
2014/04/10,09,222,137,,,,,,,,,
2014/04/10,10,216,140,,,,,,,,,
2014/04/10,11,187,102,,,,,,,,,
2014/04/10,12,191,103,,,,,,,,,
2014/04/10,13,184,106,,,,,,,,,
2014/04/10,14,184,98,,,,,,,,,
2014/04/10,15,172,97,,,,,,,,,
2014/04/10,16,181,102,,,,,,,,,
2014/04/10,17,168,85,,,,,,,,,
2014/04/10,18,154,80,,,,,,,,,
2014/04/10,19,177,107,,,,,,,,,
2014/04/10,20,222,160,,,,,,,,,
2014/04/10,21,200,142,,,,,,,,,
2014/04/10,22,100,55,,,,,,,,,
2014/04/10,23,76,56,,,,,,,,,
2014/04/10,24,67,48,,,,,,,,,
2014/04/11,01,63,42,,,,,,,,,
2014/04/11,02,69,45,,,,,,,,,
2014/04/11,03,63,41,,,,,,,,,
2014/04/11,04,65,41,,,,,,,,,
2014/04/11,05,62,38,,,,,,,,,
2014/04/11,06,70,34,,,,,,,,,
2014/04/11,07,112,90,,,,,,,,,
2014/04/11,08,223,151,,,,,,,,,
2014/04/11,09,223,139,,,,,,,,,
2014/04/11,10,220,140,,,,,,,,,
2014/04/11,11,207,134,,,,,,,,,
2014/04/11,12,228,147,,,,,,,,,
2014/04/11,13,218,144,,,,,,,,,
2014/04/11,14,207,125,,,,,,,,,
