計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2014/04/11,15,204,130,,,,,,,,,
2014/04/11,16,215,142,,,,,,,,,
2014/04/11,17,227,146,,,,,,,,,
2014/04/11,18,225,163,,,,,,,,,
2014/04/11,19,234,170,,,,,,,,,
2014/04/11,20,233,166,,,,,,,,,
2014/04/11,21,212,155,,,,,,,,,
2014/04/11,22,121,80,,,,,,,,,
2014/04/11,23,74,57,,,,,,,,,
2014/04/11,24,67,49,,,,,,,,,
2014/04/12,01,62,41,,,,,,,,,
2014/04/12,02,67,43,,,,,,,,,
2014/04/12,03,63,40,,,,,,,,,
2014/04/12,04,69,41,,,,,,,,,
2014/04/12,05,60,36,,,,,,,,,
2014/04/12,06,79,35,,,,,,,,,
2014/04/12,07,130,88,,,,,,,,,
2014/04/12,08,198,134,,,,,,,,,
2014/04/12,09,213,124,,,,,,,,,
2014/04/12,10,208,132,,,,,,,,,
2014/04/12,11,208,124,,,,,,,,,
2014/04/12,12,205,119,,,,,,,,,
2014/04/12,13,201,118,,,,,,,,,
2014/04/12,14,187,102,,,,,,,,,
2014/04/12,15,186,104,,,,,,,,,
2014/04/12,16,182,106,,,,,,,,,
2014/04/12,17,184,96,,,,,,,,,
2014/04/12,18,173,99,,,,,,,,,
2014/04/12,19,201,136,,,,,,,,,
2014/04/12,20,202,132,,,,,,,,,
2014/04/12,21,182,117,,,,,,,,,
2014/04/12,22,108,66,,,,,,,,,
2014/04/12,23,73,54,,,,,,,,,
2014/04/12,24,68,49,,,,,,,,,
2014/04/13,01,63,41,,,,,,,,,
2014/04/13,02,71,46,,,,,,,,,
2014/04/13,03,63,41,,,,,,,,,
2014/04/13,04,75,43,,,,,,,,,
2014/04/13,05,74,41,,,,,,,,,
2014/04/13,06,84,37,,,,,,,,,
2014/04/13,07,119,84,,,,,,,,,
2014/04/13,08,205,111,,,,,,,,,
2014/04/13,09,177,72,,,,,,,,,
2014/04/13,10,195,93,,,,,,,,,
2014/04/13,11,186,99,,,,,,,,,
2014/04/13,12,196,94,,,,,,,,,
2014/04/13,13,197,115,,,,,,,,,
2014/04/13,14,206,97,,,,,,,,,
2014/04/13,15,196,84,,,,,,,,,
2014/04/13,16,203,74,,,,,,,,,
2014/04/13,17,200,68,,,,,,,,,
2014/04/13,18,168,58,,,,,,,,,
2014/04/13,19,156,55,,,,,,,,,
2014/04/13,20,156,47,,,,,,,,,
2014/04/13,21,135,40,,,,,,,,,
2014/04/13,22,87,25,,,,,,,,,
2014/04/13,23,70,30,,,,,,,,,
2014/04/13,24,65,26,,,,,,,,,
2014/04/14,01,62,23,,,,,,,,,
2014/04/14,02,70,25,,,,,,,,,
2014/04/14,03,63,23,,,,,,,,,
2014/04/14,04,65,23,,,,,,,,,
2014/04/14,05,58,19,,,,,,,,,
2014/04/14,06,66,16,,,,,,,,,
2014/04/14,07,84,28,,,,,,,,,
2014/04/14,08,130,37,,,,,,,,,
2014/04/14,09,159,42,,,,,,,,,
2014/04/14,10,166,62,,,,,,,,,
2014/04/14,11,169,66,,,,,,,,,
2014/04/14,12,179,66,,,,,,,,,
2014/04/14,13,175,74,,,,,,,,,
2014/04/14,14,181,66,,,,,,,,,
2014/04/14,15,177,68,,,,,,,,,
2014/04/14,16,179,69,,,,,,,,,
2014/04/14,17,173,63,,,,,,,,,
2014/04/14,18,159,57,,,,,,,,,
2014/04/14,19,161,56,,,,,,,,,
2014/04/14,20,154,50,,,,,,,,,
2014/04/14,21,133,42,,,,,,,,,
2014/04/14,22,92,27,,,,,,,,,
2014/04/14,23,75,32,,,,,,,,,
2014/04/14,24,69,29,,,,,,,,,
2014/04/15,01,63,23,,,,,,,,,
2014/04/15,02,70,26,,,,,,,,,
2014/04/15,03,62,23,,,,,,,,,
2014/04/15,04,66,23,,,,,,,,,
2014/04/15,05,61,22,,,,,,,,,
2014/04/15,06,68,19,,,,,,,,,
2014/04/15,07,107,34,,,,,,,,,
2014/04/15,08,192,80,,,,,,,,,
2014/04/15,09,198,75,,,,,,,,,
2014/04/15,10,197,77,,,,,,,,,
2014/04/15,11,194,77,,,,,,,,,
2014/04/15,12,195,75,,,,,,,,,
2014/04/15,13,200,81,,,,,,,,,
2014/04/15,14,194,74,,,,,,,,,
2014/04/15,15,191,74,,,,,,,,,
2014/04/15,16,187,75,,,,,,,,,
2014/04/15,17,189,72,,,,,,,,,
2014/04/15,18,181,65,,,,,,,,,
2014/04/15,19,184,66,,,,,,,,,
2014/04/15,20,176,59,,,,,,,,,
2014/04/15,21,148,50,,,,,,,,,
2014/04/15,22,98,33,,,,,,,,,
2014/04/15,23,80,39,,,,,,,,,
2014/04/15,24,76,34,,,,,,,,,
2014/04/16,01,72,31,,,,,,,,,
2014/04/16,02,78,34,,,,,,,,,
2014/04/16,03,70,30,,,,,,,,,
2014/04/16,04,76,31,,,,,,,,,
2014/04/16,05,70,29,,,,,,,,,
2014/04/16,06,84,27,,,,,,,,,
2014/04/16,07,102,41,,,,,,,,,
2014/04/16,08,201,92,,,,,,,,,
2014/04/16,09,205,86,,,,,,,,,
2014/04/16,10,204,87,,,,,,,,,
2014/04/16,11,200,80,,,,,,,,,
2014/04/16,12,197,76,,,,,,,,,
2014/04/16,13,199,83,,,,,,,,,
2014/04/16,14,195,73,,,,,,,,,
2014/04/16,15,183,73,,,,,,,,,
2014/04/16,16,200,79,,,,,,,,,
2014/04/16,17,185,71,,,,,,,,,
2014/04/16,18,182,64,,,,,,,,,
2014/04/16,19,167,63,,,,,,,,,
2014/04/16,20,161,57,,,,,,,,,
2014/04/16,21,140,47,,,,,,,,,
2014/04/16,22,101,35,,,,,,,,,
2014/04/16,23,77,35,,,,,,,,,
2014/04/16,24,71,31,,,,,,,,,
2014/04/17,01,65,26,,,,,,,,,
2014/04/17,02,73,28,,,,,,,,,
2014/04/17,03,66,26,,,,,,,,,
2014/04/17,04,72,26,,,,,,,,,
2014/04/17,05,65,24,,,,,,,,,
2014/04/17,06,82,23,,,,,,,,,
2014/04/17,07,118,41,,,,,,,,,
2014/04/17,08,197,83,,,,,,,,,
2014/04/17,09,196,75,,,,,,,,,
2014/04/17,10,193,78,,,,,,,,,
2014/04/17,11,201,78,,,,,,,,,
2014/04/17,12,210,72,,,,,,,,,
2014/04/17,13,200,80,,,,,,,,,
2014/04/17,14,211,72,,,,,,,,,
2014/04/17,15,203,75,,,,,,,,,
2014/04/17,16,206,79,,,,,,,,,
2014/04/17,17,208,74,,,,,,,,,
2014/04/17,18,182,68,,,,,,,,,
2014/04/17,19,173,65,,,,,,,,,
2014/04/17,20,165,57,,,,,,,,,
2014/04/17,21,144,48,,,,,,,,,
2014/04/17,22,100,35,,,,,,,,,
2014/04/17,23,81,39,,,,,,,,,
2014/04/17,24,75,35,,,,,,,,,
2014/04/18,01,68,29,,,,,,,,,
2014/04/18,02,73,30,,,,,,,,,
2014/04/18,03,65,26,,,,,,,,,
2014/04/18,04,69,28,,,,,,,,,
2014/04/18,05,65,25,,,,,,,,,
2014/04/18,06,73,21,,,,,,,,,
2014/04/18,07,107,57,,,,,,,,,
2014/04/18,08,173,75,,,,,,,,,
2014/04/18,09,201,81,,,,,,,,,
2014/04/18,10,201,86,,,,,,,,,
2014/04/18,11,191,80,,,,,,,,,
2014/04/18,12,193,75,,,,,,,,,
2014/04/18,13,190,79,,,,,,,,,
2014/04/18,14,177,63,,,,,,,,,
2014/04/18,15,174,66,,,,,,,,,
2014/04/18,16,182,68,,,,,,,,,
2014/04/18,17,180,61,,,,,,,,,
2014/04/18,18,165,59,,,,,,,,,
2014/04/18,19,205,99,,,,,,,,,
2014/04/18,20,213,97,,,,,,,,,
2014/04/18,21,183,91,,,,,,,,,
2014/04/18,22,145,71,,,,,,,,,
2014/04/18,23,85,42,,,,,,,,,
2014/04/18,24,75,34,,,,,,,,,
2014/04/19,01,69,28,,,,,,,,,
2014/04/19,02,75,31,,,,,,,,,
2014/04/19,03,67,28,,,,,,,,,
2014/04/19,04,73,28,,,,,,,,,
2014/04/19,05,68,27,,,,,,,,,
2014/04/19,06,75,22,,,,,,,,,
2014/04/19,07,126,63,,,,,,,,,
2014/04/19,08,204,99,,,,,,,,,
2014/04/19,09,228,86,,,,,,,,,
2014/04/19,10,209,86,,,,,,,,,
2014/04/19,11,190,74,,,,,,,,,
2014/04/19,12,186,64,,,,,,,,,
2014/04/19,13,175,68,,,,,,,,,
2014/04/19,14,167,56,,,,,,,,,
2014/04/19,15,165,57,,,,,,,,,
2014/04/19,16,162,57,,,,,,,,,
2014/04/19,17,160,48,,,,,,,,,
2014/04/19,18,156,48,,,,,,,,,
2014/04/19,19,147,48,,,,,,,,,
2014/04/19,20,149,46,,,,,,,,,
2014/04/19,21,129,39,,,,,,,,,
2014/04/19,22,87,26,,,,,,,,,
2014/04/19,23,69,31,,,,,,,,,
2014/04/19,24,66,27,,,,,,,,,
2014/04/20,01,63,26,,,,,,,,,
2014/04/20,02,69,27,,,,,,,,,
2014/04/20,03,62,25,,,,,,,,,
2014/04/20,04,74,26,,,,,,,,,
2014/04/20,05,68,23,,,,,,,,,
2014/04/20,06,87,21,,,,,,,,,
2014/04/20,07,98,35,,,,,,,,,
2014/04/20,08,174,70,,,,,,,,,
2014/04/20,09,196,73,,,,,,,,,
2014/04/20,10,194,75,,,,,,,,,
2014/04/20,11,184,68,,,,,,,,,
2014/04/20,12,184,64,,,,,,,,,
2014/04/20,13,188,69,,,,,,,,,
2014/04/20,14,195,60,,,,,,,,,
2014/04/20,15,175,61,,,,,,,,,
2014/04/20,16,178,61,,,,,,,,,
2014/04/20,17,175,55,,,,,,,,,
2014/04/20,18,170,52,,,,,,,,,
2014/04/20,19,153,52,,,,,,,,,
2014/04/20,20,151,48,,,,,,,,,
2014/04/20,21,134,42,,,,,,,,,
2014/04/20,22,91,28,,,,,,,,,
2014/04/20,23,74,35,,,,,,,,,
2014/04/20,24,70,29,,,,,,,,,
2014/04/21,01,67,28,,,,,,,,,
2014/04/21,02,73,30,,,,,,,,,
2014/04/21,03,67,28,,,,,,,,,
2014/04/21,04,68,28,,,,,,,,,
2014/04/21,05,66,27,,,,,,,,,
2014/04/21,06,78,25,,,,,,,,,
2014/04/21,07,113,40,,,,,,,,,
2014/04/21,08,148,47,,,,,,,,,
2014/04/21,09,166,46,,,,,,,,,
2014/04/21,10,170,55,,,,,,,,,
2014/04/21,11,178,64,,,,,,,,,
2014/04/21,12,182,61,,,,,,,,,
2014/04/21,13,243,117,,,,,,,,,
2014/04/21,14,234,107,,,,,,,,,
2014/04/21,15,225,109,,,,,,,,,
2014/04/21,16,248,117,,,,,,,,,
2014/04/21,17,241,117,,,,,,,,,
2014/04/21,18,233,116,,,,,,,,,
2014/04/21,19,231,118,,,,,,,,,
2014/04/21,20,233,119,,,,,,,,,
2014/04/21,21,216,115,,,,,,,,,
2014/04/21,22,145,75,,,,,,,,,
2014/04/21,23,88,46,,,,,,,,,
2014/04/21,24,80,39,,,,,,,,,
2014/04/22,01,76,35,,,,,,,,,
2014/04/22,02,81,37,,,,,,,,,
2014/04/22,03,73,32,,,,,,,,,
2014/04/22,04,78,34,,,,,,,,,
2014/04/22,05,73,31,,,,,,,,,
2014/04/22,06,80,28,,,,,,,,,
2014/04/22,07,115,45,,,,,,,,,
2014/04/22,08,165,57,,,,,,,,,
2014/04/22,09,183,60,,,,,,,,,
2014/04/22,10,188,75,,,,,,,,,
2014/04/22,11,188,77,,,,,,,,,
2014/04/22,12,188,76,,,,,,,,,
2014/04/22,13,184,73,,,,,,,,,
2014/04/22,14,179,68,,,,,,,,,
2014/04/22,15,175,72,,,,,,,,,
2014/04/22,16,191,74,,,,,,,,,
2014/04/22,17,183,69,,,,,,,,,
2014/04/22,18,168,63,,,,,,,,,
2014/04/22,19,164,61,,,,,,,,,
2014/04/22,20,163,55,,,,,,,,,
2014/04/22,21,140,48,,,,,,,,,
2014/04/22,22,94,33,,,,,,,,,
2014/04/22,23,79,37,,,,,,,,,
2014/04/22,24,75,34,,,,,,,,,
2014/04/23,01,71,29,,,,,,,,,
2014/04/23,02,77,32,,,,,,,,,
2014/04/23,03,70,29,,,,,,,,,
2014/04/23,04,72,28,,,,,,,,,
2014/04/23,05,64,24,,,,,,,,,
2014/04/23,06,78,23,,,,,,,,,
2014/04/23,07,101,38,,,,,,,,,
2014/04/23,08,163,52,,,,,,,,,
2014/04/23,09,176,53,,,,,,,,,
2014/04/23,10,182,68,,,,,,,,,
2014/04/23,11,188,74,,,,,,,,,
2014/04/23,12,189,72,,,,,,,,,
2014/04/23,13,191,77,,,,,,,,,
2014/04/23,14,193,72,,,,,,,,,
2014/04/23,15,194,75,,,,,,,,,
2014/04/23,16,201,81,,,,,,,,,
2014/04/23,17,202,75,,,,,,,,,
2014/04/23,18,173,68,,,,,,,,,
2014/04/23,19,168,66,,,,,,,,,
2014/04/23,20,166,59,,,,,,,,,
2014/04/23,21,143,49,,,,,,,,,
2014/04/23,22,98,35,,,,,,,,,
2014/04/23,23,80,37,,,,,,,,,
2014/04/23,24,75,32,,,,,,,,,
2014/04/24,01,71,29,,,,,,,,,
2014/04/24,02,76,31,,,,,,,,,
2014/04/24,03,68,26,,,,,,,,,
2014/04/24,04,72,26,,,,,,,,,
2014/04/24,05,65,23,,,,,,,,,
2014/04/24,06,76,21,,,,,,,,,
2014/04/24,07,110,38,,,,,,,,,
2014/04/24,08,153,51,,,,,,,,,
2014/04/24,09,181,56,,,,,,,,,
2014/04/24,10,188,71,,,,,,,,,
2014/04/24,11,196,77,,,,,,,,,
2014/04/24,12,201,77,,,,,,,,,
2014/04/24,13,205,86,,,,,,,,,
2014/04/24,14,204,81,,,,,,,,,
2014/04/24,15,201,83,,,,,,,,,
2014/04/24,16,208,86,,,,,,,,,
2014/04/24,17,205,81,,,,,,,,,
2014/04/24,18,187,72,,,,,,,,,
2014/04/24,19,175,67,,,,,,,,,
2014/04/24,20,172,61,,,,,,,,,
2014/04/24,21,145,50,,,,,,,,,
2014/04/24,22,101,35,,,,,,,,,
2014/04/24,23,78,40,,,,,,,,,
2014/04/24,24,76,34,,,,,,,,,
2014/04/25,01,73,31,,,,,,,,,
2014/04/25,02,77,33,,,,,,,,,
2014/04/25,03,70,30,,,,,,,,,
2014/04/25,04,72,30,,,,,,,,,
2014/04/25,05,65,27,,,,,,,,,
2014/04/25,06,79,24,,,,,,,,,
2014/04/25,07,106,43,,,,,,,,,
2014/04/25,08,163,55,,,,,,,,,
2014/04/25,09,185,60,,,,,,,,,
2014/04/25,10,199,78,,,,,,,,,
2014/04/25,11,200,85,,,,,,,,,
2014/04/25,12,216,90,,,,,,,,,
2014/04/25,13,226,111,,,,,,,,,
2014/04/25,14,247,128,,,,,,,,,
2014/04/25,15,239,123,,,,,,,,,
2014/04/25,16,225,119,,,,,,,,,
2014/04/25,17,218,100,,,,,,,,,
2014/04/25,18,190,79,,,,,,,,,
2014/04/25,19,174,69,,,,,,,,,
2014/04/25,20,170,63,,,,,,,,,
2014/04/25,21,147,55,,,,,,,,,
2014/04/25,22,105,38,,,,,,,,,
2014/04/25,23,80,41,,,,,,,,,
2014/04/25,24,80,37,,,,,,,,,
2014/04/26,01,74,32,,,,,,,,,
2014/04/26,02,79,35,,,,,,,,,
2014/04/26,03,72,33,,,,,,,,,
2014/04/26,04,77,34,,,,,,,,,
2014/04/26,05,75,31,,,,,,,,,
2014/04/26,06,90,29,,,,,,,,,
2014/04/26,07,111,43,,,,,,,,,
2014/04/26,08,159,52,,,,,,,,,
2014/04/26,09,191,60,,,,,,,,,
2014/04/26,10,201,79,,,,,,,,,
2014/04/26,11,211,87,,,,,,,,,
2014/04/26,12,234,109,,,,,,,,,
2014/04/26,13,254,132,,,,,,,,,
2014/04/26,14,248,121,,,,,,,,,
2014/04/26,15,224,110,,,,,,,,,
2014/04/26,16,219,100,,,,,,,,,
2014/04/26,17,212,90,,,,,,,,,
2014/04/26,18,192,81,,,,,,,,,
2014/04/26,19,179,74,,,,,,,,,
2014/04/26,20,172,66,,,,,,,,,
2014/04/26,21,151,58,,,,,,,,,
2014/04/26,22,101,39,,,,,,,,,
2014/04/26,23,84,43,,,,,,,,,
2014/04/26,24,81,39,,,,,,,,,
2014/04/27,01,78,37,,,,,,,,,
2014/04/27,02,81,37,,,,,,,,,
2014/04/27,03,71,32,,,,,,,,,
2014/04/27,04,87,35,,,,,,,,,
2014/04/27,05,87,33,,,,,,,,,
2014/04/27,06,94,30,,,,,,,,,
2014/04/27,07,112,45,,,,,,,,,
2014/04/27,08,170,57,,,,,,,,,
2014/04/27,09,198,66,,,,,,,,,
2014/04/27,10,221,96,,,,,,,,,
2014/04/27,11,249,122,,,,,,,,,
2014/04/27,12,264,124,,,,,,,,,
2014/04/27,13,266,133,,,,,,,,,
2014/04/27,14,255,122,,,,,,,,,
2014/04/27,15,248,112,,,,,,,,,
2014/04/27,16,246,111,,,,,,,,,
2014/04/27,17,230,101,,,,,,,,,
2014/04/27,18,205,91,,,,,,,,,
2014/04/27,19,198,88,,,,,,,,,
2014/04/27,20,190,78,,,,,,,,,
2014/04/27,21,165,70,,,,,,,,,
2014/04/27,22,113,46,,,,,,,,,
2014/04/27,23,90,48,,,,,,,,,
2014/04/27,24,84,42,,,,,,,,,
2014/04/28,01,82,39,,,,,,,,,
2014/04/28,02,84,39,,,,,,,,,
2014/04/28,03,74,35,,,,,,,,,
2014/04/28,04,80,37,,,,,,,,,
2014/04/28,05,74,35,,,,,,,,,
2014/04/28,06,90,32,,,,,,,,,
2014/04/28,07,124,48,,,,,,,,,
2014/04/28,08,166,57,,,,,,,,,
2014/04/28,09,195,67,,,,,,,,,
2014/04/28,10,198,80,,,,,,,,,
2014/04/28,11,192,82,,,,,,,,,
2014/04/28,12,196,78,,,,,,,,,
2014/04/28,13,199,88,,,,,,,,,
2014/04/28,14,208,89,,,,,,,,,
2014/04/28,15,199,84,,,,,,,,,
2014/04/28,16,200,83,,,,,,,,,
2014/04/28,17,195,80,,,,,,,,,
2014/04/28,18,179,72,,,,,,,,,
2014/04/28,19,174,71,,,,,,,,,
2014/04/28,20,176,68,,,,,,,,,
2014/04/28,21,153,59,,,,,,,,,
2014/04/28,22,114,46,,,,,,,,,
2014/04/28,23,87,47,,,,,,,,,
2014/04/28,24,85,41,,,,,,,,,
2014/04/29,01,80,37,,,,,,,,,
2014/04/29,02,86,41,,,,,,,,,
2014/04/29,03,76,36,,,,,,,,,
2014/04/29,04,80,36,,,,,,,,,
2014/04/29,05,71,35,,,,,,,,,
2014/04/29,06,87,30,,,,,,,,,
2014/04/29,07,116,44,,,,,,,,,
2014/04/29,08,170,49,,,,,,,,,
2014/04/29,09,178,52,,,,,,,,,
2014/04/29,10,181,66,,,,,,,,,
2014/04/29,11,187,72,,,,,,,,,
2014/04/29,12,200,74,,,,,,,,,
2014/04/29,13,202,84,,,,,,,,,
2014/04/29,14,206,87,,,,,,,,,
2014/04/29,15,200,80,,,,,,,,,
2014/04/29,16,190,74,,,,,,,,,
2014/04/29,17,188,67,,,,,,,,,
2014/04/29,18,171,62,,,,,,,,,
2014/04/29,19,165,60,,,,,,,,,
2014/04/29,20,172,56,,,,,,,,,
2014/04/29,21,148,50,,,,,,,,,
2014/04/29,22,101,36,,,,,,,,,
2014/04/29,23,81,42,,,,,,,,,
2014/04/29,24,79,37,,,,,,,,,
2014/04/30,01,77,35,,,,,,,,,
2014/04/30,02,81,37,,,,,,,,,
2014/04/30,03,74,35,,,,,,,,,
2014/04/30,04,78,37,,,,,,,,,
2014/04/30,05,70,32,,,,,,,,,
2014/04/30,06,87,30,,,,,,,,,
2014/04/30,07,105,41,,,,,,,,,
2014/04/30,08,155,46,,,,,,,,,
2014/04/30,09,167,47,,,,,,,,,
2014/04/30,10,169,55,,,,,,,,,
2014/04/30,11,168,60,,,,,,,,,
2014/04/30,12,214,95,,,,,,,,,
2014/04/30,13,227,118,,,,,,,,,
2014/04/30,14,226,112,,,,,,,,,
2014/04/30,15,222,115,,,,,,,,,
2014/04/30,16,225,121,,,,,,,,,
2014/04/30,17,229,119,,,,,,,,,
2014/04/30,18,226,118,,,,,,,,,
2014/04/30,19,227,123,,,,,,,,,
2014/04/30,20,231,122,,,,,,,,,
2014/04/30,21,205,110,,,,,,,,,
2014/04/30,22,116,48,,,,,,,,,
2014/04/30,23,92,53,,,,,,,,,
2014/04/30,24,87,46,,,,,,,,,
2014/05/01,01,86,44,,,,,,,,,
2014/05/01,02,89,46,,,,,,,,,
2014/05/01,03,79,41,,,,,,,,,
2014/05/01,04,89,46,,,,,,,,,
2014/05/01,05,81,43,,,,,,,,,
2014/05/01,06,90,39,,,,,,,,,
2014/05/01,07,111,52,,,,,,,,,
2014/05/01,08,153,57,,,,,,,,,
2014/05/01,09,172,56,,,,,,,,,
2014/05/01,10,175,66,,,,,,,,,
2014/05/01,11,176,70,,,,,,,,,
2014/05/01,12,183,70,,,,,,,,,
2014/05/01,13,191,83,,,,,,,,,
2014/05/01,14,188,74,,,,,,,,,
2014/05/01,15,177,73,,,,,,,,,
2014/05/01,16,181,74,,,,,,,,,
2014/05/01,17,194,75,,,,,,,,,
2014/05/01,18,182,75,,,,,,,,,
2014/05/01,19,175,75,,,,,,,,,
2014/05/01,20,175,68,,,,,,,,,
2014/05/01,21,149,57,,,,,,,,,
2014/05/01,22,109,45,,,,,,,,,
2014/05/01,23,86,48,,,,,,,,,
2014/05/01,24,85,42,,,,,,,,,
2014/05/02,01,80,39,,,,,,,,,
2014/05/02,02,86,41,,,,,,,,,
2014/05/02,03,77,38,,,,,,,,,
2014/05/02,04,85,40,,,,,,,,,
2014/05/02,05,76,39,,,,,,,,,
2014/05/02,06,85,34,,,,,,,,,
2014/05/02,07,120,54,,,,,,,,,
2014/05/02,08,161,63,,,,,,,,,
2014/05/02,09,183,66,,,,,,,,,
2014/05/02,10,205,86,,,,,,,,,
2014/05/02,11,203,91,,,,,,,,,
2014/05/02,12,208,83,,,,,,,,,
2014/05/02,13,207,92,,,,,,,,,
2014/05/02,14,212,89,,,,,,,,,
2014/05/02,15,205,93,,,,,,,,,
2014/05/02,16,210,95,,,,,,,,,
2014/05/02,17,205,90,,,,,,,,,
2014/05/02,18,195,83,,,,,,,,,
2014/05/02,19,182,79,,,,,,,,,
2014/05/02,20,180,71,,,,,,,,,
2014/05/02,21,161,63,,,,,,,,,
2014/05/02,22,117,46,,,,,,,,,
2014/05/02,23,86,47,,,,,,,,,
2014/05/02,24,84,43,,,,,,,,,
2014/05/03,01,79,38,,,,,,,,,
2014/05/03,02,87,40,,,,,,,,,
2014/05/03,03,78,35,,,,,,,,,
2014/05/03,04,82,37,,,,,,,,,
2014/05/03,05,73,33,,,,,,,,,
2014/05/03,06,94,32,,,,,,,,,
2014/05/03,07,122,48,,,,,,,,,
2014/05/03,08,174,61,,,,,,,,,
2014/05/03,09,198,66,,,,,,,,,
2014/05/03,10,207,83,,,,,,,,,
2014/05/03,11,225,107,,,,,,,,,
2014/05/03,12,254,124,,,,,,,,,
2014/05/03,13,243,121,,,,,,,,,
2014/05/03,14,234,107,,,,,,,,,
2014/05/03,15,231,106,,,,,,,,,
2014/05/03,16,226,101,,,,,,,,,
2014/05/03,17,222,92,,,,,,,,,
2014/05/03,18,203,84,,,,,,,,,
2014/05/03,19,188,80,,,,,,,,,
2014/05/03,20,188,72,,,,,,,,,
2014/05/03,21,164,60,,,,,,,,,
2014/05/03,22,113,45,,,,,,,,,
2014/05/03,23,92,48,,,,,,,,,
2014/05/03,24,84,41,,,,,,,,,
2014/05/04,01,78,37,,,,,,,,,
2014/05/04,02,86,40,,,,,,,,,
2014/05/04,03,78,37,,,,,,,,,
2014/05/04,04,86,37,,,,,,,,,
2014/05/04,05,80,35,,,,,,,,,
2014/05/04,06,92,34,,,,,,,,,
2014/05/04,07,112,47,,,,,,,,,
2014/05/04,08,174,57,,,,,,,,,
2014/05/04,09,189,61,,,,,,,,,
2014/05/04,10,194,75,,,,,,,,,
2014/05/04,11,197,81,,,,,,,,,
2014/05/04,12,208,81,,,,,,,,,
2014/05/04,13,211,92,,,,,,,,,
2014/05/04,14,211,86,,,,,,,,,
2014/05/04,15,220,97,,,,,,,,,
2014/05/04,16,215,93,,,,,,,,,
2014/05/04,17,207,83,,,,,,,,,
2014/05/04,18,185,78,,,,,,,,,
2014/05/04,19,175,72,,,,,,,,,
2014/05/04,20,183,68,,,,,,,,,
2014/05/04,21,154,55,,,,,,,,,
2014/05/04,22,114,44,,,,,,,,,
2014/05/04,23,90,48,,,,,,,,,
2014/05/04,24,86,43,,,,,,,,,
2014/05/05,01,81,40,,,,,,,,,
2014/05/05,02,89,43,,,,,,,,,
2014/05/05,03,82,39,,,,,,,,,
2014/05/05,04,84,41,,,,,,,,,
2014/05/05,05,77,39,,,,,,,,,
2014/05/05,06,93,37,,,,,,,,,
2014/05/05,07,114,50,,,,,,,,,
2014/05/05,08,166,56,,,,,,,,,
2014/05/05,09,179,58,,,,,,,,,
2014/05/05,10,187,71,,,,,,,,,
2014/05/05,11,185,73,,,,,,,,,
2014/05/05,12,192,70,,,,,,,,,
2014/05/05,13,184,76,,,,,,,,,
2014/05/05,14,184,69,,,,,,,,,
2014/05/05,15,177,69,,,,,,,,,
2014/05/05,16,182,68,,,,,,,,,
2014/05/05,17,180,70,,,,,,,,,
2014/05/05,18,170,67,,,,,,,,,
2014/05/05,19,166,67,,,,,,,,,
2014/05/05,20,169,64,,,,,,,,,
2014/05/05,21,151,57,,,,,,,,,
2014/05/05,22,110,44,,,,,,,,,
2014/05/05,23,87,48,,,,,,,,,
2014/05/05,24,84,43,,,,,,,,,
2014/05/06,01,82,41,,,,,,,,,
2014/05/06,02,88,41,,,,,,,,,
2014/05/06,03,79,38,,,,,,,,,
2014/05/06,04,84,39,,,,,,,,,
2014/05/06,05,73,36,,,,,,,,,
2014/05/06,06,87,33,,,,,,,,,
2014/05/06,07,106,48,,,,,,,,,
2014/05/06,08,162,52,,,,,,,,,
2014/05/06,09,170,52,,,,,,,,,
2014/05/06,10,179,64,,,,,,,,,
2014/05/06,11,175,67,,,,,,,,,
2014/05/06,12,183,66,,,,,,,,,
2014/05/06,13,186,73,,,,,,,,,
2014/05/06,14,185,69,,,,,,,,,
2014/05/06,15,172,69,,,,,,,,,
2014/05/06,16,183,75,,,,,,,,,
2014/05/06,17,186,72,,,,,,,,,
2014/05/06,18,172,66,,,,,,,,,
2014/05/06,19,164,63,,,,,,,,,
2014/05/06,20,163,58,,,,,,,,,
2014/05/06,21,148,52,,,,,,,,,
2014/05/06,22,103,36,,,,,,,,,
2014/05/06,23,76,36,,,,,,,,,
2014/05/06,24,72,33,,,,,,,,,
2014/05/07,01,68,28,,,,,,,,,
2014/05/07,02,76,31,,,,,,,,,
2014/05/07,03,69,28,,,,,,,,,
2014/05/07,04,67,27,,,,,,,,,
2014/05/07,05,61,25,,,,,,,,,
2014/05/07,06,72,23,,,,,,,,,
2014/05/07,07,101,41,,,,,,,,,
2014/05/07,08,152,52,,,,,,,,,
2014/05/07,09,176,57,,,,,,,,,
2014/05/07,10,189,72,,,,,,,,,
2014/05/07,11,194,80,,,,,,,,,
2014/05/07,12,198,78,,,,,,,,,
2014/05/07,13,195,85,,,,,,,,,
2014/05/07,14,207,79,,,,,,,,,
2014/05/07,15,191,77,,,,,,,,,
2014/05/07,16,197,81,,,,,,,,,
2014/05/07,17,195,75,,,,,,,,,
2014/05/07,18,181,70,,,,,,,,,
2014/05/07,19,167,68,,,,,,,,,
2014/05/07,20,171,61,,,,,,,,,
2014/05/07,21,148,52,,,,,,,,,
2014/05/07,22,107,37,,,,,,,,,
2014/05/07,23,103,42,,,,,,,,,
2014/05/07,24,101,37,,,,,,,,,
