計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2013/04/27,02,26,,,14,8,,,,,
2013/04/27,03,26,,,13,7,,,,,
2013/04/27,04,26,,,14,7,,,,,
2013/04/27,05,28,,,14,7,,,,,
2013/04/27,06,31,,,19,7,,,,,
2013/04/27,07,48,,,18,10,,,,,
2013/04/27,08,71,,,28,31,,,,,
2013/04/27,09,75,,,29,34,,,,,
2013/04/27,10,78,,,32,37,,,,,
2013/04/27,11,72,,,27,39,,,,,
2013/04/27,12,77,,,25,40,,,,,
2013/04/27,13,79,,,25,44,,,,,
2013/04/27,14,77,,,26,43,,,,,
2013/04/27,15,86,,,30,42,,,,,
2013/04/27,16,88,,,33,46,,,,,
2013/04/27,17,80,,,33,41,,,,,
2013/04/27,18,62,,,28,38,,,,,
2013/04/27,19,34,,,18,21,,,,,
2013/04/27,20,30,,,19,8,,,,,
2013/04/27,21,28,,,18,7,,,,,
2013/04/27,22,27,,,15,7,,,,,
2013/04/27,23,33,,,19,7,,,,,
2013/04/27,24,31,,,22,7,,,,,
2013/04/28,01,31,,,20,7,,,,,
2013/04/28,02,27,,,18,7,,,,,
2013/04/28,03,27,,,15,7,,,,,
2013/04/28,04,28,,,16,7,,,,,
2013/04/28,05,31,,,19,7,,,,,
2013/04/28,06,34,,,20,7,,,,,
2013/04/28,07,42,,,18,11,,,,,
2013/04/28,08,77,,,29,27,,,,,
2013/04/28,09,74,,,30,36,,,,,
2013/04/28,10,73,,,25,39,,,,,
2013/04/28,11,73,,,25,40,,,,,
2013/04/28,12,74,,,26,39,,,,,
2013/04/28,13,72,,,25,40,,,,,
2013/04/28,14,79,,,27,39,,,,,
2013/04/28,15,86,,,33,41,,,,,
2013/04/28,16,83,,,32,41,,,,,
2013/04/28,17,74,,,33,38,,,,,
2013/04/28,18,52,,,24,34,,,,,
2013/04/28,19,34,,,17,15,,,,,
2013/04/28,20,30,,,19,8,,,,,
2013/04/28,21,27,,,16,7,,,,,
2013/04/28,22,30,,,17,7,,,,,
2013/04/28,23,32,,,20,7,,,,,
2013/04/28,24,35,,,23,7,,,,,
2013/04/29,01,30,,,22,7,,,,,
2013/04/29,02,27,,,15,7,,,,,
2013/04/29,03,25,,,14,7,,,,,
2013/04/29,04,27,,,14,7,,,,,
2013/04/29,05,29,,,15,7,,,,,
2013/04/29,06,33,,,18,7,,,,,
2013/04/29,07,49,,,21,11,,,,,
2013/04/29,08,74,,,30,29,,,,,
2013/04/29,09,71,,,30,34,,,,,
2013/04/29,10,71,,,24,37,,,,,
2013/04/29,11,68,,,26,37,,,,,
2013/04/29,12,69,,,23,35,,,,,
2013/04/29,13,72,,,25,37,,,,,
2013/04/29,14,78,,,27,40,,,,,
2013/04/29,15,89,,,33,41,,,,,
2013/04/29,16,85,,,36,43,,,,,
2013/04/29,17,82,,,33,41,,,,,
2013/04/29,18,75,,,34,38,,,,,
2013/04/29,19,58,,,25,35,,,,,
2013/04/29,20,33,,,19,15,,,,,
2013/04/29,21,29,,,18,9,,,,,
2013/04/29,22,30,,,16,8,,,,,
2013/04/29,23,30,,,19,8,,,,,
2013/04/29,24,31,,,18,7,,,,,
2013/04/30,01,31,,,20,8,,,,,
2013/04/30,02,28,,,18,7,,,,,
2013/04/30,03,29,,,16,7,,,,,
2013/04/30,04,31,,,18,7,,,,,
2013/04/30,05,28,,,19,7,,,,,
2013/04/30,06,30,,,15,7,,,,,
2013/04/30,07,47,,,18,11,,,,,
2013/04/30,08,74,,,25,32,,,,,
2013/04/30,09,77,,,25,38,,,,,
2013/04/30,10,82,,,28,44,,,,,
2013/04/30,11,88,,,37,41,,,,,
2013/04/30,12,86,,,37,42,,,,,
2013/04/30,13,87,,,35,42,,,,,
2013/04/30,14,87,,,33,44,,,,,
2013/04/30,15,84,,,33,44,,,,,
2013/04/30,16,86,,,30,46,,,,,
2013/04/30,17,84,,,28,46,,,,,
2013/04/30,18,90,,,32,46,,,,,
2013/04/30,19,88,,,30,49,,,,,
2013/04/30,20,44,,,21,40,,,,,
2013/04/30,21,29,,,18,9,,,,,
2013/04/30,22,27,,,14,8,,,,,
2013/04/30,23,31,,,18,7,,,,,
2013/04/30,24,32,,,20,7,,,,,
2013/05/01,01,31,,,21,7,,,,,
2013/05/01,02,28,,,18,7,,,,,
2013/05/01,03,28,,,17,7,,,,,
2013/05/01,04,26,,,16,7,,,,,
2013/05/01,05,25,,,13,7,,,,,
2013/05/01,06,28,,,13,7,,,,,
2013/05/01,07,47,,,18,10,,,,,
2013/05/01,08,73,,,28,29,,,,,
2013/05/01,09,71,,,30,32,,,,,
2013/05/01,10,75,,,26,39,,,,,
2013/05/01,11,80,,,25,42,,,,,
2013/05/01,12,78,,,29,42,,,,,
2013/05/01,13,77,,,29,41,,,,,
2013/05/01,14,84,,,28,42,,,,,
2013/05/01,15,89,,,36,43,,,,,
2013/05/01,16,84,,,32,42,,,,,
2013/05/01,17,80,,,33,40,,,,,
2013/05/01,18,61,,,28,38,,,,,
2013/05/01,19,35,,,18,19,,,,,
2013/05/01,20,30,,,21,7,,,,,
2013/05/01,21,26,,,17,7,,,,,
2013/05/01,22,29,,,16,7,,,,,
2013/05/01,23,30,,,19,7,,,,,
2013/05/01,24,32,,,20,7,,,,,
2013/05/02,01,31,,,21,7,,,,,
2013/05/02,02,27,,,17,7,,,,,
2013/05/02,03,26,,,14,6,,,,,
2013/05/02,04,25,,,14,7,,,,,
2013/05/02,05,26,,,13,7,,,,,
2013/05/02,06,31,,,14,7,,,,,
2013/05/02,07,50,,,24,11,,,,,
2013/05/02,08,77,,,30,30,,,,,
2013/05/02,09,76,,,31,36,,,,,
2013/05/02,10,77,,,27,41,,,,,
2013/05/02,11,77,,,26,41,,,,,
2013/05/02,12,76,,,25,42,,,,,
2013/05/02,13,78,,,25,43,,,,,
2013/05/02,14,84,,,28,42,,,,,
2013/05/02,15,87,,,37,44,,,,,
2013/05/02,16,82,,,31,43,,,,,
2013/05/02,17,79,,,29,42,,,,,
2013/05/02,18,61,,,29,36,,,,,
2013/05/02,19,33,,,18,20,,,,,
2013/05/02,20,27,,,17,8,,,,,
2013/05/02,21,21,,,13,7,,,,,
2013/05/02,22,24,,,11,7,,,,,
2013/05/02,23,26,,,15,7,,,,,
2013/05/02,24,29,,,17,7,,,,,
2013/05/03,01,27,,,17,7,,,,,
2013/05/03,02,25,,,14,7,,,,,
2013/05/03,03,26,,,14,7,,,,,
2013/05/03,04,25,,,14,7,,,,,
2013/05/03,05,26,,,14,7,,,,,
2013/05/03,06,32,,,16,7,,,,,
2013/05/03,07,44,,,19,11,,,,,
2013/05/03,08,78,,,28,28,,,,,
2013/05/03,09,75,,,33,35,,,,,
2013/05/03,10,72,,,26,38,,,,,
2013/05/03,11,81,,,30,39,,,,,
2013/05/03,12,83,,,34,40,,,,,
2013/05/03,13,80,,,31,41,,,,,
2013/05/03,14,81,,,30,40,,,,,
2013/05/03,15,81,,,31,44,,,,,
2013/05/03,16,77,,,28,42,,,,,
2013/05/03,17,81,,,27,41,,,,,
2013/05/03,18,64,,,29,41,,,,,
2013/05/03,19,35,,,21,19,,,,,
2013/05/03,20,29,,,17,8,,,,,
2013/05/03,21,29,,,17,7,,,,,
2013/05/03,22,27,,,16,7,,,,,
2013/05/03,23,33,,,18,7,,,,,
2013/05/03,24,34,,,24,7,,,,,
2013/05/04,01,30,,,21,7,,,,,
2013/05/04,02,26,,,16,7,,,,,
2013/05/04,03,27,,,15,7,,,,,
2013/05/04,04,28,,,14,7,,,,,
2013/05/04,05,29,,,18,7,,,,,
2013/05/04,06,29,,,16,7,,,,,
2013/05/04,07,45,,,16,11,,,,,
2013/05/04,08,73,,,28,28,,,,,
2013/05/04,09,73,,,29,36,,,,,
2013/05/04,10,71,,,24,39,,,,,
2013/05/04,11,69,,,21,39,,,,,
2013/05/04,12,76,,,24,40,,,,,
2013/05/04,13,83,,,29,40,,,,,
2013/05/04,14,83,,,36,41,,,,,
2013/05/04,15,80,,,32,41,,,,,
2013/05/04,16,79,,,30,39,,,,,
2013/05/04,17,78,,,33,39,,,,,
2013/05/04,18,53,,,28,35,,,,,
2013/05/04,19,29,,,18,11,,,,,
2013/05/04,20,29,,,17,8,,,,,
2013/05/04,21,28,,,17,7,,,,,
2013/05/04,22,29,,,16,7,,,,,
2013/05/04,23,31,,,19,7,,,,,
2013/05/04,24,30,,,20,7,,,,,
2013/05/05,01,26,,,17,7,,,,,
2013/05/05,02,25,,,14,7,,,,,
2013/05/05,03,26,,,14,7,,,,,
2013/05/05,04,25,,,14,6,,,,,
2013/05/05,05,27,,,14,7,,,,,
2013/05/05,06,31,,,17,7,,,,,
2013/05/05,07,43,,,17,11,,,,,
2013/05/05,08,73,,,30,26,,,,,
2013/05/05,09,69,,,28,33,,,,,
2013/05/05,10,71,,,26,36,,,,,
2013/05/05,11,72,,,23,38,,,,,
2013/05/05,12,72,,,26,37,,,,,
2013/05/05,13,75,,,25,39,,,,,
2013/05/05,14,77,,,28,40,,,,,
2013/05/05,15,82,,,30,40,,,,,
2013/05/05,16,82,,,33,41,,,,,
2013/05/05,17,82,,,32,40,,,,,
2013/05/05,18,70,,,30,40,,,,,
2013/05/05,19,40,,,20,28,,,,,
2013/05/05,20,31,,,19,9,,,,,
2013/05/05,21,26,,,16,8,,,,,
2013/05/05,22,29,,,15,8,,,,,
2013/05/05,23,31,,,18,8,,,,,
2013/05/05,24,32,,,21,8,,,,,
2013/05/06,01,27,,,17,7,,,,,
2013/05/06,02,25,,,13,7,,,,,
2013/05/06,03,27,,,14,7,,,,,
2013/05/06,04,27,,,15,7,,,,,
2013/05/06,05,29,,,16,7,,,,,
2013/05/06,06,33,,,16,7,,,,,
2013/05/06,07,46,,,22,11,,,,,
2013/05/06,08,74,,,30,26,,,,,
2013/05/06,09,69,,,28,34,,,,,
2013/05/06,10,69,,,25,37,,,,,
2013/05/06,11,70,,,22,38,,,,,
2013/05/06,12,70,,,26,36,,,,,
2013/05/06,13,70,,,24,38,,,,,
2013/05/06,14,81,,,27,39,,,,,
2013/05/06,15,85,,,35,40,,,,,
2013/05/06,16,81,,,35,39,,,,,
2013/05/06,17,75,,,29,38,,,,,
2013/05/06,18,77,,,31,37,,,,,
2013/05/06,19,68,,,28,39,,,,,
2013/05/06,20,32,,,20,21,,,,,
2013/05/06,21,27,,,16,8,,,,,
2013/05/06,22,30,,,16,8,,,,,
2013/05/06,23,33,,,20,8,,,,,
2013/05/06,24,34,,,22,8,,,,,
2013/05/07,01,34,,,23,7,,,,,
2013/05/07,02,30,,,20,7,,,,,
2013/05/07,03,26,,,16,7,,,,,
2013/05/07,04,27,,,14,7,,,,,
2013/05/07,05,27,,,15,7,,,,,
2013/05/07,06,30,,,15,7,,,,,
2013/05/07,07,29,,,19,7,,,,,
2013/05/07,08,28,,,14,9,,,,,
2013/05/07,09,26,,,14,9,,,,,
2013/05/07,10,23,,,11,9,,,,,
2013/05/07,11,24,,,9,9,,,,,
2013/05/07,12,21,,,11,9,,,,,
2013/05/07,13,20,,,6,8,,,,,
2013/05/07,14,20,,,6,8,,,,,
2013/05/07,15,22,,,7,8,,,,,
2013/05/07,16,24,,,12,8,,,,,
2013/05/07,17,23,,,12,8,,,,,
2013/05/07,18,24,,,9,9,,,,,
2013/05/07,19,20,,,9,8,,,,,
2013/05/07,20,22,,,9,7,,,,,
2013/05/07,21,24,,,12,7,,,,,
2013/05/07,22,23,,,11,7,,,,,
2013/05/07,23,25,,,12,7,,,,,
2013/05/07,24,34,,,14,7,,,,,
2013/05/08,01,46,,,33,7,,,,,
2013/05/08,02,48,,,34,6,,,,,
2013/05/08,03,53,,,36,6,,,,,
2013/05/08,04,44,,,40,7,,,,,
2013/05/08,05,29,,,23,7,,,,,
2013/05/08,06,31,,,18,7,,,,,
2013/05/08,07,45,,,18,10,,,,,
2013/05/08,08,73,,,29,28,,,,,
2013/05/08,09,70,,,27,33,,,,,
2013/05/08,10,69,,,27,36,,,,,
2013/05/08,11,63,,,22,35,,,,,
2013/05/08,12,68,,,23,33,,,,,
2013/05/08,13,68,,,25,35,,,,,
2013/05/08,14,74,,,26,37,,,,,
2013/05/08,15,81,,,34,36,,,,,
2013/05/08,16,92,,,39,37,,,,,
2013/05/08,17,82,,,47,35,,,,,
2013/05/08,18,43,,,24,30,,,,,
2013/05/08,19,31,,,15,12,,,,,
2013/05/08,20,27,,,17,8,,,,,
2013/05/08,21,22,,,13,7,,,,,
2013/05/08,22,20,,,9,7,,,,,
2013/05/08,23,27,,,13,7,,,,,
2013/05/08,24,35,,,17,7,,,,,
2013/05/09,01,44,,,32,7,,,,,
2013/05/09,02,46,,,28,7,,,,,
2013/05/09,03,48,,,39,7,,,,,
2013/05/09,04,29,,,25,7,,,,,
2013/05/09,05,27,,,15,7,,,,,
2013/05/09,06,30,,,15,7,,,,,
2013/05/09,07,48,,,19,11,,,,,
2013/05/09,08,76,,,32,27,,,,,
2013/05/09,09,72,,,33,32,,,,,
2013/05/09,10,71,,,27,35,,,,,
2013/05/09,11,64,,,25,35,,,,,
2013/05/09,12,64,,,22,33,,,,,
2013/05/09,13,76,,,26,35,,,,,
2013/05/09,14,78,,,33,36,,,,,
2013/05/09,15,78,,,35,35,,,,,
2013/05/09,16,79,,,30,39,,,,,
2013/05/09,17,67,,,29,38,,,,,
2013/05/09,18,40,,,20,25,,,,,
2013/05/09,19,32,,,18,11,,,,,
2013/05/09,20,29,,,18,9,,,,,
2013/05/09,21,26,,,15,9,,,,,
2013/05/09,22,27,,,13,8,,,,,
2013/05/09,23,28,,,17,8,,,,,
2013/05/09,24,30,,,18,8,,,,,
2013/05/10,01,27,,,15,7,,,,,
2013/05/10,02,28,,,15,7,,,,,
2013/05/10,03,27,,,15,7,,,,,
2013/05/10,04,28,,,16,7,,,,,
2013/05/10,05,30,,,17,7,,,,,
2013/05/10,06,33,,,17,7,,,,,
2013/05/10,07,46,,,23,9,,,,,
2013/05/10,08,78,,,29,28,,,,,
2013/05/10,09,79,,,39,34,,,,,
2013/05/10,10,80,,,29,37,,,,,
2013/05/10,11,74,,,32,39,,,,,
2013/05/10,12,72,,,26,37,,,,,
2013/05/10,13,74,,,26,38,,,,,
2013/05/10,14,73,,,28,37,,,,,
2013/05/10,15,75,,,27,37,,,,,
2013/05/10,16,80,,,32,38,,,,,
2013/05/10,17,76,,,33,37,,,,,
2013/05/10,18,67,,,27,36,,,,,
2013/05/10,19,35,,,19,25,,,,,
2013/05/10,20,30,,,18,9,,,,,
2013/05/10,21,29,,,18,8,,,,,
2013/05/10,22,27,,,14,8,,,,,
2013/05/10,23,28,,,15,7,,,,,
2013/05/10,24,30,,,18,8,,,,,
2013/05/11,01,29,,,18,7,,,,,
2013/05/11,02,27,,,16,7,,,,,
2013/05/11,03,27,,,15,7,,,,,
2013/05/11,04,28,,,14,7,,,,,
2013/05/11,05,30,,,18,7,,,,,
2013/05/11,06,30,,,17,8,,,,,
2013/05/11,07,44,,,15,11,,,,,
2013/05/11,08,74,,,26,31,,,,,
2013/05/11,09,73,,,27,37,,,,,
2013/05/11,10,78,,,29,40,,,,,
2013/05/11,11,79,,,28,40,,,,,
2013/05/11,12,79,,,31,40,,,,,
2013/05/11,13,81,,,29,42,,,,,
2013/05/11,14,88,,,32,43,,,,,
2013/05/11,15,92,,,38,44,,,,,
2013/05/11,16,89,,,35,45,,,,,
2013/05/11,17,85,,,34,43,,,,,
2013/05/11,18,77,,,33,43,,,,,
2013/05/11,19,43,,,21,32,,,,,
2013/05/11,20,28,,,17,9,,,,,
2013/05/11,21,24,,,16,7,,,,,
2013/05/11,22,21,,,9,7,,,,,
2013/05/11,23,26,,,11,7,,,,,
2013/05/11,24,30,,,17,7,,,,,
2013/05/12,01,30,,,19,7,,,,,
2013/05/12,02,28,,,17,7,,,,,
2013/05/12,03,30,,,18,7,,,,,
2013/05/12,04,29,,,20,7,,,,,
2013/05/12,05,28,,,16,7,,,,,
2013/05/12,06,32,,,15,7,,,,,
2013/05/12,07,43,,,19,10,,,,,
2013/05/12,08,75,,,30,26,,,,,
2013/05/12,09,77,,,35,33,,,,,
2013/05/12,10,74,,,30,36,,,,,
2013/05/12,11,74,,,24,38,,,,,
2013/05/12,12,73,,,30,37,,,,,
2013/05/12,13,70,,,24,37,,,,,
2013/05/12,14,72,,,24,38,,,,,
2013/05/12,15,76,,,26,38,,,,,
2013/05/12,16,80,,,30,38,,,,,
2013/05/12,17,79,,,32,38,,,,,
2013/05/12,18,78,,,32,39,,,,,
2013/05/12,19,64,,,25,37,,,,,
2013/05/12,20,40,,,20,25,,,,,
2013/05/12,21,32,,,22,9,,,,,
2013/05/12,22,29,,,15,8,,,,,
2013/05/12,23,34,,,19,8,,,,,
2013/05/12,24,36,,,23,9,,,,,
2013/05/13,01,38,,,25,8,,,,,
2013/05/13,02,34,,,23,8,,,,,
2013/05/13,03,31,,,20,8,,,,,
2013/05/13,04,29,,,18,8,,,,,
2013/05/13,05,28,,,14,8,,,,,
2013/05/13,06,32,,,15,8,,,,,
2013/05/13,07,45,,,18,11,,,,,
2013/05/13,08,72,,,29,27,,,,,
2013/05/13,09,69,,,27,33,,,,,
2013/05/13,10,68,,,27,35,,,,,
2013/05/13,11,66,,,21,36,,,,,
2013/05/13,12,69,,,25,35,,,,,
2013/05/13,13,71,,,24,36,,,,,
2013/05/13,14,79,,,27,36,,,,,
2013/05/13,15,87,,,37,39,,,,,
2013/05/13,16,96,,,41,40,,,,,
2013/05/13,17,104,,,51,39,,,,,
2013/05/13,18,65,,,45,37,,,,,
2013/05/13,19,38,,,20,20,,,,,
2013/05/13,20,33,,,19,10,,,,,
2013/05/13,21,30,,,18,9,,,,,
2013/05/13,22,28,,,15,9,,,,,
2013/05/13,23,31,,,17,9,,,,,
2013/05/13,24,35,,,18,8,,,,,
2013/05/14,01,43,,,27,8,,,,,
2013/05/14,02,50,,,38,8,,,,,
2013/05/14,03,32,,,26,7,,,,,
2013/05/14,04,27,,,14,7,,,,,
2013/05/14,05,29,,,14,8,,,,,
2013/05/14,06,28,,,15,8,,,,,
2013/05/14,07,35,,,16,8,,,,,
2013/05/14,08,34,,,24,9,,,,,
2013/05/14,09,29,,,17,9,,,,,
2013/05/14,10,24,,,12,10,,,,,
2013/05/14,11,24,,,10,10,,,,,
2013/05/14,12,26,,,9,10,,,,,
2013/05/14,13,26,,,12,11,,,,,
2013/05/14,14,24,,,9,11,,,,,
2013/05/14,15,37,,,11,11,,,,,
2013/05/14,16,25,,,16,11,,,,,
2013/05/14,17,31,,,9,11,,,,,
2013/05/14,18,27,,,17,11,,,,,
2013/05/14,19,23,,,8,10,,,,,
2013/05/14,20,22,,,9,10,,,,,
2013/05/14,21,21,,,7,8,,,,,
2013/05/14,22,23,,,8,8,,,,,
2013/05/14,23,28,,,16,8,,,,,
2013/05/14,24,37,,,16,8,,,,,
2013/05/15,01,47,,,31,8,,,,,
2013/05/15,02,44,,,29,8,,,,,
2013/05/15,03,50,,,33,8,,,,,
2013/05/15,04,49,,,37,7,,,,,
2013/05/15,05,37,,,32,8,,,,,
2013/05/15,06,30,,,15,8,,,,,
2013/05/15,07,44,,,18,11,,,,,
2013/05/15,08,74,,,29,27,,,,,
2013/05/15,09,70,,,26,34,,,,,
2013/05/15,10,76,,,29,37,,,,,
2013/05/15,11,84,,,34,38,,,,,
2013/05/15,12,89,,,40,37,,,,,
2013/05/15,13,87,,,42,37,,,,,
2013/05/15,14,91,,,40,37,,,,,
2013/05/15,15,96,,,48,38,,,,,
2013/05/15,16,91,,,45,40,,,,,
2013/05/15,17,93,,,41,40,,,,,
2013/05/15,18,98,,,46,41,,,,,
2013/05/15,19,71,,,43,38,,,,,
2013/05/15,20,36,,,20,20,,,,,
2013/05/15,21,29,,,17,10,,,,,
2013/05/15,22,32,,,17,9,,,,,
2013/05/15,23,34,,,20,9,,,,,
2013/05/15,24,34,,,22,9,,,,,
2013/05/16,01,39,,,26,8,,,,,
2013/05/16,02,28,,,20,8,,,,,
2013/05/16,03,27,,,14,8,,,,,
2013/05/16,04,28,,,14,8,,,,,
2013/05/16,05,29,,,15,8,,,,,
2013/05/16,06,30,,,14,8,,,,,
2013/05/16,07,53,,,19,11,,,,,
2013/05/16,08,75,,,35,29,,,,,
2013/05/16,09,71,,,27,36,,,,,
2013/05/16,10,69,,,26,36,,,,,
2013/05/16,11,68,,,23,35,,,,,
2013/05/16,12,70,,,27,34,,,,,
2013/05/16,13,75,,,25,37,,,,,
2013/05/16,14,82,,,32,37,,,,,
2013/05/16,15,80,,,38,38,,,,,
2013/05/16,16,80,,,32,38,,,,,
2013/05/16,17,79,,,30,39,,,,,
2013/05/16,18,59,,,28,37,,,,,
2013/05/16,19,35,,,19,18,,,,,
2013/05/16,20,30,,,19,9,,,,,
2013/05/16,21,25,,,16,8,,,,,
2013/05/16,22,25,,,11,7,,,,,
2013/05/16,23,28,,,16,8,,,,,
2013/05/16,24,30,,,17,8,,,,,
2013/05/17,01,28,,,19,7,,,,,
2013/05/17,02,28,,,15,7,,,,,
2013/05/17,03,28,,,15,7,,,,,
2013/05/17,04,27,,,15,7,,,,,
2013/05/17,05,29,,,15,7,,,,,
2013/05/17,06,31,,,16,8,,,,,
2013/05/17,07,47,,,18,10,,,,,
2013/05/17,08,77,,,34,28,,,,,
2013/05/17,09,80,,,35,32,,,,,
2013/05/17,10,75,,,34,36,,,,,
2013/05/17,11,79,,,29,37,,,,,
2013/05/17,12,79,,,34,36,,,,,
2013/05/17,13,82,,,34,37,,,,,
2013/05/17,14,83,,,36,37,,,,,
2013/05/17,15,89,,,40,36,,,,,
2013/05/17,16,100,,,46,39,,,,,
2013/05/17,17,96,,,47,41,,,,,
2013/05/17,18,87,,,44,41,,,,,
2013/05/17,19,56,,,31,33,,,,,
2013/05/17,20,34,,,20,14,,,,,
2013/05/17,21,30,,,19,9,,,,,
2013/05/17,22,32,,,17,8,,,,,
2013/05/17,23,36,,,22,8,,,,,
2013/05/17,24,40,,,25,8,,,,,
2013/05/18,01,47,,,35,8,,,,,
2013/05/18,02,48,,,32,7,,,,,
2013/05/18,03,29,,,26,7,,,,,
2013/05/18,04,28,,,15,7,,,,,
2013/05/18,05,28,,,15,7,,,,,
2013/05/18,06,33,,,18,8,,,,,
2013/05/18,07,52,,,22,11,,,,,
2013/05/18,08,76,,,31,29,,,,,
2013/05/18,09,75,,,34,34,,,,,
2013/05/18,10,70,,,25,36,,,,,
2013/05/18,11,68,,,25,37,,,,,
2013/05/18,12,69,,,25,36,,,,,
2013/05/18,13,85,,,30,37,,,,,
2013/05/18,14,91,,,39,38,,,,,
2013/05/18,15,101,,,50,39,,,,,
2013/05/18,16,103,,,53,41,,,,,
2013/05/18,17,94,,,46,40,,,,,
2013/05/18,18,88,,,45,39,,,,,
2013/05/18,19,51,,,30,33,,,,,
2013/05/18,20,34,,,21,12,,,,,
2013/05/18,21,32,,,19,9,,,,,
2013/05/18,22,32,,,16,9,,,,,
2013/05/18,23,36,,,22,9,,,,,
2013/05/18,24,43,,,25,9,,,,,
2013/05/19,01,57,,,36,9,,,,,
2013/05/19,02,54,,,39,8,,,,,
2013/05/19,03,53,,,44,8,,,,,
2013/05/19,04,29,,,26,8,,,,,
2013/05/19,05,28,,,14,8,,,,,
2013/05/19,06,31,,,14,8,,,,,
2013/05/19,07,46,,,17,11,,,,,
2013/05/19,08,71,,,30,26,,,,,
2013/05/19,09,71,,,28,34,,,,,
2013/05/19,10,73,,,27,37,,,,,
2013/05/19,11,71,,,25,38,,,,,
2013/05/19,12,77,,,25,39,,,,,
2013/05/19,13,82,,,29,42,,,,,
2013/05/19,14,89,,,33,40,,,,,
2013/05/19,15,96,,,42,45,,,,,
2013/05/19,16,89,,,37,46,,,,,
2013/05/19,17,90,,,35,44,,,,,
2013/05/19,18,78,,,34,44,,,,,
2013/05/19,19,38,,,22,26,,,,,
2013/05/19,20,31,,,18,9,,,,,
2013/05/19,21,28,,,17,9,,,,,
2013/05/19,22,27,,,15,8,,,,,
2013/05/19,23,29,,,17,8,,,,,
2013/05/19,24,32,,,18,8,,,,,
2013/05/20,01,29,,,18,8,,,,,
2013/05/20,02,31,,,16,8,,,,,
2013/05/20,03,28,,,16,8,,,,,
2013/05/20,04,28,,,16,7,,,,,
2013/05/20,05,29,,,16,8,,,,,
2013/05/20,06,29,,,15,8,,,,,
2013/05/20,07,47,,,21,10,,,,,
2013/05/20,08,77,,,29,28,,,,,
2013/05/20,09,84,,,35,36,,,,,
2013/05/20,10,80,,,33,40,,,,,
2013/05/20,11,79,,,29,41,,,,,
2013/05/20,12,83,,,35,36,,,,,
2013/05/20,13,79,,,34,39,,,,,
2013/05/20,14,77,,,32,38,,,,,
2013/05/20,15,81,,,32,37,,,,,
2013/05/20,16,87,,,37,37,,,,,
2013/05/20,17,82,,,40,36,,,,,
2013/05/20,18,80,,,42,35,,,,,
2013/05/20,19,43,,,25,27,,,,,
2013/05/20,20,35,,,19,11,,,,,
2013/05/20,21,31,,,21,9,,,,,
2013/05/20,22,31,,,17,8,,,,,
2013/05/20,23,34,,,21,8,,,,,
2013/05/20,24,35,,,23,8,,,,,
2013/05/21,01,35,,,23,8,,,,,
2013/05/21,02,32,,,19,8,,,,,
2013/05/21,03,28,,,17,7,,,,,
2013/05/21,04,29,,,15,8,,,,,
2013/05/21,05,28,,,16,8,,,,,
2013/05/21,06,30,,,14,8,,,,,
2013/05/21,07,44,,,21,10,,,,,
2013/05/21,08,51,,,30,13,,,,,
2013/05/21,09,46,,,30,13,,,,,
2013/05/21,10,49,,,24,17,,,,,
2013/05/21,11,46,,,21,21,,,,,
2013/05/21,12,44,,,20,20,,,,,
2013/05/21,13,48,,,21,20,,,,,
2013/05/21,14,45,,,23,18,,,,,
2013/05/21,15,43,,,26,14,,,,,
2013/05/21,16,45,,,25,13,,,,,
2013/05/21,17,42,,,27,12,,,,,
2013/05/21,18,38,,,27,12,,,,,
2013/05/21,19,31,,,15,11,,,,,
2013/05/21,20,29,,,19,9,,,,,
2013/05/21,21,24,,,10,9,,,,,
2013/05/21,22,25,,,10,9,,,,,
2013/05/21,23,26,,,12,9,,,,,
2013/05/21,24,38,,,15,8,,,,,
2013/05/22,01,48,,,29,9,,,,,
2013/05/22,02,50,,,33,8,,,,,
2013/05/22,03,50,,,40,8,,,,,
2013/05/22,04,33,,,28,8,,,,,
2013/05/22,05,30,,,19,8,,,,,
2013/05/22,06,33,,,16,8,,,,,
2013/05/22,07,54,,,22,11,,,,,
2013/05/22,08,71,,,31,30,,,,,
2013/05/22,09,78,,,28,33,,,,,
2013/05/22,10,90,,,42,36,,,,,
2013/05/22,11,90,,,44,37,,,,,
2013/05/22,12,87,,,44,36,,,,,
2013/05/22,13,88,,,41,37,,,,,
2013/05/22,14,94,,,41,38,,,,,
2013/05/22,15,103,,,50,40,,,,,
2013/05/22,16,120,,,59,42,,,,,
2013/05/22,17,120,,,70,42,,,,,
2013/05/22,18,105,,,65,39,,,,,
2013/05/22,19,67,,,42,35,,,,,
2013/05/22,20,38,,,24,19,,,,,
2013/05/22,21,34,,,18,10,,,,,
2013/05/22,22,34,,,21,9,,,,,
2013/05/22,23,36,,,22,9,,,,,
2013/05/22,24,37,,,23,9,,,,,
2013/05/23,01,38,,,24,9,,,,,
2013/05/23,02,34,,,22,8,,,,,
2013/05/23,03,30,,,18,9,,,,,
2013/05/23,04,30,,,15,8,,,,,
2013/05/23,05,32,,,17,9,,,,,
2013/05/23,06,35,,,18,8,,,,,
2013/05/23,07,48,,,24,10,,,,,
2013/05/23,08,72,,,31,27,,,,,
2013/05/23,09,73,,,30,33,,,,,
2013/05/23,10,71,,,27,35,,,,,
2013/05/23,11,80,,,30,35,,,,,
