計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2013/09/27,22,44,,,41,8,,,,,
2013/09/27,23,63,,,37,8,,,,,
2013/09/27,24,47,,,37,8,,,,,
2013/09/28,01,42,,,34,8,,,,,
2013/09/28,02,47,,,33,8,,,,,
2013/09/28,03,43,,,28,8,,,,,
2013/09/28,04,31,,,20,7,,,,,
2013/09/28,05,41,,,25,8,,,,,
2013/09/28,06,59,,,39,8,,,,,
2013/09/28,07,51,,,33,10,,,,,
2013/09/28,08,86,,,37,27,,,,,
2013/09/28,09,71,,,39,30,,,,,
2013/09/28,10,69,,,27,33,,,,,
2013/09/28,11,70,,,25,33,,,,,
2013/09/28,12,83,,,36,32,,,,,
2013/09/28,13,89,,,43,35,,,,,
2013/09/28,14,93,,,43,36,,,,,
2013/09/28,15,101,,,53,38,,,,,
2013/09/28,16,91,,,46,38,,,,,
2013/09/28,17,83,,,41,37,,,,,
2013/09/28,18,85,,,46,33,,,,,
2013/09/28,19,53,,,37,14,,,,,
2013/09/28,20,54,,,45,9,,,,,
2013/09/28,21,55,,,41,8,,,,,
2013/09/28,22,42,,,37,8,,,,,
2013/09/28,23,64,,,37,8,,,,,
2013/09/28,24,50,,,40,8,,,,,
2013/09/29,01,43,,,36,8,,,,,
2013/09/29,02,53,,,34,8,,,,,
2013/09/29,03,46,,,36,7,,,,,
2013/09/29,04,44,,,33,8,,,,,
2013/09/29,05,42,,,27,8,,,,,
2013/09/29,06,59,,,38,9,,,,,
2013/09/29,07,49,,,33,11,,,,,
2013/09/29,08,87,,,34,28,,,,,
2013/09/29,09,83,,,43,32,,,,,
2013/09/29,10,90,,,43,35,,,,,
2013/09/29,11,96,,,49,35,,,,,
2013/09/29,12,102,,,55,35,,,,,
2013/09/29,13,96,,,53,36,,,,,
2013/09/29,14,96,,,47,37,,,,,
2013/09/29,15,102,,,49,40,,,,,
2013/09/29,16,98,,,50,41,,,,,
2013/09/29,17,113,,,54,39,,,,,
2013/09/29,18,123,,,85,38,,,,,
2013/09/29,19,63,,,41,29,,,,,
2013/09/29,20,57,,,46,9,,,,,
2013/09/29,21,61,,,44,9,,,,,
2013/09/29,22,47,,,42,9,,,,,
2013/09/29,23,70,,,42,8,,,,,
2013/09/29,24,51,,,43,9,,,,,
2013/09/30,01,43,,,36,8,,,,,
2013/09/30,02,53,,,33,8,,,,,
2013/09/30,03,46,,,36,8,,,,,
2013/09/30,04,53,,,32,8,,,,,
2013/09/30,05,60,,,44,8,,,,,
2013/09/30,06,62,,,47,8,,,,,
2013/09/30,07,66,,,45,10,,,,,
2013/09/30,08,84,,,43,26,,,,,
2013/09/30,09,71,,,38,32,,,,,
2013/09/30,10,69,,,27,33,,,,,
2013/09/30,11,75,,,28,34,,,,,
2013/09/30,12,81,,,36,35,,,,,
2013/09/30,13,75,,,34,35,,,,,
2013/09/30,14,82,,,33,34,,,,,
2013/09/30,15,88,,,42,37,,,,,
2013/09/30,16,83,,,39,36,,,,,
2013/09/30,17,72,,,38,34,,,,,
2013/09/30,18,75,,,37,28,,,,,
2013/09/30,19,57,,,37,13,,,,,
2013/09/30,20,56,,,46,9,,,,,
2013/09/30,21,57,,,43,9,,,,,
2013/09/30,22,40,,,35,8,,,,,
2013/09/30,23,64,,,36,8,,,,,
2013/09/30,24,50,,,40,8,,,,,
2013/10/01,01,42,,,35,8,,,,,
2013/10/01,02,34,,,30,8,,,,,
2013/10/01,03,23,,,10,8,,,,,
2013/10/01,04,30,,,11,8,,,,,
2013/10/01,05,41,,,25,8,,,,,
2013/10/01,06,54,,,38,8,,,,,
2013/10/01,07,37,,,28,8,,,,,
2013/10/01,08,48,,,27,9,,,,,
2013/10/01,09,37,,,30,9,,,,,
2013/10/01,10,34,,,20,9,,,,,
2013/10/01,11,28,,,16,9,,,,,
2013/10/01,12,29,,,11,9,,,,,
2013/10/01,13,29,,,16,10,,,,,
2013/10/01,14,23,,,10,10,,,,,
2013/10/01,15,24,,,7,10,,,,,
2013/10/01,16,22,,,8,10,,,,,
2013/10/01,17,31,,,4,10,,,,,
2013/10/01,18,59,,,35,10,,,,,
2013/10/01,19,52,,,34,9,,,,,
2013/10/01,20,50,,,41,9,,,,,
2013/10/01,21,52,,,34,9,,,,,
2013/10/01,22,49,,,37,8,,,,,
2013/10/01,23,62,,,39,8,,,,,
2013/10/01,24,51,,,39,8,,,,,
2013/10/02,01,45,,,34,8,,,,,
2013/10/02,02,55,,,32,8,,,,,
2013/10/02,03,53,,,43,8,,,,,
2013/10/02,04,49,,,37,8,,,,,
2013/10/02,05,35,,,32,8,,,,,
2013/10/02,06,42,,,22,8,,,,,
2013/10/02,07,47,,,20,11,,,,,
2013/10/02,08,68,,,30,27,,,,,
2013/10/02,09,77,,,26,33,,,,,
2013/10/02,10,85,,,39,35,,,,,
2013/10/02,11,85,,,40,34,,,,,
2013/10/02,12,96,,,47,34,,,,,
2013/10/02,13,100,,,55,35,,,,,
2013/10/02,14,105,,,53,37,,,,,
2013/10/02,15,100,,,57,37,,,,,
2013/10/02,16,97,,,55,35,,,,,
2013/10/02,17,92,,,46,36,,,,,
2013/10/02,18,109,,,66,33,,,,,
2013/10/02,19,67,,,49,25,,,,,
2013/10/02,20,56,,,46,9,,,,,
2013/10/02,21,60,,,42,9,,,,,
2013/10/02,22,54,,,44,8,,,,,
2013/10/02,23,65,,,47,8,,,,,
2013/10/02,24,56,,,43,9,,,,,
2013/10/03,01,45,,,38,8,,,,,
2013/10/03,02,39,,,30,8,,,,,
2013/10/03,03,26,,,17,9,,,,,
2013/10/03,04,24,,,11,8,,,,,
2013/10/03,05,27,,,11,8,,,,,
2013/10/03,06,41,,,23,9,,,,,
2013/10/03,07,46,,,21,11,,,,,
2013/10/03,08,73,,,30,26,,,,,
2013/10/03,09,69,,,29,32,,,,,
2013/10/03,10,72,,,31,34,,,,,
2013/10/03,11,72,,,29,33,,,,,
2013/10/03,12,79,,,34,33,,,,,
2013/10/03,13,77,,,34,35,,,,,
2013/10/03,14,84,,,34,35,,,,,
2013/10/03,15,92,,,45,36,,,,,
2013/10/03,16,87,,,42,35,,,,,
2013/10/03,17,87,,,40,37,,,,,
2013/10/03,18,91,,,53,35,,,,,
2013/10/03,19,61,,,43,17,,,,,
2013/10/03,20,54,,,46,8,,,,,
2013/10/03,21,57,,,41,8,,,,,
2013/10/03,22,51,,,42,8,,,,,
2013/10/03,23,60,,,43,7,,,,,
2013/10/03,24,51,,,38,8,,,,,
2013/10/04,01,21,,,23,8,,,,,
2013/10/04,02,21,,,8,7,,,,,
2013/10/04,03,23,,,10,7,,,,,
2013/10/04,04,23,,,11,7,,,,,
2013/10/04,05,25,,,10,8,,,,,
2013/10/04,06,40,,,22,8,,,,,
2013/10/04,07,43,,,23,10,,,,,
2013/10/04,08,69,,,26,24,,,,,
2013/10/04,09,72,,,28,31,,,,,
2013/10/04,10,76,,,35,33,,,,,
2013/10/04,11,71,,,32,33,,,,,
2013/10/04,12,68,,,28,32,,,,,
2013/10/04,13,63,,,23,34,,,,,
2013/10/04,14,65,,,22,34,,,,,
2013/10/04,15,69,,,23,36,,,,,
2013/10/04,16,73,,,25,36,,,,,
2013/10/04,17,67,,,30,33,,,,,
2013/10/04,18,67,,,45,16,,,,,
2013/10/04,19,56,,,40,9,,,,,
2013/10/04,20,53,,,45,8,,,,,
2013/10/04,21,58,,,41,8,,,,,
2013/10/04,22,51,,,43,8,,,,,
2013/10/04,23,65,,,43,7,,,,,
2013/10/04,24,50,,,40,8,,,,,
2013/10/05,01,29,,,29,8,,,,,
2013/10/05,02,20,,,11,7,,,,,
2013/10/05,03,23,,,9,7,,,,,
2013/10/05,04,23,,,11,7,,,,,
2013/10/05,05,25,,,11,7,,,,,
2013/10/05,06,42,,,22,8,,,,,
2013/10/05,07,42,,,21,11,,,,,
2013/10/05,08,69,,,24,28,,,,,
2013/10/05,09,70,,,24,34,,,,,
2013/10/05,10,72,,,28,36,,,,,
2013/10/05,11,73,,,30,34,,,,,
2013/10/05,12,83,,,33,34,,,,,
2013/10/05,13,84,,,37,37,,,,,
2013/10/05,14,87,,,37,37,,,,,
2013/10/05,15,100,,,44,40,,,,,
2013/10/05,16,106,,,51,44,,,,,
2013/10/05,17,102,,,52,43,,,,,
2013/10/05,18,93,,,52,39,,,,,
2013/10/05,19,37,,,32,21,,,,,
2013/10/05,20,52,,,28,9,,,,,
2013/10/05,21,52,,,43,9,,,,,
2013/10/05,22,54,,,34,8,,,,,
2013/10/05,23,53,,,40,8,,,,,
2013/10/05,24,48,,,39,9,,,,,
2013/10/06,01,23,,,20,8,,,,,
2013/10/06,02,21,,,10,8,,,,,
2013/10/06,03,23,,,9,7,,,,,
2013/10/06,04,23,,,11,8,,,,,
2013/10/06,05,24,,,11,8,,,,,
2013/10/06,06,28,,,11,8,,,,,
2013/10/06,07,41,,,15,11,,,,,
2013/10/06,08,72,,,27,27,,,,,
2013/10/06,09,71,,,30,32,,,,,
2013/10/06,10,80,,,29,35,,,,,
2013/10/06,11,95,,,46,35,,,,,
2013/10/06,12,103,,,55,34,,,,,
2013/10/06,13,102,,,52,37,,,,,
2013/10/06,14,110,,,58,37,,,,,
2013/10/06,15,115,,,66,37,,,,,
2013/10/06,16,113,,,62,40,,,,,
2013/10/06,17,119,,,66,40,,,,,
2013/10/06,18,105,,,70,39,,,,,
2013/10/06,19,44,,,35,25,,,,,
2013/10/06,20,55,,,30,10,,,,,
2013/10/06,21,54,,,45,9,,,,,
2013/10/06,22,52,,,33,9,,,,,
2013/10/06,23,52,,,37,9,,,,,
2013/10/06,24,47,,,36,8,,,,,
2013/10/07,01,31,,,25,8,,,,,
2013/10/07,02,28,,,17,9,,,,,
2013/10/07,03,29,,,14,8,,,,,
2013/10/07,04,30,,,17,8,,,,,
2013/10/07,05,29,,,15,8,,,,,
2013/10/07,06,33,,,15,8,,,,,
2013/10/07,07,50,,,20,11,,,,,
2013/10/07,08,84,,,38,26,,,,,
2013/10/07,09,91,,,45,33,,,,,
2013/10/07,10,98,,,50,33,,,,,
2013/10/07,11,109,,,62,33,,,,,
2013/10/07,12,106,,,63,33,,,,,
2013/10/07,13,96,,,56,35,,,,,
2013/10/07,14,99,,,53,35,,,,,
2013/10/07,15,104,,,52,37,,,,,
2013/10/07,16,115,,,63,38,,,,,
2013/10/07,17,108,,,64,39,,,,,
2013/10/07,18,56,,,40,35,,,,,
2013/10/07,19,32,,,17,16,,,,,
2013/10/07,20,34,,,16,10,,,,,
2013/10/07,21,45,,,27,10,,,,,
2013/10/07,22,41,,,30,9,,,,,
2013/10/07,23,37,,,25,9,,,,,
2013/10/07,24,42,,,24,9,,,,,
2013/10/08,01,44,,,24,9,,,,,
2013/10/08,02,52,,,39,8,,,,,
2013/10/08,03,33,,,27,9,,,,,
2013/10/08,04,27,,,13,8,,,,,
2013/10/08,05,27,,,13,9,,,,,
2013/10/08,06,30,,,13,9,,,,,
2013/10/08,07,32,,,15,9,,,,,
2013/10/08,08,46,,,25,12,,,,,
2013/10/08,09,38,,,27,12,,,,,
2013/10/08,10,35,,,15,12,,,,,
2013/10/08,11,34,,,17,12,,,,,
2013/10/08,12,31,,,13,13,,,,,
2013/10/08,13,27,,,11,12,,,,,
2013/10/08,14,30,,,10,12,,,,,
2013/10/08,15,29,,,13,12,,,,,
2013/10/08,16,27,,,10,12,,,,,
2013/10/08,17,27,,,9,12,,,,,
2013/10/08,18,25,,,10,12,,,,,
2013/10/08,19,21,,,6,10,,,,,
2013/10/08,20,24,,,8,9,,,,,
2013/10/08,21,23,,,11,9,,,,,
2013/10/08,22,21,,,8,8,,,,,
2013/10/08,23,20,,,6,8,,,,,
2013/10/08,24,20,,,6,9,,,,,
2013/10/09,01,22,,,7,8,,,,,
2013/10/09,02,27,,,12,8,,,,,
2013/10/09,03,28,,,15,9,,,,,
2013/10/09,04,27,,,14,8,,,,,
2013/10/09,05,27,,,14,8,,,,,
2013/10/09,06,31,,,13,9,,,,,
2013/10/09,07,46,,,17,12,,,,,
2013/10/09,08,77,,,24,33,,,,,
2013/10/09,09,86,,,34,38,,,,,
2013/10/09,10,105,,,48,38,,,,,
2013/10/09,11,109,,,57,38,,,,,
2013/10/09,12,111,,,62,39,,,,,
2013/10/09,13,102,,,58,40,,,,,
2013/10/09,14,107,,,54,39,,,,,
2013/10/09,15,119,,,61,40,,,,,
2013/10/09,16,139,,,75,44,,,,,
2013/10/09,17,126,,,83,45,,,,,
2013/10/09,18,54,,,47,35,,,,,
2013/10/09,19,32,,,18,12,,,,,
2013/10/09,20,32,,,18,10,,,,,
2013/10/09,21,32,,,17,10,,,,,
2013/10/09,22,30,,,17,10,,,,,
2013/10/09,23,27,,,16,9,,,,,
2013/10/09,24,22,,,11,9,,,,,
2013/10/10,01,23,,,8,8,,,,,
2013/10/10,02,25,,,12,8,,,,,
2013/10/10,03,26,,,13,8,,,,,
2013/10/10,04,27,,,13,8,,,,,
2013/10/10,05,27,,,14,8,,,,,
2013/10/10,06,29,,,14,9,,,,,
2013/10/10,07,47,,,17,11,,,,,
2013/10/10,08,81,,,36,25,,,,,
2013/10/10,09,85,,,36,33,,,,,
2013/10/10,10,96,,,50,35,,,,,
2013/10/10,11,100,,,52,35,,,,,
2013/10/10,12,117,,,60,35,,,,,
2013/10/10,13,143,,,83,37,,,,,
2013/10/10,14,144,,,96,40,,,,,
2013/10/10,15,146,,,95,40,,,,,
2013/10/10,16,133,,,90,40,,,,,
2013/10/10,17,111,,,74,38,,,,,
2013/10/10,18,48,,,44,28,,,,,
2013/10/10,19,30,,,17,12,,,,,
2013/10/10,20,27,,,15,10,,,,,
2013/10/10,21,23,,,11,9,,,,,
2013/10/10,22,22,,,9,9,,,,,
2013/10/10,23,22,,,10,9,,,,,
2013/10/10,24,19,,,8,9,,,,,
2013/10/11,01,21,,,5,9,,,,,
2013/10/11,02,24,,,10,9,,,,,
2013/10/11,03,25,,,10,8,,,,,
2013/10/11,04,25,,,12,8,,,,,
2013/10/11,05,26,,,12,9,,,,,
2013/10/11,06,28,,,11,9,,,,,
2013/10/11,07,49,,,19,12,,,,,
2013/10/11,08,92,,,40,25,,,,,
2013/10/11,09,97,,,50,34,,,,,
2013/10/11,10,103,,,54,35,,,,,
2013/10/11,11,105,,,60,35,,,,,
2013/10/11,12,109,,,64,35,,,,,
2013/10/11,13,106,,,58,38,,,,,
2013/10/11,14,106,,,59,38,,,,,
2013/10/11,15,117,,,62,39,,,,,
2013/10/11,16,106,,,61,40,,,,,
2013/10/11,17,99,,,53,39,,,,,
2013/10/11,18,62,,,41,36,,,,,
2013/10/11,19,34,,,23,12,,,,,
2013/10/11,20,29,,,17,10,,,,,
2013/10/11,21,29,,,15,10,,,,,
2013/10/11,22,27,,,16,8,,,,,
2013/10/11,23,27,,,16,8,,,,,
2013/10/11,24,23,,,14,7,,,,,
2013/10/12,01,22,,,8,7,,,,,
2013/10/12,02,23,,,11,7,,,,,
2013/10/12,03,26,,,12,7,,,,,
2013/10/12,04,25,,,13,7,,,,,
2013/10/12,05,26,,,14,7,,,,,
2013/10/12,06,31,,,13,8,,,,,
2013/10/12,07,50,,,19,12,,,,,
2013/10/12,08,71,,,30,29,,,,,
2013/10/12,09,71,,,25,33,,,,,
2013/10/12,10,86,,,34,36,,,,,
2013/10/12,11,89,,,46,35,,,,,
2013/10/12,12,94,,,45,35,,,,,
2013/10/12,13,98,,,54,36,,,,,
2013/10/12,14,96,,,50,36,,,,,
2013/10/12,15,109,,,55,39,,,,,
2013/10/12,16,101,,,53,41,,,,,
2013/10/12,17,94,,,50,38,,,,,
2013/10/12,18,70,,,39,38,,,,,
2013/10/12,19,36,,,17,25,,,,,
2013/10/12,20,30,,,18,10,,,,,
2013/10/12,21,29,,,15,9,,,,,
2013/10/12,22,26,,,13,9,,,,,
2013/10/12,23,28,,,15,9,,,,,
2013/10/12,24,29,,,15,9,,,,,
2013/10/13,01,28,,,16,9,,,,,
2013/10/13,02,23,,,13,8,,,,,
2013/10/13,03,25,,,12,8,,,,,
2013/10/13,04,25,,,13,7,,,,,
2013/10/13,05,26,,,13,8,,,,,
2013/10/13,06,29,,,12,8,,,,,
2013/10/13,07,49,,,18,11,,,,,
2013/10/13,08,68,,,29,27,,,,,
2013/10/13,09,70,,,29,32,,,,,
2013/10/13,10,73,,,28,33,,,,,
2013/10/13,11,72,,,29,34,,,,,
2013/10/13,12,71,,,28,33,,,,,
2013/10/13,13,75,,,31,35,,,,,
2013/10/13,14,79,,,32,35,,,,,
2013/10/13,15,91,,,37,34,,,,,
2013/10/13,16,86,,,45,38,,,,,
2013/10/13,17,78,,,39,36,,,,,
2013/10/13,18,70,,,26,35,,,,,
2013/10/13,19,34,,,18,28,,,,,
2013/10/13,20,31,,,19,9,,,,,
2013/10/13,21,28,,,16,8,,,,,
2013/10/13,22,24,,,15,7,,,,,
2013/10/13,23,24,,,12,8,,,,,
2013/10/13,24,23,,,11,8,,,,,
2013/10/14,01,22,,,11,7,,,,,
2013/10/14,02,24,,,11,7,,,,,
2013/10/14,03,25,,,13,7,,,,,
2013/10/14,04,26,,,13,7,,,,,
2013/10/14,05,26,,,13,7,,,,,
2013/10/14,06,32,,,16,8,,,,,
2013/10/14,07,47,,,21,11,,,,,
2013/10/14,08,70,,,29,26,,,,,
2013/10/14,09,69,,,26,33,,,,,
2013/10/14,10,72,,,28,35,,,,,
2013/10/14,11,77,,,30,34,,,,,
2013/10/14,12,100,,,47,34,,,,,
2013/10/14,13,93,,,49,37,,,,,
2013/10/14,14,96,,,47,36,,,,,
2013/10/14,15,106,,,54,37,,,,,
2013/10/14,16,96,,,52,40,,,,,
2013/10/14,17,90,,,43,39,,,,,
2013/10/14,18,65,,,39,34,,,,,
2013/10/14,19,35,,,21,15,,,,,
2013/10/14,20,30,,,18,9,,,,,
2013/10/14,21,28,,,15,8,,,,,
2013/10/14,22,27,,,16,8,,,,,
2013/10/14,23,28,,,16,8,,,,,
2013/10/14,24,32,,,14,8,,,,,
2013/10/15,01,50,,,26,8,,,,,
2013/10/15,02,48,,,40,8,,,,,
2013/10/15,03,47,,,33,7,,,,,
2013/10/15,04,44,,,31,7,,,,,
2013/10/15,05,45,,,30,8,,,,,
2013/10/15,06,45,,,30,8,,,,,
2013/10/15,07,36,,,24,9,,,,,
2013/10/15,08,58,,,29,13,,,,,
2013/10/15,09,48,,,33,16,,,,,
2013/10/15,10,48,,,25,17,,,,,
2013/10/15,11,52,,,23,22,,,,,
2013/10/15,12,51,,,22,23,,,,,
2013/10/15,13,47,,,23,23,,,,,
2013/10/15,14,36,,,17,18,,,,,
2013/10/15,15,35,,,16,15,,,,,
2013/10/15,16,32,,,16,13,,,,,
2013/10/15,17,29,,,15,12,,,,,
2013/10/15,18,25,,,11,11,,,,,
2013/10/15,19,23,,,11,9,,,,,
2013/10/15,20,23,,,11,8,,,,,
2013/10/15,21,22,,,10,8,,,,,
2013/10/15,22,20,,,8,8,,,,,
2013/10/15,23,19,,,7,8,,,,,
2013/10/15,24,21,,,7,8,,,,,
2013/10/16,01,24,,,11,7,,,,,
2013/10/16,02,23,,,12,7,,,,,
2013/10/16,03,25,,,11,7,,,,,
2013/10/16,04,25,,,13,7,,,,,
2013/10/16,05,27,,,13,8,,,,,
2013/10/16,06,29,,,13,8,,,,,
2013/10/16,07,42,,,15,11,,,,,
2013/10/16,08,68,,,24,27,,,,,
2013/10/16,09,69,,,25,33,,,,,
2013/10/16,10,74,,,28,36,,,,,
2013/10/16,11,74,,,28,37,,,,,
2013/10/16,12,73,,,29,37,,,,,
2013/10/16,13,73,,,25,37,,,,,
2013/10/16,14,76,,,29,38,,,,,
2013/10/16,15,84,,,30,40,,,,,
2013/10/16,16,83,,,36,39,,,,,
2013/10/16,17,78,,,35,38,,,,,
2013/10/16,18,51,,,27,31,,,,,
2013/10/16,19,29,,,17,13,,,,,
2013/10/16,20,29,,,17,8,,,,,
2013/10/16,21,29,,,16,8,,,,,
2013/10/16,22,28,,,17,8,,,,,
2013/10/16,23,23,,,14,8,,,,,
2013/10/16,24,21,,,10,7,,,,,
2013/10/17,01,20,,,8,7,,,,,
2013/10/17,02,21,,,10,7,,,,,
2013/10/17,03,25,,,11,7,,,,,
2013/10/17,04,25,,,12,7,,,,,
2013/10/17,05,27,,,13,8,,,,,
2013/10/17,06,30,,,13,8,,,,,
2013/10/17,07,48,,,19,10,,,,,
2013/10/17,08,75,,,32,26,,,,,
2013/10/17,09,75,,,35,31,,,,,
2013/10/17,10,72,,,32,33,,,,,
2013/10/17,11,70,,,29,33,,,,,
2013/10/17,12,71,,,28,33,,,,,
2013/10/17,13,67,,,26,35,,,,,
2013/10/17,14,67,,,25,35,,,,,
2013/10/17,15,69,,,23,34,,,,,
2013/10/17,16,73,,,31,33,,,,,
2013/10/17,17,65,,,33,32,,,,,
2013/10/17,18,32,,,19,19,,,,,
2013/10/17,19,27,,,15,9,,,,,
2013/10/17,20,27,,,15,8,,,,,
2013/10/17,21,27,,,15,7,,,,,
2013/10/17,22,23,,,12,7,,,,,
2013/10/17,23,22,,,11,8,,,,,
2013/10/17,24,22,,,11,8,,,,,
2013/10/18,01,21,,,9,7,,,,,
2013/10/18,02,22,,,10,7,,,,,
2013/10/18,03,24,,,11,7,,,,,
2013/10/18,04,25,,,13,7,,,,,
2013/10/18,05,25,,,12,7,,,,,
2013/10/18,06,28,,,12,7,,,,,
2013/10/18,07,45,,,19,10,,,,,
2013/10/18,08,84,,,35,25,,,,,
2013/10/18,09,76,,,37,32,,,,,
2013/10/18,10,82,,,38,34,,,,,
2013/10/18,11,81,,,37,34,,,,,
2013/10/18,12,81,,,37,35,,,,,
2013/10/18,13,70,,,33,36,,,,,
2013/10/18,14,68,,,24,34,,,,,
2013/10/18,15,78,,,26,37,,,,,
2013/10/18,16,77,,,31,38,,,,,
2013/10/18,17,72,,,31,38,,,,,
2013/10/18,18,41,,,22,28,,,,,
2013/10/18,19,27,,,15,9,,,,,
2013/10/18,20,28,,,16,8,,,,,
2013/10/18,21,27,,,15,7,,,,,
2013/10/18,22,24,,,14,7,,,,,
2013/10/18,23,22,,,11,8,,,,,
2013/10/18,24,19,,,10,7,,,,,
2013/10/19,01,21,,,6,7,,,,,
2013/10/19,02,21,,,10,7,,,,,
2013/10/19,03,25,,,12,7,,,,,
2013/10/19,04,25,,,13,7,,,,,
2013/10/19,05,25,,,12,7,,,,,
2013/10/19,06,29,,,13,8,,,,,
2013/10/19,07,41,,,17,11,,,,,
2013/10/19,08,70,,,22,29,,,,,
2013/10/19,09,72,,,26,35,,,,,
2013/10/19,10,74,,,29,37,,,,,
2013/10/19,11,77,,,29,37,,,,,
2013/10/19,12,72,,,29,36,,,,,
2013/10/19,13,72,,,25,37,,,,,
2013/10/19,14,81,,,29,37,,,,,
2013/10/19,15,85,,,38,40,,,,,
2013/10/19,16,80,,,32,40,,,,,
2013/10/19,17,84,,,30,41,,,,,
2013/10/19,18,81,,,30,44,,,,,
2013/10/19,19,39,,,20,34,,,,,
2013/10/19,20,30,,,18,9,,,,,
2013/10/19,21,27,,,16,9,,,,,
2013/10/19,22,23,,,12,8,,,,,
2013/10/19,23,23,,,11,8,,,,,
2013/10/19,24,22,,,11,7,,,,,
2013/10/20,01,22,,,10,7,,,,,
2013/10/20,02,23,,,12,7,,,,,
2013/10/20,03,26,,,12,7,,,,,
2013/10/20,04,25,,,13,7,,,,,
2013/10/20,05,26,,,13,8,,,,,
2013/10/20,06,28,,,12,8,,,,,
2013/10/20,07,40,,,14,11,,,,,
2013/10/20,08,72,,,23,29,,,,,
2013/10/20,09,79,,,32,34,,,,,
2013/10/20,10,79,,,35,36,,,,,
2013/10/20,11,81,,,37,36,,,,,
2013/10/20,12,82,,,37,35,,,,,
2013/10/20,13,78,,,32,38,,,,,
2013/10/20,14,84,,,33,39,,,,,
2013/10/20,15,81,,,33,39,,,,,
2013/10/20,16,91,,,35,41,,,,,
2013/10/20,17,89,,,37,43,,,,,
2013/10/20,18,78,,,30,44,,,,,
2013/10/20,19,32,,,18,30,,,,,
2013/10/20,20,28,,,16,8,,,,,
2013/10/20,21,28,,,15,7,,,,,
2013/10/20,22,27,,,17,7,,,,,
2013/10/20,23,26,,,15,7,,,,,
2013/10/20,24,22,,,12,7,,,,,
2013/10/21,01,21,,,9,7,,,,,
2013/10/21,02,22,,,10,7,,,,,
2013/10/21,03,26,,,12,7,,,,,
2013/10/21,04,26,,,14,7,,,,,
2013/10/21,05,29,,,15,8,,,,,
2013/10/21,06,31,,,17,8,,,,,
2013/10/21,07,48,,,20,11,,,,,
2013/10/21,08,72,,,30,26,,,,,
2013/10/21,09,72,,,30,32,,,,,
2013/10/21,10,74,,,32,33,,,,,
2013/10/21,11,78,,,35,33,,,,,
2013/10/21,12,70,,,34,32,,,,,
2013/10/21,13,69,,,26,34,,,,,
2013/10/21,14,72,,,25,36,,,,,
2013/10/21,15,78,,,28,36,,,,,
2013/10/21,16,81,,,34,38,,,,,
2013/10/21,17,71,,,33,36,,,,,
2013/10/21,18,46,,,23,31,,,,,
2013/10/21,19,28,,,15,11,,,,,
2013/10/21,20,27,,,15,8,,,,,
2013/10/21,21,27,,,15,8,,,,,
2013/10/21,22,21,,,12,8,,,,,
2013/10/21,23,21,,,10,8,,,,,
2013/10/21,24,22,,,10,7,,,,,
2013/10/22,01,20,,,8,7,,,,,
2013/10/22,02,22,,,10,7,,,,,
2013/10/22,03,24,,,11,7,,,,,
2013/10/22,04,26,,,13,7,,,,,
2013/10/22,05,28,,,17,7,,,,,
2013/10/22,06,26,,,13,8,,,,,
2013/10/22,07,30,,,14,8,,,,,
2013/10/22,08,46,,,23,11,,,,,
2013/10/22,09,32,,,23,11,,,,,
2013/10/22,10,29,,,14,11,,,,,
2013/10/22,11,31,,,13,11,,,,,
2013/10/22,12,27,,,13,11,,,,,
2013/10/22,13,25,,,10,11,,,,,
2013/10/22,14,24,,,10,10,,,,,
2013/10/22,15,22,,,8,10,,,,,
2013/10/22,16,22,,,7,10,,,,,
2013/10/22,17,24,,,6,11,,,,,
2013/10/22,18,25,,,8,12,,,,,
2013/10/22,19,23,,,10,9,,,,,
2013/10/22,20,22,,,11,8,,,,,
2013/10/22,21,18,,,7,8,,,,,
2013/10/22,22,19,,,6,7,,,,,
2013/10/22,23,19,,,6,8,,,,,
2013/10/22,24,19,,,6,7,,,,,
2013/10/23,01,24,,,9,7,,,,,
2013/10/23,02,22,,,12,7,,,,,
2013/10/23,03,24,,,11,7,,,,,
2013/10/23,04,26,,,13,7,,,,,
2013/10/23,05,29,,,15,8,,,,,
2013/10/23,06,28,,,17,8,,,,,
2013/10/23,07,44,,,17,10,,,,,
2013/10/23,08,73,,,30,25,,,,,
2013/10/23,09,68,,,28,32,,,,,
2013/10/23,10,75,,,28,34,,,,,
2013/10/23,11,75,,,34,34,,,,,
2013/10/23,12,79,,,33,34,,,,,
2013/10/23,13,87,,,39,36,,,,,
2013/10/23,14,94,,,43,37,,,,,
2013/10/23,15,88,,,44,42,,,,,
2013/10/23,16,87,,,33,41,,,,,
2013/10/23,17,86,,,36,42,,,,,
2013/10/23,18,60,,,27,40,,,,,
2013/10/23,19,29,,,17,17,,,,,
2013/10/23,20,22,,,12,8,,,,,
2013/10/23,21,21,,,10,7,,,,,
2013/10/23,22,19,,,7,7,,,,,
2013/10/23,23,22,,,10,8,,,,,
2013/10/23,24,21,,,10,7,,,,,
2013/10/24,01,22,,,10,7,,,,,
2013/10/24,02,22,,,10,7,,,,,
2013/10/24,03,25,,,12,7,,,,,
2013/10/24,04,26,,,13,7,,,,,
2013/10/24,05,25,,,13,7,,,,,
2013/10/24,06,27,,,13,7,,,,,
2013/10/24,07,40,,,14,11,,,,,
