計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/08/05,23,68,,,42,,,,
2013/08/05,24,65,,,36,,,,
2013/08/06,01,75,,,42,,,,
2013/08/06,02,75,,,49,,,,
2013/08/06,03,71,,,43,,,,
2013/08/06,04,64,,,41,,,,
2013/08/06,05,66,,,41,,,,
2013/08/06,06,74,,,42,,,,
2013/08/06,07,101,,,54,,,,
2013/08/06,08,120,,,70,,,,
2013/08/06,09,124,,,72,,,,
2013/08/06,10,156,,,75,,,,
2013/08/06,11,196,,,100,,,,
2013/08/06,12,196,,,102,,,,
2013/08/06,13,201,,,105,,,,
2013/08/06,14,205,,,100,,,,
2013/08/06,15,199,,,103,,,,
2013/08/06,16,203,,,109,,,,
2013/08/06,17,208,,,101,,,,
2013/08/06,18,199,,,104,,,,
2013/08/06,19,196,,,97,,,,
2013/08/06,20,187,,,91,,,,
2013/08/06,21,159,,,74,,,,
2013/08/06,22,102,,,52,,,,
2013/08/06,23,74,,,46,,,,
2013/08/06,24,67,,,37,,,,
2013/08/07,01,75,,,42,,,,
2013/08/07,02,77,,,51,,,,
2013/08/07,03,74,,,45,,,,
2013/08/07,04,65,,,41,,,,
2013/08/07,05,67,,,42,,,,
2013/08/07,06,70,,,39,,,,
2013/08/07,07,102,,,54,,,,
2013/08/07,08,123,,,72,,,,
2013/08/07,09,129,,,75,,,,
2013/08/07,10,175,,,84,,,,
2013/08/07,11,197,,,100,,,,
2013/08/07,12,206,,,108,,,,
2013/08/07,13,210,,,110,,,,
2013/08/07,14,218,,,106,,,,
2013/08/07,15,207,,,108,,,,
2013/08/07,16,217,,,116,,,,
2013/08/07,17,215,,,104,,,,
2013/08/07,18,213,,,111,,,,
2013/08/07,19,199,,,99,,,,
2013/08/07,20,196,,,96,,,,
2013/08/07,21,165,,,76,,,,
2013/08/07,22,105,,,53,,,,
2013/08/07,23,77,,,48,,,,
2013/08/07,24,70,,,39,,,,
2013/08/08,01,78,,,44,,,,
2013/08/08,02,78,,,51,,,,
2013/08/08,03,76,,,46,,,,
2013/08/08,04,67,,,43,,,,
2013/08/08,05,71,,,45,,,,
2013/08/08,06,73,,,41,,,,
2013/08/08,07,104,,,56,,,,
2013/08/08,08,126,,,74,,,,
2013/08/08,09,132,,,77,,,,
2013/08/08,10,172,,,83,,,,
2013/08/08,11,206,,,105,,,,
2013/08/08,12,210,,,110,,,,
2013/08/08,13,214,,,112,,,,
2013/08/08,14,218,,,106,,,,
2013/08/08,15,215,,,112,,,,
2013/08/08,16,216,,,116,,,,
2013/08/08,17,213,,,103,,,,
2013/08/08,18,195,,,101,,,,
2013/08/08,19,189,,,94,,,,
2013/08/08,20,184,,,90,,,,
2013/08/08,21,161,,,75,,,,
2013/08/08,22,90,,,45,,,,
2013/08/08,23,75,,,47,,,,
2013/08/08,24,69,,,38,,,,
2013/08/09,01,76,,,43,,,,
2013/08/09,02,77,,,51,,,,
2013/08/09,03,74,,,45,,,,
2013/08/09,04,67,,,43,,,,
2013/08/09,05,66,,,41,,,,
2013/08/09,06,74,,,42,,,,
2013/08/09,07,103,,,55,,,,
2013/08/09,08,121,,,71,,,,
2013/08/09,09,136,,,80,,,,
2013/08/09,10,180,,,87,,,,
2013/08/09,11,203,,,104,,,,
2013/08/09,12,215,,,112,,,,
2013/08/09,13,218,,,114,,,,
2013/08/09,14,224,,,109,,,,
2013/08/09,15,217,,,113,,,,
2013/08/09,16,218,,,117,,,,
2013/08/09,17,220,,,107,,,,
2013/08/09,18,213,,,111,,,,
2013/08/09,19,205,,,102,,,,
2013/08/09,20,195,,,95,,,,
2013/08/09,21,173,,,80,,,,
2013/08/09,22,111,,,56,,,,
2013/08/09,23,83,,,52,,,,
2013/08/09,24,74,,,41,,,,
2013/08/10,01,82,,,46,,,,
2013/08/10,02,83,,,55,,,,
2013/08/10,03,81,,,50,,,,
2013/08/10,04,73,,,46,,,,
2013/08/10,05,74,,,46,,,,
2013/08/10,06,77,,,43,,,,
2013/08/10,07,107,,,57,,,,
2013/08/10,08,129,,,75,,,,
2013/08/10,09,140,,,82,,,,
2013/08/10,10,191,,,92,,,,
2013/08/10,11,212,,,108,,,,
2013/08/10,12,223,,,116,,,,
2013/08/10,13,224,,,117,,,,
2013/08/10,14,233,,,114,,,,
2013/08/10,15,226,,,117,,,,
2013/08/10,16,233,,,125,,,,
2013/08/10,17,226,,,110,,,,
2013/08/10,18,214,,,111,,,,
2013/08/10,19,208,,,103,,,,
2013/08/10,20,201,,,98,,,,
2013/08/10,21,176,,,81,,,,
2013/08/10,22,115,,,58,,,,
2013/08/10,23,83,,,52,,,,
2013/08/10,24,77,,,42,,,,
2013/08/11,01,80,,,45,,,,
2013/08/11,02,82,,,54,,,,
2013/08/11,03,79,,,48,,,,
2013/08/11,04,69,,,44,,,,
2013/08/11,05,72,,,45,,,,
2013/08/11,06,89,,,50,,,,
2013/08/11,07,115,,,61,,,,
2013/08/11,08,134,,,78,,,,
2013/08/11,09,160,,,94,,,,
2013/08/11,10,207,,,100,,,,
2013/08/11,11,217,,,111,,,,
2013/08/11,12,222,,,116,,,,
2013/08/11,13,227,,,118,,,,
2013/08/11,14,234,,,114,,,,
2013/08/11,15,228,,,119,,,,
2013/08/11,16,231,,,124,,,,
2013/08/11,17,230,,,112,,,,
2013/08/11,18,223,,,116,,,,
2013/08/11,19,209,,,104,,,,
2013/08/11,20,203,,,99,,,,
2013/08/11,21,167,,,77,,,,
2013/08/11,22,107,,,54,,,,
2013/08/11,23,81,,,51,,,,
2013/08/11,24,76,,,42,,,,
2013/08/12,01,80,,,54,,,,
2013/08/12,02,83,,,58,,,,
2013/08/12,03,80,,,52,,,,
2013/08/12,04,68,,,36,,,,
2013/08/12,05,71,,,38,,,,
2013/08/12,06,79,,,38,,,,
2013/08/12,07,107,,,44,,,,
2013/08/12,08,126,,,63,,,,
2013/08/12,09,136,,,57,,,,
2013/08/12,10,177,,,68,,,,
2013/08/12,11,208,,,85,,,,
2013/08/12,12,215,,,87,,,,
2013/08/12,13,221,,,91,,,,
2013/08/12,14,225,,,89,,,,
2013/08/12,15,216,,,80,,,,
2013/08/12,16,222,,,94,,,,
2013/08/12,17,218,,,91,,,,
2013/08/12,18,212,,,74,,,,
2013/08/12,19,202,,,80,,,,
2013/08/12,20,193,,,78,,,,
2013/08/12,21,167,,,66,,,,
2013/08/12,22,101,,,37,,,,
2013/08/12,23,75,,,34,,,,
2013/08/12,24,70,,,32,,,,
2013/08/13,01,75,,,50,,,,
2013/08/13,02,79,,,55,,,,
2013/08/13,03,74,,,48,,,,
2013/08/13,04,65,,,34,,,,
2013/08/13,05,66,,,35,,,,
2013/08/13,06,77,,,37,,,,
2013/08/13,07,102,,,42,,,,
2013/08/13,08,119,,,60,,,,
2013/08/13,09,126,,,53,,,,
2013/08/13,10,140,,,54,,,,
2013/08/13,11,202,,,83,,,,
2013/08/13,12,208,,,84,,,,
2013/08/13,13,217,,,90,,,,
2013/08/13,14,223,,,88,,,,
2013/08/13,15,217,,,80,,,,
2013/08/13,16,224,,,95,,,,
2013/08/13,17,222,,,92,,,,
2013/08/13,18,211,,,74,,,,
2013/08/13,19,200,,,79,,,,
2013/08/13,20,195,,,79,,,,
2013/08/13,21,167,,,66,,,,
2013/08/13,22,105,,,38,,,,
2013/08/13,23,75,,,34,,,,
2013/08/13,24,71,,,32,,,,
2013/08/14,01,74,,,50,,,,
2013/08/14,02,78,,,54,,,,
2013/08/14,03,73,,,48,,,,
2013/08/14,04,64,,,34,,,,
2013/08/14,05,66,,,35,,,,
2013/08/14,06,70,,,34,,,,
2013/08/14,07,98,,,41,,,,
2013/08/14,08,116,,,58,,,,
2013/08/14,09,146,,,61,,,,
2013/08/14,10,188,,,72,,,,
2013/08/14,11,193,,,79,,,,
2013/08/14,12,200,,,81,,,,
2013/08/14,13,211,,,87,,,,
2013/08/14,14,218,,,86,,,,
2013/08/14,15,208,,,77,,,,
2013/08/14,16,219,,,92,,,,
2013/08/14,17,217,,,90,,,,
2013/08/14,18,207,,,73,,,,
2013/08/14,19,192,,,76,,,,
2013/08/14,20,190,,,77,,,,
2013/08/14,21,170,,,67,,,,
2013/08/14,22,107,,,39,,,,
2013/08/14,23,78,,,35,,,,
2013/08/14,24,71,,,32,,,,
2013/08/15,01,75,,,50,,,,
2013/08/15,02,80,,,56,,,,
2013/08/15,03,76,,,50,,,,
2013/08/15,04,68,,,36,,,,
2013/08/15,05,69,,,37,,,,
2013/08/15,06,75,,,36,,,,
2013/08/15,07,104,,,43,,,,
2013/08/15,08,130,,,65,,,,
2013/08/15,09,166,,,69,,,,
2013/08/15,10,196,,,75,,,,
2013/08/15,11,203,,,83,,,,
2013/08/15,12,208,,,84,,,,
2013/08/15,13,213,,,88,,,,
2013/08/15,14,221,,,87,,,,
2013/08/15,15,223,,,82,,,,
2013/08/15,16,227,,,96,,,,
2013/08/15,17,230,,,96,,,,
2013/08/15,18,214,,,75,,,,
2013/08/15,19,203,,,80,,,,
2013/08/15,20,199,,,81,,,,
2013/08/15,21,173,,,68,,,,
2013/08/15,22,110,,,40,,,,
2013/08/15,23,81,,,37,,,,
2013/08/15,24,72,,,32,,,,
2013/08/16,01,80,,,54,,,,
2013/08/16,02,83,,,58,,,,
2013/08/16,03,79,,,52,,,,
2013/08/16,04,71,,,37,,,,
2013/08/16,05,70,,,37,,,,
2013/08/16,06,84,,,40,,,,
2013/08/16,07,114,,,47,,,,
2013/08/16,08,137,,,69,,,,
2013/08/16,09,173,,,72,,,,
2013/08/16,10,196,,,75,,,,
2013/08/16,11,205,,,84,,,,
2013/08/16,12,208,,,84,,,,
2013/08/16,13,215,,,89,,,,
2013/08/16,14,220,,,87,,,,
2013/08/16,15,213,,,79,,,,
2013/08/16,16,221,,,93,,,,
2013/08/16,17,220,,,92,,,,
2013/08/16,18,207,,,73,,,,
2013/08/16,19,198,,,78,,,,
2013/08/16,20,188,,,76,,,,
2013/08/16,21,168,,,66,,,,
2013/08/16,22,99,,,36,,,,
2013/08/16,23,78,,,35,,,,
2013/08/16,24,73,,,33,,,,
2013/08/17,01,80,,,54,,,,
2013/08/17,02,81,,,57,,,,
2013/08/17,03,76,,,50,,,,
2013/08/17,04,70,,,37,,,,
2013/08/17,05,69,,,37,,,,
2013/08/17,06,78,,,38,,,,
2013/08/17,07,105,,,44,,,,
2013/08/17,08,124,,,62,,,,
2013/08/17,09,135,,,57,,,,
2013/08/17,10,171,,,65,,,,
2013/08/17,11,202,,,83,,,,
2013/08/17,12,209,,,85,,,,
2013/08/17,13,217,,,90,,,,
2013/08/17,14,218,,,86,,,,
2013/08/17,15,214,,,79,,,,
2013/08/17,16,219,,,92,,,,
2013/08/17,17,216,,,90,,,,
2013/08/17,18,213,,,75,,,,
2013/08/17,19,204,,,81,,,,
2013/08/17,20,191,,,78,,,,
2013/08/17,21,176,,,70,,,,
2013/08/17,22,111,,,40,,,,
2013/08/17,23,84,,,38,,,,
2013/08/17,24,73,,,33,,,,
2013/08/18,01,79,,,53,,,,
2013/08/18,02,84,,,59,,,,
2013/08/18,03,78,,,51,,,,
2013/08/18,04,71,,,37,,,,
2013/08/18,05,71,,,38,,,,
2013/08/18,06,80,,,39,,,,
2013/08/18,07,110,,,46,,,,
2013/08/18,08,134,,,67,,,,
2013/08/18,09,163,,,68,,,,
2013/08/18,10,204,,,78,,,,
2013/08/18,11,209,,,86,,,,
2013/08/18,12,216,,,87,,,,
2013/08/18,13,219,,,91,,,,
2013/08/18,14,221,,,87,,,,
2013/08/18,15,212,,,78,,,,
2013/08/18,16,219,,,92,,,,
2013/08/18,17,219,,,91,,,,
2013/08/18,18,211,,,74,,,,
2013/08/18,19,202,,,80,,,,
2013/08/18,20,201,,,82,,,,
2013/08/18,21,169,,,67,,,,
2013/08/18,22,105,,,38,,,,
2013/08/18,23,81,,,37,,,,
2013/08/18,24,76,,,34,,,,
2013/08/19,01,81,,,55,,,,
2013/08/19,02,84,,,59,,,,
2013/08/19,03,80,,,52,,,,
2013/08/19,04,71,,,37,,,,
2013/08/19,05,73,,,39,,,,
2013/08/19,06,79,,,38,,,,
2013/08/19,07,107,,,44,,,,
2013/08/19,08,126,,,63,,,,
2013/08/19,09,138,,,58,,,,
2013/08/19,10,167,,,64,,,,
2013/08/19,11,209,,,86,,,,
2013/08/19,12,214,,,87,,,,
2013/08/19,13,223,,,92,,,,
2013/08/19,14,224,,,88,,,,
2013/08/19,15,214,,,79,,,,
2013/08/19,16,224,,,95,,,,
2013/08/19,17,220,,,92,,,,
2013/08/19,18,216,,,76,,,,
2013/08/19,19,210,,,83,,,,
2013/08/19,20,206,,,84,,,,
2013/08/19,21,170,,,67,,,,
2013/08/19,22,110,,,40,,,,
2013/08/19,23,82,,,37,,,,
2013/08/19,24,76,,,34,,,,
2013/08/20,01,80,,,54,,,,
2013/08/20,02,82,,,57,,,,
2013/08/20,03,81,,,53,,,,
2013/08/20,04,72,,,38,,,,
2013/08/20,05,73,,,39,,,,
2013/08/20,06,78,,,38,,,,
2013/08/20,07,108,,,45,,,,
2013/08/20,08,131,,,66,,,,
2013/08/20,09,143,,,60,,,,
2013/08/20,10,148,,,57,,,,
2013/08/20,11,210,,,86,,,,
2013/08/20,12,214,,,87,,,,
2013/08/20,13,221,,,91,,,,
2013/08/20,14,223,,,88,,,,
2013/08/20,15,227,,,84,,,,
2013/08/20,16,231,,,98,,,,
2013/08/20,17,225,,,94,,,,
2013/08/20,18,220,,,77,,,,
2013/08/20,19,213,,,84,,,,
2013/08/20,20,211,,,86,,,,
2013/08/20,21,172,,,68,,,,
2013/08/20,22,110,,,40,,,,
2013/08/20,23,83,,,38,,,,
2013/08/20,24,79,,,36,,,,
2013/08/21,01,81,,,55,,,,
2013/08/21,02,84,,,59,,,,
2013/08/21,03,82,,,54,,,,
2013/08/21,04,72,,,38,,,,
2013/08/21,05,74,,,40,,,,
2013/08/21,06,79,,,38,,,,
2013/08/21,07,111,,,46,,,,
2013/08/21,08,132,,,66,,,,
2013/08/21,09,138,,,58,,,,
2013/08/21,10,181,,,69,,,,
2013/08/21,11,206,,,85,,,,
2013/08/21,12,213,,,86,,,,
2013/08/21,13,217,,,90,,,,
2013/08/21,14,225,,,89,,,,
2013/08/21,15,218,,,80,,,,
2013/08/21,16,219,,,92,,,,
2013/08/21,17,222,,,92,,,,
2013/08/21,18,216,,,76,,,,
2013/08/21,19,208,,,82,,,,
2013/08/21,20,200,,,81,,,,
2013/08/21,21,169,,,67,,,,
2013/08/21,22,104,,,38,,,,
2013/08/21,23,79,,,36,,,,
2013/08/21,24,72,,,32,,,,
2013/08/22,01,79,,,53,,,,
2013/08/22,02,83,,,58,,,,
2013/08/22,03,81,,,53,,,,
2013/08/22,04,70,,,37,,,,
2013/08/22,05,72,,,39,,,,
2013/08/22,06,78,,,38,,,,
2013/08/22,07,103,,,43,,,,
2013/08/22,08,130,,,65,,,,
2013/08/22,09,139,,,58,,,,
2013/08/22,10,191,,,73,,,,
2013/08/22,11,203,,,83,,,,
2013/08/22,12,214,,,87,,,,
2013/08/22,13,215,,,89,,,,
2013/08/22,14,222,,,88,,,,
2013/08/22,15,208,,,77,,,,
2013/08/22,16,210,,,89,,,,
2013/08/22,17,209,,,87,,,,
2013/08/22,18,200,,,70,,,,
2013/08/22,19,197,,,78,,,,
2013/08/22,20,198,,,80,,,,
2013/08/22,21,170,,,67,,,,
2013/08/22,22,104,,,38,,,,
2013/08/22,23,83,,,38,,,,
2013/08/22,24,77,,,35,,,,
2013/08/23,01,82,,,55,,,,
2013/08/23,02,84,,,59,,,,
2013/08/23,03,83,,,54,,,,
2013/08/23,04,72,,,38,,,,
2013/08/23,05,75,,,40,,,,
2013/08/23,06,81,,,39,,,,
2013/08/23,07,111,,,46,,,,
2013/08/23,08,133,,,67,,,,
2013/08/23,09,147,,,62,,,,
2013/08/23,10,174,,,67,,,,
2013/08/23,11,209,,,86,,,,
2013/08/23,12,210,,,85,,,,
2013/08/23,13,209,,,86,,,,
2013/08/23,14,215,,,85,,,,
2013/08/23,15,202,,,74,,,,
2013/08/23,16,208,,,88,,,,
2013/08/23,17,208,,,87,,,,
2013/08/23,18,201,,,71,,,,
2013/08/23,19,200,,,79,,,,
2013/08/23,20,191,,,78,,,,
2013/08/23,21,164,,,65,,,,
2013/08/23,22,107,,,39,,,,
2013/08/23,23,78,,,35,,,,
2013/08/23,24,73,,,33,,,,
2013/08/24,01,78,,,53,,,,
2013/08/24,02,84,,,59,,,,
2013/08/24,03,79,,,52,,,,
2013/08/24,04,71,,,37,,,,
2013/08/24,05,71,,,38,,,,
2013/08/24,06,82,,,39,,,,
2013/08/24,07,104,,,43,,,,
2013/08/24,08,127,,,64,,,,
2013/08/24,09,130,,,54,,,,
2013/08/24,10,170,,,65,,,,
2013/08/24,11,190,,,78,,,,
2013/08/24,12,187,,,76,,,,
2013/08/24,13,189,,,78,,,,
2013/08/24,14,186,,,73,,,,
2013/08/24,15,180,,,66,,,,
2013/08/24,16,189,,,80,,,,
2013/08/24,17,185,,,77,,,,
2013/08/24,18,185,,,65,,,,
2013/08/24,19,180,,,71,,,,
2013/08/24,20,179,,,73,,,,
2013/08/24,21,162,,,64,,,,
2013/08/24,22,99,,,36,,,,
2013/08/24,23,74,,,34,,,,
2013/08/24,24,70,,,32,,,,
2013/08/25,01,76,,,51,,,,
2013/08/25,02,78,,,54,,,,
2013/08/25,03,74,,,48,,,,
2013/08/25,04,66,,,35,,,,
2013/08/25,05,69,,,37,,,,
2013/08/25,06,75,,,36,,,,
2013/08/25,07,105,,,44,,,,
2013/08/25,08,124,,,62,,,,
2013/08/25,09,163,,,68,,,,
2013/08/25,10,173,,,66,,,,
2013/08/25,11,170,,,70,,,,
2013/08/25,12,171,,,69,,,,
2013/08/25,13,175,,,72,,,,
2013/08/25,14,177,,,70,,,,
2013/08/25,15,173,,,64,,,,
2013/08/25,16,183,,,77,,,,
2013/08/25,17,181,,,75,,,,
2013/08/25,18,172,,,60,,,,
2013/08/25,19,167,,,66,,,,
2013/08/25,20,170,,,69,,,,
2013/08/25,21,154,,,61,,,,
2013/08/25,22,90,,,33,,,,
2013/08/25,23,69,,,31,,,,
2013/08/25,24,61,,,27,,,,
2013/08/26,01,70,,,47,,,,
2013/08/26,02,71,,,50,,,,
2013/08/26,03,66,,,43,,,,
2013/08/26,04,57,,,30,,,,
2013/08/26,05,60,,,32,,,,
2013/08/26,06,67,,,32,,,,
2013/08/26,07,92,,,38,,,,
2013/08/26,08,111,,,56,,,,
2013/08/26,09,111,,,46,,,,
2013/08/26,10,149,,,57,,,,
2013/08/26,11,169,,,69,,,,
2013/08/26,12,171,,,69,,,,
2013/08/26,13,179,,,74,,,,
2013/08/26,14,179,,,71,,,,
2013/08/26,15,173,,,64,,,,
2013/08/26,16,177,,,75,,,,
2013/08/26,17,184,,,77,,,,
2013/08/26,18,172,,,60,,,,
2013/08/26,19,170,,,67,,,,
2013/08/26,20,170,,,69,,,,
2013/08/26,21,153,,,60,,,,
2013/08/26,22,90,,,33,,,,
2013/08/26,23,66,,,30,,,,
2013/08/26,24,61,,,27,,,,
2013/08/27,01,68,,,46,,,,
2013/08/27,02,69,,,48,,,,
2013/08/27,03,67,,,44,,,,
2013/08/27,04,59,,,31,,,,
2013/08/27,05,61,,,33,,,,
2013/08/27,06,68,,,33,,,,
2013/08/27,07,90,,,37,,,,
2013/08/27,08,112,,,56,,,,
2013/08/27,09,113,,,47,,,,
2013/08/27,10,157,,,60,,,,
2013/08/27,11,175,,,72,,,,
2013/08/27,12,181,,,73,,,,
2013/08/27,13,183,,,76,,,,
2013/08/27,14,185,,,73,,,,
2013/08/27,15,183,,,67,,,,
2013/08/27,16,192,,,81,,,,
2013/08/27,17,197,,,82,,,,
2013/08/27,18,184,,,65,,,,
2013/08/27,19,173,,,68,,,,
2013/08/27,20,170,,,69,,,,
2013/08/27,21,156,,,62,,,,
2013/08/27,22,89,,,32,,,,
2013/08/27,23,65,,,30,,,,
2013/08/27,24,61,,,27,,,,
2013/08/28,01,66,,,44,,,,
2013/08/28,02,71,,,50,,,,
2013/08/28,03,66,,,43,,,,
2013/08/28,04,57,,,30,,,,
2013/08/28,05,61,,,33,,,,
2013/08/28,06,67,,,32,,,,
2013/08/28,07,93,,,39,,,,
2013/08/28,08,114,,,57,,,,
2013/08/28,09,139,,,58,,,,
2013/08/28,10,162,,,62,,,,
2013/08/28,11,168,,,69,,,,
2013/08/28,12,173,,,70,,,,
2013/08/28,13,178,,,74,,,,
2013/08/28,14,177,,,70,,,,
2013/08/28,15,170,,,63,,,,
2013/08/28,16,184,,,78,,,,
2013/08/28,17,180,,,75,,,,
2013/08/28,18,177,,,62,,,,
2013/08/28,19,169,,,67,,,,
2013/08/28,20,172,,,70,,,,
2013/08/28,21,156,,,62,,,,
2013/08/28,22,94,,,34,,,,
2013/08/28,23,68,,,31,,,,
2013/08/28,24,62,,,28,,,,
2013/08/29,01,69,,,46,,,,
2013/08/29,02,70,,,49,,,,
2013/08/29,03,65,,,42,,,,
2013/08/29,04,59,,,31,,,,
2013/08/29,05,62,,,33,,,,
2013/08/29,06,63,,,30,,,,
2013/08/29,07,87,,,36,,,,
2013/08/29,08,114,,,57,,,,
2013/08/29,09,117,,,49,,,,
2013/08/29,10,149,,,57,,,,
2013/08/29,11,183,,,75,,,,
2013/08/29,12,188,,,76,,,,
2013/08/29,13,198,,,82,,,,
2013/08/29,14,199,,,78,,,,
2013/08/29,15,187,,,69,,,,
2013/08/29,16,194,,,82,,,,
2013/08/29,17,191,,,79,,,,
2013/08/29,18,187,,,66,,,,
2013/08/29,19,179,,,71,,,,
2013/08/29,20,181,,,73,,,,
2013/08/29,21,160,,,63,,,,
2013/08/29,22,91,,,33,,,,
2013/08/29,23,73,,,33,,,,
2013/08/29,24,66,,,30,,,,
2013/08/30,01,72,,,48,,,,
2013/08/30,02,75,,,52,,,,
2013/08/30,03,73,,,48,,,,
2013/08/30,04,64,,,34,,,,
2013/08/30,05,67,,,36,,,,
2013/08/30,06,70,,,34,,,,
2013/08/30,07,98,,,41,,,,
2013/08/30,08,126,,,63,,,,
2013/08/30,09,143,,,60,,,,
2013/08/30,10,190,,,73,,,,
2013/08/30,11,208,,,85,,,,
2013/08/30,12,206,,,83,,,,
2013/08/30,13,208,,,86,,,,
2013/08/30,14,204,,,80,,,,
2013/08/30,15,196,,,72,,,,
2013/08/30,16,193,,,81,,,,
2013/08/30,17,190,,,79,,,,
2013/08/30,18,191,,,67,,,,
2013/08/30,19,183,,,72,,,,
2013/08/30,20,181,,,73,,,,
2013/08/30,21,160,,,63,,,,
2013/08/30,22,101,,,37,,,,
2013/08/30,23,75,,,34,,,,
2013/08/30,24,67,,,30,,,,
2013/08/31,01,73,,,49,,,,
2013/08/31,02,75,,,52,,,,
2013/08/31,03,72,,,47,,,,
2013/08/31,04,63,,,33,,,,
2013/08/31,05,66,,,35,,,,
2013/08/31,06,70,,,34,,,,
2013/08/31,07,99,,,41,,,,
2013/08/31,08,122,,,61,,,,
2013/08/31,09,127,,,53,,,,
2013/08/31,10,158,,,60,,,,
2013/08/31,11,186,,,76,,,,
2013/08/31,12,199,,,80,,,,
